id,defensivelinezonePlayers,deepzonePlayers,hookzonePlayers,curlzonePlayers,flatzonePlayers,defenseArea,defenseAreaCoverDefenders,width,height,numberQBs,numberWRs,numberTEs,numberRBs,numberFBs,numberOffensivePlayersAnotherPosition,numberSafeties,numberLBs,numberCBs,strongSide,numberPlayersDefenseStrongSide,numberPlayersDefenseWeakSide,numberPlayersOffenseStrongSide,numberPlayersOffenseWeakSide,differenceOffenseVsDefenseWidth,differenceOffenseVsDefenseStrongSide,differenceOffenseVsDefenseWeakSide,HeightByWeightDeep,HeightByWeightHook,HeightByWeightCurl,HeightByWeightFlat,WeightByArea,density,densityNoLine,densityInsidePoints,densityInsidePointsNoLine
2018090905:1419:1,2,1,2,2,1,213.39690000000013,166.98590000000002,24.68,14.519999999999996,1,3,1,1,0,0,1,3,4,right,5,3,3,2,-0.1400000000000005,-2,-1,0.0211904761904761,0.0190170111972437,0.0214100985221674,0.0214285714285714,3.191886261055574,0.0374888295003348,0.0359311774227644,7.971883377874749,7.976045881718157
2018090905:1441:1,1,0,3,3,1,182.00235,153.29765000000006,27.13,12.22999999999999,1,2,1,2,0,0,1,3,4,left,4,4,3,2,-0.740000000000002,-1,-2,0.0,0.0181765829634046,0.0212178434592227,0.0217857142857142,4.240117183792444,0.0439554763990684,0.0456628004408417,7.972527827250582,7.960860456764993
2018090905:1489:1,1,0,3,2,1,125.05565000000016,92.93580000000006,23.03,11.72,1,2,1,1,1,0,1,3,3,left,3,4,3,2,-0.1099999999999994,0,-2,0.0,0.0181765829634046,0.0213095238095238,0.0217857142857142,6.057945377346509,0.0559750798944309,0.0645606967390391,6.9680142400603255,6.946199419384134
2018090905:2123:1,0,0,1,5,1,159.99019999999996,159.99019999999996,23.98,9.839999999999996,1,3,1,1,0,0,1,2,4,right,4,3,3,2,2.0900000000000034,-1,-1,0.0,0.0211904761904761,0.0193985606154812,0.0217857142857142,4.062748843366657,0.0437526798516409,0.0437526798516409,6.968748085820256,6.968748085820256
2018090905:2433:1,1,0,2,3,1,140.26709999999994,100.28259999999996,26.12,9.97,1,2,1,1,1,0,1,3,3,right,4,3,3,2,-7.030000000000001,-1,-1,0.0,0.0184222818525144,0.0202204585537918,0.0214285714285714,5.61413445602727,0.0499047887922399,0.0598309178262231,6.964353722291257,6.940169082173777
2018090905:2710:1,0,0,5,2,1,125.2974999999999,125.2974999999999,29.480000000000004,7.280000000000001,1,3,1,1,0,0,1,2,5,right,3,5,2,3,4.099999999999994,-1,-2,0.0,0.0193509415678621,0.0208390937019969,0.0214285714285714,5.929886869251187,0.0638480416608472,0.0638480416608472,7.96009497396197,7.96009497396197
2018090905:2777:1,1,0,3,4,0,125.3886,112.50660000000002,18.07,12.97,1,3,1,1,0,0,1,3,4,right,5,3,3,2,-0.8200000000000038,-2,-1,0.0,0.0193450132985016,0.020337893052806,0.0,5.768550467261475,0.0638016534198483,0.0622185720659943,7.944173553257633,7.946669795372005
2018090905:3305:1,0,0,2,4,1,71.64179999999992,71.64179999999992,29.340000000000003,4.740000000000002,1,1,2,2,0,0,1,3,3,left,4,3,3,2,-3.8100000000000094,-1,-1,0.0,0.0167992651170221,0.0199551885453048,0.0214285714285714,9.47770714861995,0.0977083211197933,0.0977083211197933,6.9441666736458325,6.9441666736458325
2018090905:3371:1,1,0,2,3,1,141.6538,106.9186,27.64,10.829999999999998,1,2,2,1,0,0,1,3,3,right,4,3,3,2,-2.0900000000000034,-1,-1,0.0,0.0191466399643969,0.0195434259969143,0.0214285714285714,5.256335193315288,0.0494162528643778,0.0561174575798785,6.971762141220355,6.962588361613414
2018090905:3395:1,1,0,5,0,1,107.51925000000004,78.91199999999996,19.15,11.790000000000004,1,2,1,1,1,0,1,3,3,left,3,4,4,1,0.0999999999999943,1,-3,0.0,0.0193132830124788,0.0,0.0217857142857142,7.121857258718576,0.0651046208004613,0.0760340632603406,6.962797359542593,6.936638280616383
2018090905:3645:1,1,0,4,2,0,176.25124999999977,176.25124999999977,23.21,13.639999999999992,1,3,1,1,0,0,3,1,3,left,5,2,4,1,-0.8200000000000003,-1,-1,0.0,0.0196489471091254,0.0202950737684421,0.0,3.120545244359973,0.0397160303827632,0.0340423117566542,6.977305125495564,6.977305125495564
2018090906:87:1,1,0,2,3,1,197.5762000000001,144.84584999999993,30.39,11.399999999999991,1,2,2,1,0,0,2,3,2,left,4,3,3,2,-0.1299999999999954,-1,-1,0.0,0.0191979738286196,0.018975316156083,0.0198924731182795,3.983545265535742,0.0354293685170582,0.0414233476485519,6.979754646561681,6.972384434900966
2018090906:284:1,0,0,3,3,1,226.86009999999985,226.86009999999985,28.41,11.909999999999997,1,3,1,1,0,0,2,2,3,left,4,3,3,2,-2.039999999999999,-1,-1,0.0,0.017887829591736,0.0214244526849657,0.0210344827586206,2.900465969996489,0.0308560209574094,0.0308560209574094,6.977959985030422,6.977959985030422
2018090906:354:1,0,0,3,3,1,189.78595,189.78595,27.570000000000004,10.330000000000004,1,3,1,1,0,0,2,2,3,right,4,3,4,1,-1.5100000000000051,0,-2,0.0,0.017887829591736,0.0214244526849657,0.0210344827586206,3.4670638158409512,0.0368836576153292,0.0368836576153292,6.978923624219812,6.978923624219812
2018090906:508:1,0,0,2,5,0,114.25399999999992,114.25399999999992,17.93,10.57,1,2,1,1,1,0,2,3,2,right,4,3,4,1,-0.2499999999999964,0,-2,0.0,0.0188930817610062,0.0190048719135818,0.0,5.960404012113365,0.061267001592942,0.061267001592942,6.964990284804033,6.964990284804033
2018090906:604:1,0,0,4,2,1,86.86535,86.86535,26.250000000000004,7.170000000000002,1,1,2,1,1,0,2,3,2,right,4,3,3,2,-1.0600000000000058,-1,-1,0.0,0.0190455277948129,0.0183679693961952,0.0198924731182795,7.839719750165053,0.0805844908240167,0.0805844908240167,6.96546378964685,6.96546378964685
2018090906:730:1,1,0,2,3,1,211.3331000000001,151.14054999999993,28.59,12.77000000000001,1,3,1,1,0,0,2,2,3,right,4,3,3,2,-1.2499999999999964,-1,-1,0.0,0.0189042207792207,0.01981291669975,0.0210344827586206,3.7779404666715855,0.0331230649623745,0.0396981485114352,6.981072534307215,6.966918209573804
2018090906:1927:1,0,0,3,3,1,175.51040000000006,175.51040000000006,22.35,10.840000000000003,1,3,1,1,0,0,2,2,3,right,4,3,3,2,-2.759999999999998,-1,-1,0.0,0.018582442856852,0.0201682667043572,0.0198924731182795,3.777553922730504,0.0398836764089193,0.0398836764089193,6.9715116597079145,6.9715116597079145
