,Unnamed: 0,id,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,frameId,team,playDirection,route
1290,1290,2018101800:217:7,2018-10-19T00:31:32.200Z,39.44,34.89,1.5,1.77,0.14,228.9,145.69,None,494307.0,Darian Stewart,26.0,FS,1,away,right,
1291,1291,2018101800:217:7,2018-10-19T00:31:32.200Z,24.67,34.87,0.0,0.0,0.02,98.07,339.27,None,497238.0,Jermaine Gresham,84.0,TE,1,home,right,GO
1292,1292,2018101800:217:7,2018-10-19T00:31:32.200Z,26.64,23.91,0.12,1.33,0.01,140.95,202.04,None,2495202.0,Von Miller,58.0,OLB,1,away,right,
1293,1293,2018101800:217:7,2018-10-19T00:31:32.200Z,24.43,18.33,0.0,0.0,0.0,77.71,294.43,None,2506106.0,Larry Fitzgerald,11.0,WR,1,home,right,GO
1294,1294,2018101800:217:7,2018-10-19T00:31:32.200Z,27.58,9.91,0.11,0.05,0.02,257.47,42.72,None,2530510.0,Chris Harris,25.0,CB,1,away,right,
1295,1295,2018101800:217:7,2018-10-19T00:31:32.200Z,30.13,28.32,0.0,0.0,0.01,297.99,1.01,None,2532898.0,Brandon Marshall,54.0,ILB,1,away,right,
1296,1296,2018101800:217:7,2018-10-19T00:31:32.200Z,26.98,44.16,0.01,0.01,0.0,254.47,253.51,None,2543505.0,Bradley Roby,29.0,CB,1,away,right,
1297,1297,2018101800:217:7,2018-10-19T00:31:32.200Z,30.21,34.59,0.0,0.0,0.01,284.8,314.41,None,2550930.0,Todd Davis,51.0,ILB,1,away,right,
1298,1298,2018101800:217:7,2018-10-19T00:31:32.200Z,22.06,27.67,0.0,0.0,0.01,115.95,88.04,None,2553435.0,David Johnson,31.0,RB,1,home,right,
1299,1299,2018101800:217:7,2018-10-19T00:31:32.200Z,34.83,18.36,1.54,0.45,0.15,280.64,255.53,None,2555550.0,Justin Simmons,31.0,SS,1,away,right,
1300,1300,2018101800:217:7,2018-10-19T00:31:32.200Z,25.1,9.53,0.0,0.0,0.0,54.68,184.48,None,2558208.0,Chad Williams,10.0,WR,1,home,right,HITCH
1301,1301,2018101800:217:7,2018-10-19T00:31:32.200Z,24.62,44.0,0.0,0.0,0.0,93.58,358.65,None,2560781.0,Christian Kirk,13.0,WR,1,home,right,HITCH
1302,1302,2018101800:217:7,2018-10-19T00:31:32.200Z,21.64,29.98,0.02,0.02,0.01,79.01,117.79,None,2560858.0,Josh Rosen,3.0,QB,1,home,right,
1303,1303,2018101800:217:7,2018-10-19T00:31:32.200Z,25.88,29.79,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
2326,2326,2018101800:262:7,2018-10-19T00:32:53.700Z,38.45,32.56,0.67,0.71,0.07,283.15,325.22,None,494307.0,Darian Stewart,26.0,FS,1,away,right,
2327,2327,2018101800:262:7,2018-10-19T00:32:53.700Z,33.71,24.0,0.0,0.0,0.0,97.84,261.0,None,2495202.0,Von Miller,58.0,OLB,1,away,right,
2328,2328,2018101800:262:7,2018-10-19T00:32:53.700Z,31.3,20.62,0.0,0.0,0.0,68.67,252.84,None,2506106.0,Larry Fitzgerald,11.0,WR,1,home,right,OUT
2329,2329,2018101800:262:7,2018-10-19T00:32:53.700Z,33.33,10.54,0.0,0.0,0.0,248.38,338.58,None,2507917.0,Tramaine Brock,22.0,CB,1,away,right,
2330,2330,2018101800:262:7,2018-10-19T00:32:53.700Z,35.04,19.61,0.77,1.6,0.07,286.68,342.24,None,2530510.0,Chris Harris,25.0,CB,1,away,right,
2331,2331,2018101800:262:7,2018-10-19T00:32:53.700Z,33.96,30.22,0.01,0.01,0.01,278.36,178.48,None,2532898.0,Brandon Marshall,54.0,ILB,1,away,right,
2332,2332,2018101800:262:7,2018-10-19T00:32:53.700Z,34.05,43.34,0.03,0.04,0.01,247.44,291.21,None,2543505.0,Bradley Roby,29.0,CB,1,away,right,
2333,2333,2018101800:262:7,2018-10-19T00:32:53.700Z,28.89,32.26,0.0,0.0,0.0,104.63,162.32,None,2553435.0,David Johnson,31.0,RB,1,home,right,OUT
2334,2334,2018101800:262:7,2018-10-19T00:32:53.700Z,45.98,22.63,1.65,5.45,0.14,293.93,13.06,None,2555550.0,Justin Simmons,31.0,SS,1,away,right,
2335,2335,2018101800:262:7,2018-10-19T00:32:53.700Z,33.71,16.64,0.01,0.01,0.01,283.74,285.59,None,2556278.0,Will Parks,34.0,FS,1,away,right,
2336,2336,2018101800:262:7,2018-10-19T00:32:53.700Z,31.68,43.1,0.0,0.0,0.0,59.48,259.77,None,2558208.0,Chad Williams,10.0,WR,1,home,right,IN
2337,2337,2018101800:262:7,2018-10-19T00:32:53.700Z,31.63,16.85,0.0,0.0,0.0,87.07,78.81,None,2559248.0,Ricky Seals-Jones,86.0,TE,1,home,right,GO
2338,2338,2018101800:262:7,2018-10-19T00:32:53.700Z,31.08,10.18,0.0,0.0,0.0,65.27,139.18,None,2560781.0,Christian Kirk,13.0,WR,1,home,right,HITCH
2339,2339,2018101800:262:7,2018-10-19T00:32:53.700Z,28.39,29.96,0.0,0.0,0.0,85.27,78.44,None,2560858.0,Josh Rosen,3.0,QB,1,home,right,
2340,2340,2018101800:262:7,2018-10-19T00:32:53.700Z,32.81,29.78,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
3181,3181,2018101800:374:7,2018-10-19T00:37:53.500Z,85.12,19.5,0.02,0.02,0.01,260.42,324.3,None,497322.0,Emmanuel Sanders,10.0,WR,1,away,left,CROSS
3182,3182,2018101800:374:7,2018-10-19T00:37:53.500Z,84.14,10.5,0.17,0.09,0.03,285.6,299.74,None,497328.0,Demaryius Thomas,88.0,WR,1,away,left,IN
3183,3183,2018101800:374:7,2018-10-19T00:37:53.500Z,78.48,9.81,0.62,0.6,0.06,24.37,163.35,None,2495504.0,Patrick Peterson,21.0,CB,1,home,left,
3184,3184,2018101800:374:7,2018-10-19T00:37:53.500Z,75.37,22.8,0.74,1.0,0.08,133.03,224.03,None,2495807.0,Antoine Bethea,41.0,FS,1,home,left,
3185,3185,2018101800:374:7,2018-10-19T00:37:53.500Z,79.51,27.07,1.01,1.0,0.1,30.01,25.67,None,2530491.0,Josh Bynes,57.0,ILB,1,home,left,
3186,3186,2018101800:374:7,2018-10-19T00:37:53.500Z,88.19,29.84,0.09,0.05,0.01,255.09,96.11,None,2532888.0,Case Keenum,4.0,QB,1,away,left,
3187,3187,2018101800:374:7,2018-10-19T00:37:53.500Z,81.81,44.2,0.08,0.46,0.01,116.76,138.84,None,2543855.0,Bene' Benwikere,23.0,CB,1,home,left,
3188,3188,2018101800:374:7,2018-10-19T00:37:53.500Z,85.51,24.71,0.01,0.01,0.01,259.85,224.26,None,2552399.0,Jeff Heuerman,82.0,TE,1,away,left,FLAT
3189,3189,2018101800:374:7,2018-10-19T00:37:53.500Z,85.87,35.29,0.04,0.03,0.01,268.95,312.44,None,2555223.0,Devontae Booker,23.0,RB,1,away,left,FLAT
3190,3190,2018101800:374:7,2018-10-19T00:37:53.500Z,80.99,32.94,0.54,1.22,0.06,103.58,108.48,None,2557887.0,Haason Reddick,43.0,ILB,1,home,left,
3191,3191,2018101800:374:7,2018-10-19T00:37:53.500Z,82.55,19.72,0.36,1.03,0.04,17.73,27.87,None,2558009.0,Budda Baker,36.0,FS,1,home,left,
3192,3192,2018101800:374:7,2018-10-19T00:37:53.500Z,72.9,33.87,0.58,0.71,0.05,90.98,238.14,None,2558174.0,Rudy Ford,30.0,CB,1,home,left,
3193,3193,2018101800:374:7,2018-10-19T00:37:53.500Z,84.5,43.45,0.01,0.01,0.02,262.63,4.38,None,2560888.0,Courtland Sutton,14.0,WR,1,away,left,GO
3194,3194,2018101800:374:7,2018-10-19T00:37:53.500Z,83.34,29.77,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
4441,4441,2018101800:398:7,2018-10-19T00:38:39.900Z,75.06,43.02,0.0,0.0,0.0,251.76,333.25,None,497322.0,Emmanuel Sanders,10.0,WR,1,away,left,HITCH
4442,4442,2018101800:398:7,2018-10-19T00:38:39.900Z,75.56,22.49,3.44,2.22,0.35,310.32,358.48,None,497328.0,Demaryius Thomas,88.0,WR,1,away,left,CROSS
4443,4443,2018101800:398:7,2018-10-19T00:38:39.900Z,68.17,43.59,0.0,0.0,0.0,126.79,314.94,None,2495504.0,Patrick Peterson,21.0,CB,1,home,left,
4444,4444,2018101800:398:7,2018-10-19T00:38:39.900Z,72.04,37.32,0.61,0.07,0.07,115.61,94.12,None,2495807.0,Antoine Bethea,41.0,FS,1,home,left,
4445,4445,2018101800:398:7,2018-10-19T00:38:39.900Z,69.82,26.99,0.08,0.08,0.01,92.91,81.78,None,2530491.0,Josh Bynes,57.0,ILB,1,home,left,
4446,4446,2018101800:398:7,2018-10-19T00:38:39.900Z,74.74,29.84,0.0,0.0,0.0,252.53,175.33,None,2532888.0,Case Keenum,4.0,QB,1,away,left,
4447,4447,2018101800:398:7,2018-10-19T00:38:39.900Z,69.02,16.11,1.05,1.28,0.1,350.6,318.76,None,2543855.0,Bene' Benwikere,23.0,CB,1,home,left,
4448,4448,2018101800:398:7,2018-10-19T00:38:39.900Z,74.41,34.83,0.0,0.0,0.0,289.34,157.54,None,2552399.0,Jeff Heuerman,82.0,TE,1,away,left,SCREEN
4449,4449,2018101800:398:7,2018-10-19T00:38:39.900Z,69.17,30.69,0.12,0.01,0.04,103.63,159.27,None,2557887.0,Haason Reddick,43.0,ILB,1,home,left,
4450,4450,2018101800:398:7,2018-10-19T00:38:39.900Z,70.91,21.2,1.2,0.88,0.12,24.26,324.27,None,2558009.0,Budda Baker,36.0,FS,1,home,left,
4451,4451,2018101800:398:7,2018-10-19T00:38:39.900Z,56.83,27.23,0.02,0.03,0.0,60.46,66.54,None,2558174.0,Rudy Ford,30.0,CB,1,home,left,
4452,4452,2018101800:398:7,2018-10-19T00:38:39.900Z,80.22,30.28,0.0,0.0,0.0,276.79,220.82,None,2559947.0,Phillip Lindsay,30.0,RB,1,away,left,FLAT
4453,4453,2018101800:398:7,2018-10-19T00:38:39.900Z,74.09,18.36,0.0,0.0,0.0,272.64,207.45,None,2560888.0,Courtland Sutton,14.0,WR,1,away,left,CROSS
4454,4454,2018101800:398:7,2018-10-19T00:38:39.900Z,73.19,29.86,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
5505,5505,2018101800:483:7,2018-10-19T00:40:56.500Z,40.96,9.02,1.61,4.82,0.14,264.28,3.65,None,497322.0,Emmanuel Sanders,10.0,WR,1,away,left,CROSS
5506,5506,2018101800:483:7,2018-10-19T00:40:56.500Z,39.22,15.94,0.02,0.02,0.01,297.5,1.52,None,497328.0,Demaryius Thomas,88.0,WR,1,away,left,CROSS
5507,5507,2018101800:483:7,2018-10-19T00:40:56.500Z,32.56,8.63,0.4,0.18,0.07,81.04,309.81,None,2495504.0,Patrick Peterson,21.0,CB,1,home,left,
5508,5508,2018101800:483:7,2018-10-19T00:40:56.500Z,25.41,19.18,0.81,0.67,0.08,110.33,257.79,None,2495807.0,Antoine Bethea,41.0,FS,1,home,left,
5509,5509,2018101800:483:7,2018-10-19T00:40:56.500Z,34.44,19.4,0.14,0.72,0.02,95.43,116.63,None,2530491.0,Josh Bynes,57.0,ILB,1,home,left,
5510,5510,2018101800:483:7,2018-10-19T00:40:56.500Z,39.68,24.04,0.01,0.01,0.0,262.42,59.79,None,2532888.0,Case Keenum,4.0,QB,1,away,left,
5511,5511,2018101800:483:7,2018-10-19T00:40:56.500Z,36.89,42.43,0.08,0.08,0.01,162.24,21.52,None,2543855.0,Bene' Benwikere,23.0,CB,1,home,left,
5512,5512,2018101800:483:7,2018-10-19T00:40:56.500Z,40.68,19.6,0.01,0.01,0.01,259.75,231.19,None,2555432.0,Andy Janovich,32.0,RB,1,away,left,CROSS
5513,5513,2018101800:483:7,2018-10-19T00:40:56.500Z,33.75,24.47,0.17,0.2,0.01,79.66,347.56,None,2557887.0,Haason Reddick,43.0,ILB,1,home,left,
5514,5514,2018101800:483:7,2018-10-19T00:40:56.500Z,34.47,16.72,0.01,0.01,0.01,77.54,46.76,None,2558009.0,Budda Baker,36.0,FS,1,home,left,
5515,5515,2018101800:483:7,2018-10-19T00:40:56.500Z,31.55,30.8,0.1,0.81,0.01,98.83,35.56,None,2558174.0,Rudy Ford,30.0,CB,1,home,left,
5516,5516,2018101800:483:7,2018-10-19T00:40:56.500Z,45.61,24.16,0.0,0.0,0.0,289.23,278.67,None,2560733.0,Royce Freeman,28.0,RB,1,away,left,ANGLE
5517,5517,2018101800:483:7,2018-10-19T00:40:56.500Z,39.36,41.95,0.0,0.0,0.01,263.57,251.19,None,2560888.0,Courtland Sutton,14.0,WR,1,away,left,CORNER
5518,5518,2018101800:483:7,2018-10-19T00:40:56.500Z,38.16,24.17,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
6429,6429,2018101800:564:7,2018-10-19T00:45:54.700Z,35.89,19.1,0.14,0.6,0.02,294.74,325.38,None,494307.0,Darian Stewart,26.0,FS,1,away,right,
6430,6430,2018101800:564:7,2018-10-19T00:45:54.700Z,24.72,29.5,0.29,1.41,0.03,92.47,84.49,None,2495202.0,Von Miller,58.0,OLB,1,away,right,
6431,6431,2018101800:564:7,2018-10-19T00:45:54.700Z,22.16,33.91,0.06,0.05,0.02,93.74,154.51,None,2506106.0,Larry Fitzgerald,11.0,WR,1,home,right,FLAT
6432,6432,2018101800:564:7,2018-10-19T00:45:54.700Z,24.66,12.13,0.3,0.48,0.03,285.6,193.08,None,2530510.0,Chris Harris,25.0,CB,1,away,right,
6433,6433,2018101800:564:7,2018-10-19T00:45:54.700Z,29.42,31.46,0.1,0.53,0.01,232.39,6.03,None,2532898.0,Brandon Marshall,54.0,ILB,1,away,right,
6434,6434,2018101800:564:7,2018-10-19T00:45:54.700Z,30.08,45.58,1.19,0.22,0.12,235.28,94.58,None,2543505.0,Bradley Roby,29.0,CB,1,away,right,
6435,6435,2018101800:564:7,2018-10-19T00:45:54.700Z,29.0,24.57,0.07,0.05,0.01,281.31,342.0,None,2550930.0,Todd Davis,51.0,ILB,1,away,right,
6436,6436,2018101800:564:7,2018-10-19T00:45:54.700Z,18.18,24.15,4.66,2.08,0.45,9.57,343.72,None,2553435.0,David Johnson,31.0,RB,1,home,right,SCREEN
6437,6437,2018101800:564:7,2018-10-19T00:45:54.700Z,33.26,36.37,1.44,0.47,0.14,282.09,319.08,None,2555550.0,Justin Simmons,31.0,SS,1,away,right,
6438,6438,2018101800:564:7,2018-10-19T00:45:54.700Z,22.87,44.99,0.04,0.04,0.02,69.66,225.35,None,2558208.0,Chad Williams,10.0,WR,1,home,right,GO
6439,6439,2018101800:564:7,2018-10-19T00:45:54.700Z,22.8,12.1,0.01,0.01,0.0,69.79,121.27,None,2559248.0,Ricky Seals-Jones,86.0,TE,1,home,right,SLANT
6440,6440,2018101800:564:7,2018-10-19T00:45:54.700Z,22.36,37.4,0.02,0.02,0.0,115.46,163.8,None,2560781.0,Christian Kirk,13.0,WR,1,home,right,FLAT
6441,6441,2018101800:564:7,2018-10-19T00:45:54.700Z,19.46,24.04,0.0,0.0,0.01,92.08,136.94,None,2560858.0,Josh Rosen,3.0,QB,1,home,right,
6442,6442,2018101800:564:7,2018-10-19T00:45:54.700Z,23.93,23.93,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
7283,7283,2018101800:612:7,2018-10-19T00:49:50.299Z,40.15,23.37,1.16,0.42,0.12,155.7,325.3,None,2495202.0,Von Miller,58.0,OLB,1,away,right,
7284,7284,2018101800:612:7,2018-10-19T00:49:50.299Z,37.0,21.4,0.0,0.0,0.0,90.51,19.72,None,2506106.0,Larry Fitzgerald,11.0,WR,1,home,right,HITCH
7285,7285,2018101800:612:7,2018-10-19T00:49:50.299Z,41.0,10.81,0.8,0.35,0.08,247.67,274.2,None,2530510.0,Chris Harris,25.0,CB,1,away,right,
7286,7286,2018101800:612:7,2018-10-19T00:49:50.299Z,43.27,28.23,0.01,0.01,0.0,292.15,285.45,None,2532898.0,Brandon Marshall,54.0,ILB,1,away,right,
7287,7287,2018101800:612:7,2018-10-19T00:49:50.299Z,40.17,42.49,0.37,1.94,0.03,283.28,169.45,None,2543505.0,Bradley Roby,29.0,CB,1,away,right,
7288,7288,2018101800:612:7,2018-10-19T00:49:50.299Z,44.48,33.83,0.11,0.05,0.0,287.4,352.34,None,2550930.0,Todd Davis,51.0,ILB,1,away,right,
7289,7289,2018101800:612:7,2018-10-19T00:49:50.299Z,49.01,20.55,2.51,2.19,0.24,269.79,268.44,None,2555550.0,Justin Simmons,31.0,SS,1,away,right,
7290,7290,2018101800:612:7,2018-10-19T00:49:50.299Z,50.65,35.05,0.56,1.04,0.05,235.25,120.66,None,2556278.0,Will Parks,34.0,FS,1,away,right,
7291,7291,2018101800:612:7,2018-10-19T00:49:50.299Z,38.43,10.61,0.0,0.01,0.0,59.21,76.17,None,2558208.0,Chad Williams,10.0,WR,1,home,right,HITCH
7292,7292,2018101800:612:7,2018-10-19T00:49:50.299Z,37.86,34.34,0.03,0.03,0.01,182.11,172.01,None,2559248.0,Ricky Seals-Jones,86.0,TE,1,home,right,FLAT
7293,7293,2018101800:612:7,2018-10-19T00:49:50.299Z,34.28,27.58,0.01,0.01,0.01,77.25,144.42,None,2560711.0,Chase Edmonds,29.0,RB,1,home,right,FLAT
7294,7294,2018101800:612:7,2018-10-19T00:49:50.299Z,37.64,41.77,0.0,0.0,0.0,98.75,318.11,None,2560781.0,Christian Kirk,13.0,WR,1,home,right,GO
7295,7295,2018101800:612:7,2018-10-19T00:49:50.299Z,34.58,29.93,0.01,0.01,0.0,72.4,103.25,None,2560858.0,Josh Rosen,3.0,QB,1,home,right,
7296,7296,2018101800:612:7,2018-10-19T00:49:50.299Z,38.93,29.74,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
8235,8235,2018101800:647:7,2018-10-19T00:51:16.400Z,59.53,21.23,1.43,1.46,0.15,97.45,174.33,None,2506106.0,Larry Fitzgerald,11.0,WR,1,home,right,HITCH
8236,8236,2018101800:647:7,2018-10-19T00:51:16.400Z,68.56,10.64,0.33,0.11,0.06,283.79,18.41,None,2530510.0,Chris Harris,25.0,CB,1,away,right,
8237,8237,2018101800:647:7,2018-10-19T00:51:16.400Z,67.35,23.63,0.0,0.0,0.0,276.53,35.91,None,2532898.0,Brandon Marshall,54.0,ILB,1,away,right,
8238,8238,2018101800:647:7,2018-10-19T00:51:16.400Z,67.43,16.98,0.22,0.19,0.02,283.9,118.07,None,2543505.0,Bradley Roby,29.0,CB,1,away,right,
8239,8239,2018101800:647:7,2018-10-19T00:51:16.400Z,63.13,35.9,1.4,0.75,0.14,243.58,204.55,None,2550541.0,Shaquil Barrett,48.0,OLB,1,away,right,
8240,8240,2018101800:647:7,2018-10-19T00:51:16.400Z,66.91,29.57,0.03,0.02,0.0,287.38,180.31,None,2550930.0,Todd Davis,51.0,ILB,1,away,right,
8241,8241,2018101800:647:7,2018-10-19T00:51:16.400Z,57.94,32.36,0.0,0.0,0.0,94.21,36.26,None,2553435.0,David Johnson,31.0,RB,1,home,right,ANGLE
8242,8242,2018101800:647:7,2018-10-19T00:51:16.400Z,79.07,26.19,0.98,0.27,0.1,273.82,124.45,None,2555550.0,Justin Simmons,31.0,SS,1,away,right,
8243,8243,2018101800:647:7,2018-10-19T00:51:16.400Z,71.94,37.82,0.14,1.16,0.01,233.64,46.52,None,2556278.0,Will Parks,34.0,FS,1,away,right,
8244,8244,2018101800:647:7,2018-10-19T00:51:16.400Z,61.05,10.09,0.0,0.0,0.0,41.38,228.95,None,2558208.0,Chad Williams,10.0,WR,1,home,right,HITCH
8245,8245,2018101800:647:7,2018-10-19T00:51:16.400Z,60.87,37.32,0.0,0.0,0.0,93.81,150.13,None,2559248.0,Ricky Seals-Jones,86.0,TE,1,home,right,OUT
8246,8246,2018101800:647:7,2018-10-19T00:51:16.400Z,60.32,17.62,0.0,0.0,0.0,71.48,80.29,None,2560781.0,Christian Kirk,13.0,WR,1,home,right,POST
8247,8247,2018101800:647:7,2018-10-19T00:51:16.400Z,57.55,29.99,0.0,0.0,0.0,73.44,82.28,None,2560858.0,Josh Rosen,3.0,QB,1,home,right,
8248,8248,2018101800:647:7,2018-10-19T00:51:16.400Z,61.92,29.86,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
8893,8893,2018101800:697:7,2018-10-19T00:52:25.599Z,77.53,17.92,0.01,0.01,0.0,65.98,50.44,None,2506106.0,Larry Fitzgerald,11.0,WR,1,home,right,GO
8894,8894,2018101800:697:7,2018-10-19T00:52:25.599Z,84.81,8.17,0.42,0.98,0.04,297.75,150.88,None,2530510.0,Chris Harris,25.0,CB,1,away,right,
8895,8895,2018101800:697:7,2018-10-19T00:52:25.599Z,84.06,31.69,0.02,0.01,0.01,266.71,226.95,None,2532898.0,Brandon Marshall,54.0,ILB,1,away,right,
8896,8896,2018101800:697:7,2018-10-19T00:52:25.599Z,84.73,44.15,0.62,1.51,0.07,241.7,290.68,None,2543505.0,Bradley Roby,29.0,CB,1,away,right,
8897,8897,2018101800:697:7,2018-10-19T00:52:25.599Z,79.93,23.08,0.26,0.83,0.03,351.12,351.28,None,2550541.0,Shaquil Barrett,48.0,OLB,1,away,right,
8898,8898,2018101800:697:7,2018-10-19T00:52:25.599Z,84.99,25.11,0.0,0.0,0.0,282.37,186.41,None,2550930.0,Todd Davis,51.0,ILB,1,away,right,
8899,8899,2018101800:697:7,2018-10-19T00:52:25.599Z,74.76,32.61,0.07,0.08,0.01,95.31,353.83,None,2553435.0,David Johnson,31.0,RB,1,home,right,OUT
8900,8900,2018101800:697:7,2018-10-19T00:52:25.599Z,85.98,16.8,0.11,0.32,0.01,304.37,57.8,None,2555550.0,Justin Simmons,31.0,SS,1,away,right,
8901,8901,2018101800:697:7,2018-10-19T00:52:25.599Z,94.97,30.8,0.3,0.37,0.03,266.1,130.43,None,2556278.0,Will Parks,34.0,FS,1,away,right,
8902,8902,2018101800:697:7,2018-10-19T00:52:25.599Z,77.94,43.43,0.02,0.02,0.01,83.01,320.96,None,2558208.0,Chad Williams,10.0,WR,1,home,right,HITCH
8903,8903,2018101800:697:7,2018-10-19T00:52:25.599Z,77.91,23.62,0.0,0.0,0.0,79.55,68.97,None,2559248.0,Ricky Seals-Jones,86.0,TE,1,home,right,HITCH
8904,8904,2018101800:697:7,2018-10-19T00:52:25.599Z,77.73,7.74,0.03,0.03,0.0,52.12,56.28,None,2560781.0,Christian Kirk,13.0,WR,1,home,right,GO
8905,8905,2018101800:697:7,2018-10-19T00:52:25.599Z,74.44,29.94,0.05,0.04,0.01,95.93,277.9,None,2560858.0,Josh Rosen,3.0,QB,1,home,right,
8906,8906,2018101800:697:7,2018-10-19T00:52:25.599Z,78.91,29.71,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
9495,9495,2018101800:747:7,2018-10-19T00:53:43.299Z,85.96,23.59,0.15,0.11,0.02,144.13,229.61,None,2495202.0,Von Miller,58.0,OLB,1,away,right,
9496,9496,2018101800:747:7,2018-10-19T00:53:43.299Z,84.07,21.36,0.0,0.0,0.0,82.24,102.77,None,2506106.0,Larry Fitzgerald,11.0,WR,1,home,right,HITCH
9497,9497,2018101800:747:7,2018-10-19T00:53:43.299Z,89.13,17.41,0.17,0.15,0.03,264.87,42.58,None,2507917.0,Tramaine Brock,22.0,CB,1,away,right,
9498,9498,2018101800:747:7,2018-10-19T00:53:43.299Z,86.01,21.14,0.08,0.03,0.0,289.97,89.07,None,2530510.0,Chris Harris,25.0,CB,1,away,right,
9499,9499,2018101800:747:7,2018-10-19T00:53:43.299Z,89.16,28.75,0.37,0.49,0.04,277.49,339.0,None,2532898.0,Brandon Marshall,54.0,ILB,1,away,right,
9500,9500,2018101800:747:7,2018-10-19T00:53:43.299Z,86.21,42.89,0.14,0.1,0.01,261.79,42.43,None,2543505.0,Bradley Roby,29.0,CB,1,away,right,
9501,9501,2018101800:747:7,2018-10-19T00:53:43.299Z,80.76,32.29,0.01,0.01,0.0,92.19,120.37,None,2553435.0,David Johnson,31.0,RB,1,home,right,
9502,9502,2018101800:747:7,2018-10-19T00:53:43.299Z,90.3,23.83,0.2,0.07,0.02,283.31,293.48,None,2555550.0,Justin Simmons,31.0,SS,1,away,right,
9503,9503,2018101800:747:7,2018-10-19T00:53:43.299Z,98.21,30.66,0.74,0.23,0.08,280.72,110.61,None,2556278.0,Will Parks,34.0,FS,1,away,right,
9504,9504,2018101800:747:7,2018-10-19T00:53:43.299Z,84.25,42.58,0.01,0.01,0.01,74.12,257.05,None,2558208.0,Chad Williams,10.0,WR,1,home,right,GO
9505,9505,2018101800:747:7,2018-10-19T00:53:43.299Z,82.51,24.56,0.01,0.01,0.01,70.82,281.01,None,2559248.0,Ricky Seals-Jones,86.0,TE,1,home,right,FLAT
9506,9506,2018101800:747:7,2018-10-19T00:53:43.299Z,88.73,32.22,0.63,0.47,0.06,273.64,270.91,None,2560763.0,Josey Jewell,47.0,LB,1,away,right,
