,Unnamed: 0,id,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,frameId,team,playDirection,route
4797,4797,2018120600:347:14,2018-12-07T01:33:06.000Z,22.38,23.73,0.13,0.1,0.01,93.09,78.07,None,2555387.0,Cody Kessler,6.0,QB,1,away,right,
4798,4798,2018120600:347:14,2018-12-07T01:33:06.000Z,26.12,30.8,0.0,0.0,0.0,84.33,50.87,None,2557895.0,Dede Westbrook,12.0,WR,1,away,right,HITCH
4799,4799,2018120600:347:14,2018-12-07T01:33:06.000Z,22.05,25.97,0.01,0.01,0.0,101.58,163.14,None,2557973.0,Leonard Fournette,27.0,RB,1,away,right,FLAT
4800,4800,2018120600:347:14,2018-12-07T01:33:06.000Z,31.46,20.7,0.81,0.17,0.08,244.93,208.77,None,2558005.0,Jayon Brown,55.0,ILB,1,home,right,
4801,4801,2018120600:347:14,2018-12-07T01:33:06.000Z,28.76,9.4,0.0,0.0,0.0,275.59,96.27,None,2558065.0,Adoree' Jackson,25.0,CB,1,home,right,
4802,4802,2018120600:347:14,2018-12-07T01:33:06.000Z,24.94,32.64,0.0,0.0,0.0,92.08,1.72,None,2559153.0,Keelan Cole,84.0,WR,1,away,right,HITCH
4803,4803,2018120600:347:14,2018-12-07T01:33:06.000Z,26.96,23.74,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
5668,5668,2018120600:394:14,2018-12-07T01:34:10.500Z,43.84,34.21,0.77,0.42,0.08,268.91,317.41,None,2354.0,Wesley Woodyard,59.0,ILB,1,home,right,
5669,5669,2018120600:394:14,2018-12-07T01:34:10.500Z,40.8,35.75,0.57,0.45,0.06,268.63,247.54,None,71423.0,Brian Orakpo,98.0,OLB,1,home,right,
5670,5670,2018120600:394:14,2018-12-07T01:34:10.500Z,40.53,23.46,0.31,0.52,0.03,271.76,167.33,None,496828.0,Derrick Morgan,91.0,OLB,1,home,right,
5671,5671,2018120600:394:14,2018-12-07T01:34:10.500Z,44.44,24.93,0.19,0.17,0.02,268.45,320.79,None,2539320.0,Kenny Vaccaro,24.0,SS,1,home,right,
5672,5672,2018120600:394:14,2018-12-07T01:34:10.500Z,45.68,38.59,0.2,0.55,0.02,242.82,58.64,None,2540162.0,Logan Ryan,26.0,CB,1,home,right,
5673,5673,2018120600:394:14,2018-12-07T01:34:10.500Z,38.67,22.07,0.03,0.02,0.01,76.21,356.35,None,2543614.0,Donte Moncrief,10.0,WR,1,away,right,CORNER
5674,5674,2018120600:394:14,2018-12-07T01:34:10.500Z,36.92,34.48,0.05,0.03,0.0,36.24,62.54,None,2552478.0,Blake Bell,87.0,TE,1,away,right,CROSS
5675,5675,2018120600:394:14,2018-12-07T01:34:10.500Z,37.66,25.12,0.01,0.01,0.0,65.02,3.75,None,2553318.0,James O'Shaughnessy,80.0,TE,1,away,right,
5676,5676,2018120600:394:14,2018-12-07T01:34:10.500Z,53.52,28.63,1.06,0.14,0.11,265.2,73.56,None,2555158.0,Kevin Byard,31.0,FS,1,home,right,
5677,5677,2018120600:394:14,2018-12-07T01:34:10.500Z,38.21,29.94,0.01,0.01,0.0,86.73,72.12,None,2555387.0,Cody Kessler,6.0,QB,1,away,right,
5678,5678,2018120600:394:14,2018-12-07T01:34:10.500Z,38.73,37.03,0.02,0.02,0.01,70.91,337.9,None,2557895.0,Dede Westbrook,12.0,WR,1,away,right,CROSS
5679,5679,2018120600:394:14,2018-12-07T01:34:10.500Z,31.84,29.72,0.01,0.18,0.01,326.24,79.71,None,2557973.0,Leonard Fournette,27.0,RB,1,away,right,FLAT
5680,5680,2018120600:394:14,2018-12-07T01:34:10.500Z,47.2,20.91,0.34,0.19,0.05,269.34,119.7,None,2558065.0,Adoree' Jackson,25.0,CB,1,home,right,
5681,5681,2018120600:394:14,2018-12-07T01:34:10.500Z,44.32,29.98,0.16,1.02,0.02,254.56,299.99,None,2560718.0,Rashaan Evans,54.0,LB,1,home,right,
5682,5682,2018120600:394:14,2018-12-07T01:34:10.500Z,39.56,29.87,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
6808,6808,2018120600:463:14,2018-12-07T01:36:05.900Z,50.82,21.34,0.01,0.01,0.0,269.52,212.12,None,2354.0,Wesley Woodyard,59.0,ILB,1,home,right,
6809,6809,2018120600:463:14,2018-12-07T01:36:05.900Z,50.57,29.89,0.01,0.02,0.01,236.94,247.45,None,71423.0,Brian Orakpo,98.0,OLB,1,home,right,
6810,6810,2018120600:463:14,2018-12-07T01:36:05.900Z,65.06,23.18,0.81,0.71,0.08,285.57,67.72,None,2539320.0,Kenny Vaccaro,24.0,SS,1,home,right,
6811,6811,2018120600:463:14,2018-12-07T01:36:05.900Z,61.32,37.73,1.13,0.37,0.11,271.77,70.7,None,2540162.0,Logan Ryan,26.0,CB,1,home,right,
6812,6812,2018120600:463:14,2018-12-07T01:36:05.900Z,49.41,43.12,0.0,0.0,0.0,87.89,280.39,None,2543614.0,Donte Moncrief,10.0,WR,1,away,right,
6813,6813,2018120600:463:14,2018-12-07T01:36:05.900Z,53.49,43.3,2.14,1.46,0.21,238.15,75.22,None,2550613.0,Malcolm Butler,21.0,CB,1,home,right,
6814,6814,2018120600:463:14,2018-12-07T01:36:05.900Z,45.66,21.88,0.06,0.48,0.0,90.7,297.73,None,2552471.0,T.J. Yeldon,24.0,RB,1,away,right,
6815,6815,2018120600:463:14,2018-12-07T01:36:05.900Z,48.93,19.42,0.06,0.04,0.01,11.44,116.88,None,2553318.0,James O'Shaughnessy,80.0,TE,1,away,right,
6816,6816,2018120600:463:14,2018-12-07T01:36:05.900Z,56.13,31.94,1.02,0.3,0.1,257.53,301.19,None,2555158.0,Kevin Byard,31.0,FS,1,home,right,
6817,6817,2018120600:463:14,2018-12-07T01:36:05.900Z,45.19,23.61,0.39,0.24,0.04,89.57,100.5,None,2555387.0,Cody Kessler,6.0,QB,1,away,right,
6818,6818,2018120600:463:14,2018-12-07T01:36:05.900Z,47.29,34.97,0.03,0.03,0.0,63.27,69.54,None,2557895.0,Dede Westbrook,12.0,WR,1,away,right,
6819,6819,2018120600:463:14,2018-12-07T01:36:05.900Z,54.7,24.24,0.1,0.1,0.01,255.92,355.08,None,2558005.0,Jayon Brown,55.0,ILB,1,home,right,
6820,6820,2018120600:463:14,2018-12-07T01:36:05.900Z,58.06,16.95,0.21,0.31,0.02,262.99,72.26,None,2558065.0,Adoree' Jackson,25.0,CB,1,home,right,
6821,6821,2018120600:463:14,2018-12-07T01:36:05.900Z,48.69,33.61,0.0,0.0,0.0,98.95,172.3,None,2559153.0,Keelan Cole,84.0,WR,1,away,right,
6822,6822,2018120600:463:14,2018-12-07T01:36:05.900Z,50.79,26.71,0.0,0.0,0.0,245.85,230.11,None,2560718.0,Rashaan Evans,54.0,LB,1,home,right,
6823,6823,2018120600:463:14,2018-12-07T01:36:05.900Z,51.05,18.26,0.0,0.0,0.0,289.91,8.04,None,2560784.0,Harold Landry,58.0,OLB,1,home,right,
6824,6824,2018120600:463:14,2018-12-07T01:36:05.900Z,50.03,23.72,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
7624,7624,2018120600:576:14,2018-12-07T01:41:14.599Z,91.31,31.93,0.0,0.0,0.0,291.82,278.31,None,2495469.0,Dion Lewis,33.0,RB,1,home,left,FLAT
7625,7625,2018120600:576:14,2018-12-07T01:41:14.599Z,86.1,34.75,0.0,0.0,0.0,77.57,153.48,None,2532848.0,Tashaun Gipson,39.0,FS,1,away,left,
7626,7626,2018120600:576:14,2018-12-07T01:41:14.599Z,85.42,21.62,0.26,0.39,0.03,64.67,44.45,None,2539237.0,D.J. Hayden,25.0,CB,1,away,left,
7627,7627,2018120600:576:14,2018-12-07T01:41:14.599Z,80.72,17.4,0.0,0.0,0.0,47.2,247.67,None,2541162.0,A.J. Bouye,21.0,CB,1,away,left,
7628,7628,2018120600:576:14,2018-12-07T01:41:14.599Z,81.91,31.89,0.0,0.0,0.01,133.38,294.05,None,2543711.0,Telvin Smith,50.0,OLB,1,away,left,
7629,7629,2018120600:576:14,2018-12-07T01:41:14.599Z,91.74,29.61,0.0,0.0,0.0,272.92,252.85,None,2552466.0,Marcus Mariota,8.0,QB,1,home,left,
7630,7630,2018120600:576:14,2018-12-07T01:41:14.599Z,80.67,23.45,0.36,0.41,0.04,100.34,77.07,None,2555280.0,Jalen Ramsey,20.0,CB,1,away,left,
7631,7631,2018120600:576:14,2018-12-07T01:41:14.599Z,88.0,21.5,0.0,0.0,0.0,245.01,357.15,None,2555317.0,Tajae Sharpe,19.0,WR,1,home,left,CROSS
7632,7632,2018120600:576:14,2018-12-07T01:41:14.599Z,81.79,28.1,0.0,0.0,0.0,92.96,68.19,None,2555329.0,Myles Jack,44.0,OLB,1,away,left,
7633,7633,2018120600:576:14,2018-12-07T01:41:14.599Z,89.53,22.66,0.13,0.08,0.02,273.16,336.08,None,2557848.0,Corey Davis,84.0,WR,1,home,left,OUT
7634,7634,2018120600:576:14,2018-12-07T01:41:14.599Z,88.97,19.2,0.0,0.0,0.0,213.76,195.6,None,2557870.0,Taywan Taylor,13.0,WR,1,home,left,HITCH
7635,7635,2018120600:576:14,2018-12-07T01:41:14.599Z,87.77,34.64,0.0,0.0,0.0,245.32,7.1,None,2558207.0,Jonnu Smith,81.0,TE,1,home,left,HITCH
7636,7636,2018120600:576:14,2018-12-07T01:41:14.599Z,72.33,30.43,0.55,0.03,0.06,81.28,67.94,None,2561008.0,Ronnie Harrison,36.0,DB,1,away,left,
7637,7637,2018120600:576:14,2018-12-07T01:41:14.599Z,86.68,29.74,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
8688,8688,2018120600:651:14,2018-12-07T01:42:54.400Z,64.63,29.07,0.14,0.11,0.01,97.98,55.49,None,2532848.0,Tashaun Gipson,39.0,FS,1,away,left,
8689,8689,2018120600:651:14,2018-12-07T01:42:54.400Z,63.01,16.75,0.36,0.59,0.04,73.53,90.71,None,2539237.0,D.J. Hayden,25.0,CB,1,away,left,
8690,8690,2018120600:651:14,2018-12-07T01:42:54.400Z,58.86,12.85,0.34,0.21,0.04,29.5,243.98,None,2541162.0,A.J. Bouye,21.0,CB,1,away,left,
8691,8691,2018120600:651:14,2018-12-07T01:42:54.400Z,62.19,20.71,0.23,0.66,0.03,144.82,80.36,None,2543711.0,Telvin Smith,50.0,OLB,1,away,left,
8692,8692,2018120600:651:14,2018-12-07T01:42:54.400Z,66.88,23.46,0.01,0.01,0.01,271.93,336.17,None,2552466.0,Marcus Mariota,8.0,QB,1,home,left,
8693,8693,2018120600:651:14,2018-12-07T01:42:54.400Z,59.46,35.04,0.1,0.45,0.01,109.29,229.26,None,2555280.0,Jalen Ramsey,20.0,CB,1,away,left,
8694,8694,2018120600:651:14,2018-12-07T01:42:54.400Z,66.83,16.91,0.01,0.02,0.0,294.25,187.31,None,2555317.0,Tajae Sharpe,19.0,WR,1,home,left,HITCH
8695,8695,2018120600:651:14,2018-12-07T01:42:54.400Z,61.22,24.48,0.27,0.73,0.04,104.95,291.43,None,2555329.0,Myles Jack,44.0,OLB,1,away,left,
8696,8696,2018120600:651:14,2018-12-07T01:42:54.400Z,72.3,23.48,0.08,0.03,0.01,271.04,61.95,None,2556075.0,Derrick Henry,22.0,RB,1,home,left,FLAT
8697,8697,2018120600:651:14,2018-12-07T01:42:54.400Z,66.34,34.21,0.05,0.05,0.01,240.24,150.37,None,2557848.0,Corey Davis,84.0,WR,1,home,left,CORNER
8698,8698,2018120600:651:14,2018-12-07T01:42:54.400Z,65.84,14.31,0.01,0.01,0.0,273.95,209.69,None,2557870.0,Taywan Taylor,13.0,WR,1,home,left,IN
8699,8699,2018120600:651:14,2018-12-07T01:42:54.400Z,66.64,28.56,0.06,0.04,0.01,268.77,135.77,None,2558207.0,Jonnu Smith,81.0,TE,1,home,left,OUT
8700,8700,2018120600:651:14,2018-12-07T01:42:54.400Z,49.57,24.85,0.87,0.6,0.09,91.19,261.82,None,2561008.0,Ronnie Harrison,36.0,DB,1,away,left,
8701,8701,2018120600:651:14,2018-12-07T01:42:54.400Z,65.14,23.68,0.0,0.0,0.01,,,None,,Football,,,1,football,left,
9542,9542,2018120600:676:14,2018-12-07T01:43:26.500Z,54.92,33.38,0.0,0.0,0.01,242.67,122.39,None,2495234.0,Luke Stocker,88.0,TE,1,home,left,CROSS
9543,9543,2018120600:676:14,2018-12-07T01:43:26.500Z,48.49,33.44,0.09,0.41,0.01,103.9,0.78,None,2532848.0,Tashaun Gipson,39.0,FS,1,away,left,
9544,9544,2018120600:676:14,2018-12-07T01:43:26.500Z,50.53,35.71,0.22,0.33,0.02,76.02,11.67,None,2539237.0,D.J. Hayden,25.0,CB,1,away,left,
9545,9545,2018120600:676:14,2018-12-07T01:43:26.500Z,50.77,15.65,0.01,0.01,0.01,52.62,245.23,None,2541162.0,A.J. Bouye,21.0,CB,1,away,left,
9546,9546,2018120600:676:14,2018-12-07T01:43:26.500Z,48.32,26.3,0.29,0.72,0.04,173.46,60.0,None,2543711.0,Telvin Smith,50.0,OLB,1,away,left,
9547,9547,2018120600:676:14,2018-12-07T01:43:26.500Z,53.94,28.99,0.02,0.04,0.0,265.37,272.56,None,2552466.0,Marcus Mariota,8.0,QB,1,home,left,
9548,9548,2018120600:676:14,2018-12-07T01:43:26.500Z,46.8,38.62,0.53,0.82,0.05,95.52,161.47,None,2555280.0,Jalen Ramsey,20.0,CB,1,away,left,
9549,9549,2018120600:676:14,2018-12-07T01:43:26.500Z,53.93,35.69,0.0,0.0,0.0,266.68,85.45,None,2555317.0,Tajae Sharpe,19.0,WR,1,home,left,CROSS
9550,9550,2018120600:676:14,2018-12-07T01:43:26.500Z,48.2,29.85,0.1,0.11,0.01,98.96,98.25,None,2555329.0,Myles Jack,44.0,OLB,1,away,left,
9551,9551,2018120600:676:14,2018-12-07T01:43:26.500Z,60.73,28.89,0.0,0.0,0.0,264.44,275.1,None,2556075.0,Derrick Henry,22.0,RB,1,home,left,FLAT
9552,9552,2018120600:676:14,2018-12-07T01:43:26.500Z,55.0,37.51,0.0,0.0,0.0,241.02,262.89,None,2557848.0,Corey Davis,84.0,WR,1,home,left,CROSS
9553,9553,2018120600:676:14,2018-12-07T01:43:26.500Z,53.69,15.86,0.0,0.0,0.01,257.18,196.31,None,2557870.0,Taywan Taylor,13.0,WR,1,home,left,OUT
9554,9554,2018120600:676:14,2018-12-07T01:43:26.500Z,36.39,29.22,1.04,0.55,0.11,75.9,255.07,None,2561008.0,Ronnie Harrison,36.0,DB,1,away,left,
9555,9555,2018120600:676:14,2018-12-07T01:43:26.500Z,52.65,28.9,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
11516,11516,2018120600:703:14,2018-12-07T01:46:39.599Z,54.09,35.24,0.39,0.25,0.04,277.27,310.7,None,2539320.0,Kenny Vaccaro,24.0,SS,1,home,right,
11517,11517,2018120600:703:14,2018-12-07T01:46:39.599Z,54.43,21.07,0.17,0.07,0.02,297.18,78.58,None,2540162.0,Logan Ryan,26.0,CB,1,home,right,
11518,11518,2018120600:703:14,2018-12-07T01:46:39.599Z,49.64,45.25,0.02,0.02,0.0,81.22,359.19,None,2543614.0,Donte Moncrief,10.0,WR,1,away,right,POST
11519,11519,2018120600:703:14,2018-12-07T01:46:39.599Z,57.96,43.05,0.83,0.73,0.08,293.6,340.74,None,2550613.0,Malcolm Butler,21.0,CB,1,home,right,
11520,11520,2018120600:703:14,2018-12-07T01:46:39.599Z,47.35,25.68,0.02,0.02,0.0,79.91,94.38,None,2553318.0,James O'Shaughnessy,80.0,TE,1,away,right,CROSS
11521,11521,2018120600:703:14,2018-12-07T01:46:39.599Z,62.63,27.68,0.25,0.82,0.02,289.4,12.43,None,2555158.0,Kevin Byard,31.0,FS,1,home,right,
11522,11522,2018120600:703:14,2018-12-07T01:46:39.599Z,45.49,29.79,0.06,0.06,0.0,84.43,95.73,None,2555387.0,Cody Kessler,6.0,QB,1,away,right,
