,Unnamed: 0,id,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,frameId,team,playDirection,route
1463,1463,2018112900:169:13,2018-11-30T01:26:08.500Z,63.71,41.23,0.01,0.01,0.01,115.46,176.96,None,2555277.0,Eli Apple,25.0,CB,1,away,left,
1464,1464,2018112900:169:13,2018-11-30T01:26:08.500Z,70.22,22.45,0.05,0.08,0.01,41.74,30.92,None,2555530.0,Vonn Bell,24.0,FS,1,away,left,
1465,1465,2018112900:169:13,2018-11-30T01:26:08.500Z,64.56,16.74,0.69,1.21,0.06,340.22,229.29,None,2558061.0,Marshon Lattimore,23.0,CB,1,away,left,
1466,1466,2018112900:169:13,2018-11-30T01:26:08.500Z,69.85,35.31,0.0,0.0,0.01,104.74,42.17,None,2558163.0,Alex Anzalone,47.0,OLB,1,away,left,
1467,1467,2018112900:169:13,2018-11-30T01:26:08.500Z,54.01,27.66,0.74,0.39,0.07,95.95,161.86,None,2558847.0,Marcus Williams,43.0,FS,1,away,left,
1468,1468,2018112900:169:13,2018-11-30T01:26:08.500Z,74.38,25.02,0.32,1.04,0.03,262.42,143.01,None,2559193.0,Blake Jarwin,89.0,TE,1,home,left,
1469,1469,2018112900:169:13,2018-11-30T01:26:08.500Z,72.04,41.85,0.0,0.0,0.0,221.49,111.11,None,2560735.0,Michael Gallup,13.0,WR,1,home,left,OUT
1470,1470,2018112900:169:13,2018-11-30T01:26:08.500Z,70.86,29.58,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
2251,2251,2018112900:227:13,2018-11-30T01:27:30.099Z,52.31,35.89,0.29,1.28,0.02,133.2,318.02,None,494261.0,Kurt Coleman,29.0,SS,1,away,left,
2252,2252,2018112900:227:13,2018-11-30T01:27:30.099Z,51.75,28.26,0.15,0.16,0.02,30.63,177.56,None,2533008.0,Demario Davis,56.0,ILB,1,away,left,
2253,2253,2018112900:227:13,2018-11-30T01:27:30.099Z,54.97,37.0,0.04,0.04,0.01,97.86,43.35,None,2539982.0,A.J. Klein,53.0,OLB,1,away,left,
2254,2254,2018112900:227:13,2018-11-30T01:27:30.099Z,57.55,18.05,0.08,0.07,0.02,250.27,145.97,None,2552487.0,Amari Cooper,19.0,WR,1,home,left,HITCH
2255,2255,2018112900:227:13,2018-11-30T01:27:30.099Z,61.14,31.74,0.05,0.04,0.01,319.91,273.29,None,2555224.0,Ezekiel Elliott,21.0,RB,1,home,left,ANGLE
2256,2256,2018112900:227:13,2018-11-30T01:27:30.099Z,60.52,29.69,0.0,0.0,0.01,271.11,328.11,None,2555260.0,Dak Prescott,4.0,QB,1,home,left,
2257,2257,2018112900:227:13,2018-11-30T01:27:30.099Z,54.78,9.72,0.13,0.71,0.02,70.72,84.97,None,2555277.0,Eli Apple,25.0,CB,1,away,left,
2258,2258,2018112900:227:13,2018-11-30T01:27:30.099Z,50.66,16.49,0.98,0.27,0.1,56.73,275.32,None,2558061.0,Marshon Lattimore,23.0,CB,1,away,left,
2259,2259,2018112900:227:13,2018-11-30T01:27:30.099Z,51.71,32.69,0.22,0.38,0.03,69.3,178.76,None,2558163.0,Alex Anzalone,47.0,OLB,1,away,left,
2260,2260,2018112900:227:13,2018-11-30T01:27:30.099Z,40.32,25.11,1.03,0.78,0.1,79.09,308.25,None,2558847.0,Marcus Williams,43.0,FS,1,away,left,
2261,2261,2018112900:227:13,2018-11-30T01:27:30.099Z,57.66,35.56,0.01,0.01,0.01,228.8,328.6,None,2559193.0,Blake Jarwin,89.0,TE,1,home,left,FLAT
2262,2262,2018112900:227:13,2018-11-30T01:27:30.099Z,57.18,9.75,0.04,0.03,0.01,251.68,323.77,None,2560735.0,Michael Gallup,13.0,WR,1,home,left,GO
2263,2263,2018112900:227:13,2018-11-30T01:27:30.099Z,56.93,34.05,0.15,0.47,0.02,266.66,173.48,None,2560866.0,Dalton Schultz,86.0,TE,1,home,left,IN
2264,2264,2018112900:227:13,2018-11-30T01:27:30.099Z,55.81,29.63,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
3245,3245,2018112900:274:13,2018-11-30T01:28:38.700Z,11.02,20.27,0.41,0.9,0.04,41.75,122.56,None,2533008.0,Demario Davis,56.0,ILB,1,away,left,
3246,3246,2018112900:274:13,2018-11-30T01:28:38.700Z,17.28,29.52,0.15,0.44,0.02,265.14,37.43,None,2535698.0,Cole Beasley,11.0,WR,1,home,left,FLAT
3247,3247,2018112900:274:13,2018-11-30T01:28:38.700Z,9.99,24.54,0.99,0.11,0.1,85.52,37.3,None,2539982.0,A.J. Klein,53.0,OLB,1,away,left,
3248,3248,2018112900:274:13,2018-11-30T01:28:38.700Z,13.01,30.83,0.36,0.27,0.05,84.36,124.03,None,2552484.0,P.J. Williams,26.0,CB,1,away,left,
3249,3249,2018112900:274:13,2018-11-30T01:28:38.700Z,17.09,32.25,0.67,1.36,0.06,341.58,21.59,None,2552487.0,Amari Cooper,19.0,WR,1,home,left,HITCH
3250,3250,2018112900:274:13,2018-11-30T01:28:38.700Z,19.9,20.87,0.05,0.05,0.0,4.94,298.73,None,2555224.0,Ezekiel Elliott,21.0,RB,1,home,left,FLAT
3251,3251,2018112900:274:13,2018-11-30T01:28:38.700Z,19.5,24.22,0.5,0.12,0.04,257.11,262.42,None,2555260.0,Dak Prescott,4.0,QB,1,home,left,
3252,3252,2018112900:274:13,2018-11-30T01:28:38.700Z,11.3,14.75,0.71,0.43,0.07,93.89,104.16,None,2555277.0,Eli Apple,25.0,CB,1,away,left,
3253,3253,2018112900:274:13,2018-11-30T01:28:38.700Z,11.45,28.28,1.89,0.59,0.19,23.81,7.35,None,2555530.0,Vonn Bell,24.0,FS,1,away,left,
3254,3254,2018112900:274:13,2018-11-30T01:28:38.700Z,11.65,33.22,0.41,0.91,0.05,54.81,287.74,None,2558061.0,Marshon Lattimore,23.0,CB,1,away,left,
3255,3255,2018112900:274:13,2018-11-30T01:28:38.700Z,7.47,23.97,0.83,0.71,0.08,35.99,302.59,None,2558847.0,Marcus Williams,43.0,FS,1,away,left,
3256,3256,2018112900:274:13,2018-11-30T01:28:38.700Z,15.54,15.02,0.02,0.02,0.02,272.43,238.28,None,2560735.0,Michael Gallup,13.0,WR,1,home,left,OUT
3257,3257,2018112900:274:13,2018-11-30T01:28:38.700Z,15.69,30.31,0.13,0.13,0.02,284.88,3.33,None,2560866.0,Dalton Schultz,86.0,TE,1,home,left,HITCH
3258,3258,2018112900:274:13,2018-11-30T01:28:38.700Z,14.28,23.92,0.53,1.73,0.04,,,None,,Football,,,1,football,left,
4393,4393,2018112900:296:13,2018-11-30T01:29:21.700Z,10.63,21.84,0.66,0.53,0.07,95.28,169.91,None,2533008.0,Demario Davis,56.0,ILB,1,away,left,
4394,4394,2018112900:296:13,2018-11-30T01:29:21.700Z,16.72,44.06,0.0,0.0,0.0,287.05,73.33,None,2535698.0,Cole Beasley,11.0,WR,1,home,left,
4395,4395,2018112900:296:13,2018-11-30T01:29:21.700Z,10.5,43.98,0.32,0.58,0.03,175.07,138.97,None,2552484.0,P.J. Williams,26.0,CB,1,away,left,
4396,4396,2018112900:296:13,2018-11-30T01:29:21.700Z,15.72,10.91,0.01,0.01,0.0,248.76,145.32,None,2552487.0,Amari Cooper,19.0,WR,1,home,left,
4397,4397,2018112900:296:13,2018-11-30T01:29:21.700Z,20.09,25.73,0.0,0.0,0.0,274.06,261.38,None,2555224.0,Ezekiel Elliott,21.0,RB,1,home,left,
4398,4398,2018112900:296:13,2018-11-30T01:29:21.700Z,19.34,23.78,0.01,0.01,0.01,276.2,172.48,None,2555260.0,Dak Prescott,4.0,QB,1,home,left,
4399,4399,2018112900:296:13,2018-11-30T01:29:21.700Z,13.51,36.53,0.06,0.61,0.01,71.57,106.11,None,2555277.0,Eli Apple,25.0,CB,1,away,left,
4400,4400,2018112900:296:13,2018-11-30T01:29:21.700Z,11.54,18.69,2.26,2.69,0.24,67.19,191.88,None,2555530.0,Vonn Bell,24.0,FS,1,away,left,
4401,4401,2018112900:296:13,2018-11-30T01:29:21.700Z,14.06,10.41,0.14,0.76,0.02,348.76,326.42,None,2558061.0,Marshon Lattimore,23.0,CB,1,away,left,
4402,4402,2018112900:296:13,2018-11-30T01:29:21.700Z,10.37,26.05,0.11,1.02,0.01,63.72,18.22,None,2558163.0,Alex Anzalone,47.0,OLB,1,away,left,
4403,4403,2018112900:296:13,2018-11-30T01:29:21.700Z,9.63,16.24,0.27,0.7,0.02,80.28,201.75,None,2558847.0,Marcus Williams,43.0,FS,1,away,left,
4404,4404,2018112900:296:13,2018-11-30T01:29:21.700Z,16.94,18.42,0.25,0.98,0.03,258.0,271.06,None,2559193.0,Blake Jarwin,89.0,TE,1,home,left,
4405,4405,2018112900:296:13,2018-11-30T01:29:21.700Z,15.79,36.62,0.01,0.01,0.0,260.7,143.89,None,2560735.0,Michael Gallup,13.0,WR,1,home,left,
4406,4406,2018112900:296:13,2018-11-30T01:29:21.700Z,14.59,23.71,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
5289,5289,2018112900:358:13,2018-11-30T01:33:57.599Z,26.91,23.4,0.65,1.64,0.07,74.98,288.07,None,2504775.0,Drew Brees,9.0,QB,1,away,right,
5290,5290,2018112900:358:13,2018-11-30T01:33:57.599Z,35.28,29.05,0.57,0.49,0.05,275.94,251.19,None,2541832.0,Jeff Heath,38.0,SS,1,home,right,
5291,5291,2018112900:358:13,2018-11-30T01:33:57.599Z,29.64,28.64,0.11,0.05,0.02,62.77,52.84,None,2541834.0,Josh Hill,89.0,TE,1,away,right,GO
5292,5292,2018112900:358:13,2018-11-30T01:33:57.599Z,32.82,35.9,0.01,0.01,0.0,239.22,187.99,None,2552568.0,Byron Jones,31.0,CB,1,home,right,
5293,5293,2018112900:358:13,2018-11-30T01:33:57.599Z,36.43,24.61,0.0,0.0,0.0,246.41,81.18,None,2555310.0,Jaylon Smith,54.0,MLB,1,home,right,
5294,5294,2018112900:358:13,2018-11-30T01:33:57.599Z,39.96,31.51,0.22,0.91,0.02,261.26,66.2,None,2555531.0,Anthony Brown,30.0,CB,1,home,right,
5295,5295,2018112900:358:13,2018-11-30T01:33:57.599Z,30.37,15.55,0.34,0.06,0.04,232.49,277.5,None,2556370.0,Michael Thomas,13.0,WR,1,away,right,CROSS
5296,5296,2018112900:358:13,2018-11-30T01:33:57.599Z,32.88,15.45,0.0,0.0,0.0,271.81,335.31,None,2557840.0,Chidobe Awuzie,24.0,CB,1,home,right,
5297,5297,2018112900:358:13,2018-11-30T01:33:57.599Z,25.89,21.04,0.0,0.0,0.0,108.75,195.92,None,2558019.0,Alvin Kamara,41.0,RB,1,away,right,OUT
5298,5298,2018112900:358:13,2018-11-30T01:33:57.599Z,47.97,25.23,0.46,0.13,0.04,254.86,115.82,None,2558159.0,Xavier Woods,25.0,FS,1,home,right,
5299,5299,2018112900:358:13,2018-11-30T01:33:57.599Z,29.59,35.77,0.0,0.0,0.0,123.26,117.16,None,2560878.0,Tre'Quan Smith,10.0,WR,1,away,right,GO
5300,5300,2018112900:358:13,2018-11-30T01:33:57.599Z,36.11,20.35,0.25,0.55,0.03,268.86,317.54,None,2560908.0,Leighton Vander Esch,55.0,LB,1,home,right,
5301,5301,2018112900:358:13,2018-11-30T01:33:57.599Z,30.47,30.86,0.0,0.0,0.0,99.64,300.66,None,2561224.0,Keith Kirkwood,18.0,WR,1,away,right,CROSS
5302,5302,2018112900:358:13,2018-11-30T01:33:57.599Z,31.58,23.4,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
5989,5989,2018112900:384:13,2018-11-30T01:34:29.400Z,26.55,20.61,0.06,0.22,0.01,97.71,119.0,None,2495466.0,Mark Ingram,22.0,RB,1,away,right,ANGLE
5990,5990,2018112900:384:13,2018-11-30T01:34:29.400Z,26.89,23.57,0.0,0.01,0.01,77.92,102.23,None,2504775.0,Drew Brees,9.0,QB,1,away,right,
5991,5991,2018112900:384:13,2018-11-30T01:34:29.400Z,43.83,27.52,2.02,0.83,0.21,219.44,38.89,None,2541832.0,Jeff Heath,38.0,SS,1,home,right,
5992,5992,2018112900:384:13,2018-11-30T01:34:29.400Z,36.67,40.66,1.78,1.05,0.18,302.39,343.68,None,2552568.0,Byron Jones,31.0,CB,1,home,right,
5993,5993,2018112900:384:13,2018-11-30T01:34:29.400Z,37.31,29.0,1.19,1.27,0.12,255.49,350.39,None,2555310.0,Jaylon Smith,54.0,MLB,1,home,right,
5994,5994,2018112900:384:13,2018-11-30T01:34:29.400Z,35.79,36.15,1.17,1.03,0.12,296.42,328.81,None,2555531.0,Anthony Brown,30.0,CB,1,home,right,
5995,5995,2018112900:384:13,2018-11-30T01:34:29.400Z,31.16,8.44,0.06,0.42,0.0,132.61,355.92,None,2556370.0,Michael Thomas,13.0,WR,1,away,right,HITCH
5996,5996,2018112900:384:13,2018-11-30T01:34:29.400Z,33.07,8.44,0.16,0.18,0.02,287.34,195.75,None,2557840.0,Chidobe Awuzie,24.0,CB,1,home,right,
5997,5997,2018112900:384:13,2018-11-30T01:34:29.400Z,38.41,20.06,0.76,1.17,0.08,241.75,249.97,None,2558159.0,Xavier Woods,25.0,FS,1,home,right,
5998,5998,2018112900:384:13,2018-11-30T01:34:29.400Z,30.66,30.47,0.11,0.11,0.01,100.58,336.17,None,2558928.0,Austin Carr,80.0,WR,1,away,right,HITCH
5999,5999,2018112900:384:13,2018-11-30T01:34:29.400Z,30.16,36.68,0.06,0.32,0.01,45.5,54.91,None,2559385.0,Dan Arnold,85.0,TE,1,away,right,GO
6000,6000,2018112900:384:13,2018-11-30T01:34:29.400Z,29.62,44.67,0.15,0.56,0.02,114.24,302.58,None,2560878.0,Tre'Quan Smith,10.0,WR,1,away,right,IN
6001,6001,2018112900:384:13,2018-11-30T01:34:29.400Z,37.03,24.91,0.15,0.9,0.01,282.78,151.89,None,2560908.0,Leighton Vander Esch,55.0,LB,1,home,right,
6002,6002,2018112900:384:13,2018-11-30T01:34:29.400Z,31.78,23.8,0.0,0.0,0.0,,,None,,Football,,,1,football,right,
6703,6703,2018112900:410:13,2018-11-30T01:35:06.200Z,26.82,23.43,0.26,0.31,0.03,68.12,306.26,None,2504775.0,Drew Brees,9.0,QB,1,away,right,
6704,6704,2018112900:410:13,2018-11-30T01:35:06.200Z,30.77,17.56,0.01,0.01,0.01,87.96,254.71,None,2506122.0,Benjamin Watson,82.0,TE,1,away,right,
6705,6705,2018112900:410:13,2018-11-30T01:35:06.200Z,45.98,20.79,0.54,0.58,0.05,280.49,136.7,None,2541832.0,Jeff Heath,38.0,SS,1,home,right,
6706,6706,2018112900:410:13,2018-11-30T01:35:06.200Z,30.26,19.0,0.0,0.01,0.01,182.69,354.81,None,2541834.0,Josh Hill,89.0,TE,1,away,right,
6707,6707,2018112900:410:13,2018-11-30T01:35:06.200Z,37.59,35.39,0.77,0.04,0.08,267.33,59.01,None,2552568.0,Byron Jones,31.0,CB,1,home,right,
6708,6708,2018112900:410:13,2018-11-30T01:35:06.200Z,35.71,19.31,0.15,1.1,0.02,276.14,212.36,None,2555310.0,Jaylon Smith,54.0,MLB,1,home,right,
6709,6709,2018112900:410:13,2018-11-30T01:35:06.200Z,33.3,34.19,0.1,0.29,0.01,233.04,277.49,None,2555531.0,Anthony Brown,30.0,CB,1,home,right,
6710,6710,2018112900:410:13,2018-11-30T01:35:06.200Z,29.94,35.55,0.15,0.68,0.02,86.99,278.6,None,2556370.0,Michael Thomas,13.0,WR,1,away,right,IN
6711,6711,2018112900:410:13,2018-11-30T01:35:06.200Z,38.13,15.48,0.73,0.81,0.08,318.76,134.45,None,2557840.0,Chidobe Awuzie,24.0,CB,1,home,right,
6712,6712,2018112900:410:13,2018-11-30T01:35:06.200Z,37.28,23.48,1.49,0.56,0.15,312.22,5.39,None,2557920.0,Jourdan Lewis,27.0,CB,1,home,right,
6713,6713,2018112900:410:13,2018-11-30T01:35:06.200Z,26.43,26.64,0.88,1.95,0.1,119.48,352.09,None,2558019.0,Alvin Kamara,41.0,RB,1,away,right,WHEEL
6714,6714,2018112900:410:13,2018-11-30T01:35:06.200Z,46.08,27.4,1.49,0.31,0.15,329.94,348.9,None,2558159.0,Xavier Woods,25.0,FS,1,home,right,
6715,6715,2018112900:410:13,2018-11-30T01:35:06.200Z,30.65,33.94,0.02,0.01,0.02,103.03,219.94,None,2560878.0,Tre'Quan Smith,10.0,WR,1,away,right,POST
6716,6716,2018112900:410:13,2018-11-30T01:35:06.200Z,31.74,23.56,0.02,0.02,0.01,,,None,,Football,,,1,football,right,
7501,7501,2018112900:458:13,2018-11-30T01:38:36.000Z,75.8,25.96,0.42,0.88,0.04,60.19,356.7,None,2533008.0,Demario Davis,56.0,ILB,1,away,left,
7502,7502,2018112900:458:13,2018-11-30T01:38:36.000Z,82.72,18.36,0.0,0.0,0.0,279.17,106.45,None,2535698.0,Cole Beasley,11.0,WR,1,home,left,FLAT
7503,7503,2018112900:458:13,2018-11-30T01:38:36.000Z,75.82,23.34,0.1,0.22,0.01,101.13,27.59,None,2539982.0,A.J. Klein,53.0,OLB,1,away,left,
7504,7504,2018112900:458:13,2018-11-30T01:38:36.000Z,76.23,19.32,0.13,0.26,0.01,84.7,135.96,None,2552484.0,P.J. Williams,26.0,CB,1,away,left,
7505,7505,2018112900:458:13,2018-11-30T01:38:36.000Z,87.96,23.76,0.0,0.0,0.0,200.62,232.35,None,2555224.0,Ezekiel Elliott,21.0,RB,1,home,left,ANGLE
7506,7506,2018112900:458:13,2018-11-30T01:38:36.000Z,82.2,23.88,0.0,0.0,0.0,243.6,138.59,None,2555260.0,Dak Prescott,4.0,QB,1,home,left,
7507,7507,2018112900:458:13,2018-11-30T01:38:36.000Z,77.74,14.7,0.17,0.13,0.01,11.48,22.73,None,2555277.0,Eli Apple,25.0,CB,1,away,left,
7508,7508,2018112900:458:13,2018-11-30T01:38:36.000Z,80.06,31.6,0.09,0.1,0.02,110.4,78.78,None,2555530.0,Vonn Bell,24.0,FS,1,away,left,
7509,7509,2018112900:458:13,2018-11-30T01:38:36.000Z,71.75,32.85,0.25,0.36,0.02,149.16,358.86,None,2558061.0,Marshon Lattimore,23.0,CB,1,away,left,
7510,7510,2018112900:458:13,2018-11-30T01:38:36.000Z,81.34,30.81,0.0,0.0,0.0,238.08,220.21,None,2558091.0,Noah Brown,85.0,WR,1,home,left,HITCH
7511,7511,2018112900:458:13,2018-11-30T01:38:36.000Z,62.85,22.68,1.12,0.26,0.11,97.11,158.32,None,2558847.0,Marcus Williams,43.0,FS,1,away,left,
7512,7512,2018112900:458:13,2018-11-30T01:38:36.000Z,81.84,16.94,0.0,0.0,0.0,225.89,61.67,None,2560735.0,Michael Gallup,13.0,WR,1,home,left,HITCH
7513,7513,2018112900:458:13,2018-11-30T01:38:36.000Z,82.91,28.81,0.3,0.49,0.03,282.54,50.15,None,2560866.0,Dalton Schultz,86.0,TE,1,home,left,FLAT
7514,7514,2018112900:458:13,2018-11-30T01:38:36.000Z,80.82,23.88,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
8369,8369,2018112900:538:13,2018-11-30T01:40:42.599Z,75.97,22.44,0.95,1.36,0.09,77.53,87.61,None,2533008.0,Demario Davis,56.0,ILB,1,away,left,
8370,8370,2018112900:538:13,2018-11-30T01:40:42.599Z,79.27,35.32,0.0,0.0,0.0,262.01,144.07,None,2535698.0,Cole Beasley,11.0,WR,1,home,left,
8371,8371,2018112900:538:13,2018-11-30T01:40:42.599Z,74.21,33.14,0.02,0.31,0.0,101.15,132.78,None,2552484.0,P.J. Williams,26.0,CB,1,away,left,
8372,8372,2018112900:538:13,2018-11-30T01:40:42.599Z,78.67,44.25,0.0,0.01,0.0,343.85,59.72,None,2552487.0,Amari Cooper,19.0,WR,1,home,left,
8373,8373,2018112900:538:13,2018-11-30T01:40:42.599Z,80.36,25.23,0.0,0.0,0.0,264.68,300.32,None,2553743.0,Rod Smith,45.0,RB,1,home,left,
8374,8374,2018112900:538:13,2018-11-30T01:40:42.599Z,82.19,24.0,0.76,0.57,0.08,269.63,258.07,None,2555260.0,Dak Prescott,4.0,QB,1,home,left,
8375,8375,2018112900:538:13,2018-11-30T01:40:42.599Z,76.46,9.36,0.04,0.15,0.01,75.27,79.47,None,2555277.0,Eli Apple,25.0,CB,1,away,left,
8376,8376,2018112900:538:13,2018-11-30T01:40:42.599Z,73.84,15.79,0.58,0.5,0.06,28.44,106.31,None,2555530.0,Vonn Bell,24.0,FS,1,away,left,
8377,8377,2018112900:538:13,2018-11-30T01:40:42.599Z,75.13,44.05,1.77,1.76,0.17,105.38,263.5,None,2558061.0,Marshon Lattimore,23.0,CB,1,away,left,
8378,8378,2018112900:538:13,2018-11-30T01:40:42.599Z,76.14,24.83,0.0,0.0,0.0,92.19,153.58,None,2558163.0,Alex Anzalone,47.0,OLB,1,away,left,
8379,8379,2018112900:538:13,2018-11-30T01:40:42.599Z,65.4,34.03,0.27,0.58,0.02,63.78,283.87,None,2558847.0,Marcus Williams,43.0,FS,1,away,left,
8380,8380,2018112900:538:13,2018-11-30T01:40:42.599Z,78.57,19.48,0.0,0.0,0.01,231.72,266.94,None,2559193.0,Blake Jarwin,89.0,TE,1,home,left,
8381,8381,2018112900:538:13,2018-11-30T01:40:42.599Z,79.61,9.22,0.0,0.0,0.0,247.28,265.32,None,2560735.0,Michael Gallup,13.0,WR,1,home,left,
8382,8382,2018112900:538:13,2018-11-30T01:40:42.599Z,77.03,23.98,0.0,0.0,0.0,,,None,,Football,,,1,football,left,
