,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,frameId,team,gameId,playId,playDirection,route
1796,2018-12-14T01:26:33.299Z,79.47,21.41,0.0,0.0,0.0,88.33,32.03,None,2550512.0,Damien Williams,26.0,RB,1,home,2018121300,164,right,
1797,2018-12-14T01:26:33.299Z,89.43,22.95,0.74,0.19,0.07,259.78,196.37,None,2550842.0,Adrian Phillips,31.0,SS,1,away,2018121300,164,right,
1798,2018-12-14T01:26:33.299Z,82.59,39.28,0.0,0.0,0.0,90.55,198.03,None,2552652.0,Chris Conley,17.0,WR,1,home,2018121300,164,right,OUT
1799,2018-12-14T01:26:33.299Z,88.4,28.31,0.4,0.14,0.08,251.15,196.35,None,2556148.0,Jatavis Brown,57.0,OLB,1,away,2018121300,164,right,
1800,2018-12-14T01:26:33.299Z,83.28,33.23,0.0,0.0,0.0,103.67,108.52,None,2556214.0,Tyreek Hill,10.0,WR,1,home,2018121300,164,right,HITCH
1801,2018-12-14T01:26:33.299Z,87.84,32.64,0.01,0.01,0.02,245.51,105.71,None,2557927.0,Desmond King,20.0,CB,1,away,2018121300,164,right,
1802,2018-12-14T01:26:33.299Z,79.77,24.02,0.03,0.03,0.01,86.4,120.12,None,2558125.0,Patrick Mahomes,15.0,QB,1,home,2018121300,164,right,
1803,2018-12-14T01:26:33.299Z,90.83,14.54,0.85,1.3,0.08,237.43,143.65,None,2559164.0,Michael Davis,43.0,CB,1,away,2018121300,164,right,
1804,2018-12-14T01:26:33.299Z,87.79,20.07,0.09,0.09,0.05,258.68,180.42,None,2560760.0,Derwin James,33.0,S,1,away,2018121300,164,right,
1805,2018-12-14T01:26:33.299Z,83.89,23.82,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,164,right,
2520,2018-12-14T01:27:16.500Z,93.19,44.83,0.02,0.02,0.0,236.04,32.14,None,2532861.0,Casey Hayward,26.0,CB,1,away,2018121300,189,right,
2521,2018-12-14T01:27:16.500Z,88.52,14.74,0.0,0.0,0.0,87.19,183.28,None,2540258.0,Travis Kelce,87.0,TE,1,home,2018121300,189,right,IN
2522,2018-12-14T01:27:16.500Z,105.97,31.79,0.2,0.18,0.02,261.68,142.09,None,2541958.0,Jahleel Addae,37.0,SS,1,away,2018121300,189,right,
2523,2018-12-14T01:27:16.500Z,87.61,44.27,0.0,0.0,0.0,108.26,82.74,None,2543471.0,Kelvin Benjamin,81.0,WR,1,home,2018121300,189,right,GO
2524,2018-12-14T01:27:16.500Z,84.68,21.0,0.0,0.0,0.01,91.33,307.17,None,2550512.0,Damien Williams,26.0,RB,1,home,2018121300,189,right,FLAT
2525,2018-12-14T01:27:16.500Z,95.1,24.63,0.0,0.01,0.01,251.49,259.04,None,2550842.0,Adrian Phillips,31.0,SS,1,away,2018121300,189,right,
2526,2018-12-14T01:27:16.500Z,88.09,37.3,0.0,0.0,0.0,98.8,294.99,None,2552652.0,Chris Conley,17.0,WR,1,home,2018121300,189,right,GO
2527,2018-12-14T01:27:16.500Z,94.21,28.61,0.0,0.02,0.0,257.67,336.88,None,2556148.0,Jatavis Brown,57.0,OLB,1,away,2018121300,189,right,
2528,2018-12-14T01:27:16.500Z,88.75,31.18,0.0,0.0,0.0,108.64,88.31,None,2556214.0,Tyreek Hill,10.0,WR,1,home,2018121300,189,right,CROSS
2529,2018-12-14T01:27:16.500Z,93.97,36.4,0.14,0.46,0.01,252.09,200.19,None,2557927.0,Desmond King,20.0,CB,1,away,2018121300,189,right,
2530,2018-12-14T01:27:16.500Z,85.08,24.09,0.0,0.01,0.0,89.2,242.89,None,2558125.0,Patrick Mahomes,15.0,QB,1,home,2018121300,189,right,
2531,2018-12-14T01:27:16.500Z,96.77,13.42,0.0,0.0,0.0,273.85,18.8,None,2559164.0,Michael Davis,43.0,CB,1,away,2018121300,189,right,
2532,2018-12-14T01:27:16.500Z,93.03,20.4,0.37,0.16,0.04,262.15,347.58,None,2560760.0,Derwin James,33.0,S,1,away,2018121300,189,right,
2533,2018-12-14T01:27:16.500Z,89.34,23.94,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,189,right,
3178,2018-12-14T01:27:57.200Z,97.34,40.83,0.09,0.08,0.01,244.26,103.63,None,2532861.0,Casey Hayward,26.0,CB,1,away,2018121300,211,right,
3179,2018-12-14T01:27:57.200Z,88.23,35.97,0.0,0.0,0.0,130.83,255.52,None,2540258.0,Travis Kelce,87.0,TE,1,home,2018121300,211,right,HITCH
3180,2018-12-14T01:27:57.200Z,106.71,29.29,0.59,0.19,0.06,248.25,68.68,None,2541958.0,Jahleel Addae,37.0,SS,1,away,2018121300,211,right,
3181,2018-12-14T01:27:57.200Z,88.14,14.31,0.0,0.0,0.0,57.39,199.39,None,2543471.0,Kelvin Benjamin,81.0,WR,1,home,2018121300,211,right,CORNER
3182,2018-12-14T01:27:57.200Z,84.65,20.63,0.0,0.0,0.0,90.29,315.21,None,2550512.0,Damien Williams,26.0,RB,1,home,2018121300,211,right,ANGLE
3183,2018-12-14T01:27:57.200Z,94.1,21.52,0.98,0.87,0.1,253.66,193.83,None,2550842.0,Adrian Phillips,31.0,SS,1,away,2018121300,211,right,
3184,2018-12-14T01:27:57.200Z,87.17,37.66,0.0,0.0,0.0,97.2,352.18,None,2552652.0,Chris Conley,17.0,WR,1,home,2018121300,211,right,HITCH
3185,2018-12-14T01:27:57.200Z,87.07,34.67,0.0,0.0,0.0,120.77,185.6,None,2555478.0,Demarcus Robinson,11.0,WR,1,home,2018121300,211,right,SCREEN
3186,2018-12-14T01:27:57.200Z,94.39,32.03,0.22,0.87,0.03,253.39,320.92,None,2556148.0,Jatavis Brown,57.0,OLB,1,away,2018121300,211,right,
3187,2018-12-14T01:27:57.200Z,91.28,35.66,0.14,0.19,0.01,244.11,245.74,None,2557927.0,Desmond King,20.0,CB,1,away,2018121300,211,right,
3188,2018-12-14T01:27:57.200Z,85.17,23.9,0.51,0.54,0.05,83.27,98.2,None,2558125.0,Patrick Mahomes,15.0,QB,1,home,2018121300,211,right,
3189,2018-12-14T01:27:57.200Z,95.23,13.01,0.4,0.36,0.04,285.07,83.73,None,2559164.0,Michael Davis,43.0,CB,1,away,2018121300,211,right,
3190,2018-12-14T01:27:57.200Z,93.65,19.39,0.57,0.62,0.06,270.81,54.12,None,2560760.0,Derwin James,33.0,S,1,away,2018121300,211,right,
3191,2018-12-14T01:27:57.200Z,90.3,18.38,0.0,0.0,0.0,302.15,290.56,None,2560826.0,Uchenna Nwosu,42.0,LB,1,away,2018121300,211,right,
3192,2018-12-14T01:27:57.200Z,89.41,23.85,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,211,right,
4798,2018-12-14T01:29:26.400Z,104.98,43.2,0.36,0.52,0.04,223.6,36.14,None,2532861.0,Casey Hayward,26.0,CB,1,away,2018121300,258,right,
4799,2018-12-14T01:29:26.400Z,99.23,20.22,0.07,0.45,0.01,78.91,55.15,None,2540258.0,Travis Kelce,87.0,TE,1,home,2018121300,258,right,HITCH
4800,2018-12-14T01:29:26.400Z,112.93,31.25,0.02,0.01,0.01,259.07,65.21,None,2541958.0,Jahleel Addae,37.0,SS,1,away,2018121300,258,right,
4801,2018-12-14T01:29:26.400Z,95.07,21.9,0.04,0.04,0.01,91.74,297.24,None,2550512.0,Damien Williams,26.0,RB,1,home,2018121300,258,right,FLAT
4802,2018-12-14T01:29:26.400Z,105.13,22.24,0.11,0.41,0.01,259.17,233.4,None,2550842.0,Adrian Phillips,31.0,SS,1,away,2018121300,258,right,
4803,2018-12-14T01:29:26.400Z,97.77,36.44,0.0,0.0,0.0,101.71,74.77,None,2552652.0,Chris Conley,17.0,WR,1,home,2018121300,258,right,SCREEN
4804,2018-12-14T01:29:26.400Z,99.47,42.49,0.0,0.0,0.01,105.16,104.55,None,2555478.0,Demarcus Robinson,11.0,WR,1,home,2018121300,258,right,OUT
4805,2018-12-14T01:29:26.400Z,104.95,28.04,0.01,0.0,0.0,246.56,272.91,None,2556148.0,Jatavis Brown,57.0,OLB,1,away,2018121300,258,right,
4806,2018-12-14T01:29:26.400Z,98.82,14.22,0.0,0.0,0.0,99.05,241.11,None,2556214.0,Tyreek Hill,10.0,WR,1,home,2018121300,258,right,POST
4807,2018-12-14T01:29:26.400Z,103.05,36.77,0.0,0.0,0.01,252.88,35.3,None,2557927.0,Desmond King,20.0,CB,1,away,2018121300,258,right,
4808,2018-12-14T01:29:26.400Z,95.71,25.1,0.0,0.0,0.0,89.23,142.17,None,2558125.0,Patrick Mahomes,15.0,QB,1,home,2018121300,258,right,
4809,2018-12-14T01:29:26.400Z,107.85,12.6,0.52,0.25,0.06,287.87,188.55,None,2559164.0,Michael Davis,43.0,CB,1,away,2018121300,258,right,
4810,2018-12-14T01:29:26.400Z,103.38,17.49,0.38,0.87,0.03,307.68,57.55,None,2560760.0,Derwin James,33.0,S,1,away,2018121300,258,right,
4811,2018-12-14T01:29:26.400Z,100.01,24.77,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,258,right,
5400,2018-12-14T01:30:07.299Z,104.29,44.38,0.43,0.19,0.04,230.55,154.11,None,2532861.0,Casey Hayward,26.0,CB,1,away,2018121300,280,right,
5401,2018-12-14T01:30:07.299Z,99.19,35.89,0.0,0.0,0.0,104.66,132.83,None,2540258.0,Travis Kelce,87.0,TE,1,home,2018121300,280,right,CROSS
5402,2018-12-14T01:30:07.299Z,112.24,32.14,0.0,0.0,0.0,252.92,323.71,None,2541958.0,Jahleel Addae,37.0,SS,1,away,2018121300,280,right,
5403,2018-12-14T01:30:07.299Z,95.41,21.71,0.01,0.02,0.0,72.79,29.55,None,2550512.0,Damien Williams,26.0,RB,1,home,2018121300,280,right,FLAT
5404,2018-12-14T01:30:07.299Z,105.82,25.26,0.86,0.34,0.09,281.4,152.46,None,2550842.0,Adrian Phillips,31.0,SS,1,away,2018121300,280,right,
5405,2018-12-14T01:30:07.299Z,98.2,44.25,0.0,0.0,0.0,89.8,170.25,None,2552652.0,Chris Conley,17.0,WR,1,home,2018121300,280,right,IN
5406,2018-12-14T01:30:07.299Z,99.04,10.67,0.0,0.0,0.0,87.36,346.73,None,2555478.0,Demarcus Robinson,11.0,WR,1,home,2018121300,280,right,POST
5407,2018-12-14T01:30:07.299Z,105.02,31.89,1.65,0.58,0.16,228.76,192.35,None,2556148.0,Jatavis Brown,57.0,OLB,1,away,2018121300,280,right,
5408,2018-12-14T01:30:07.299Z,98.11,35.61,3.03,0.28,0.3,183.13,176.01,None,2556214.0,Tyreek Hill,10.0,WR,1,home,2018121300,280,right,CROSS
5409,2018-12-14T01:30:07.299Z,103.88,37.39,1.73,0.81,0.16,221.08,184.87,None,2557927.0,Desmond King,20.0,CB,1,away,2018121300,280,right,
5410,2018-12-14T01:30:07.299Z,95.73,24.95,0.03,0.03,0.01,76.4,116.95,None,2558125.0,Patrick Mahomes,15.0,QB,1,home,2018121300,280,right,
5411,2018-12-14T01:30:07.299Z,101.42,10.64,0.0,0.0,0.0,257.53,101.94,None,2559164.0,Michael Davis,43.0,CB,1,away,2018121300,280,right,
5412,2018-12-14T01:30:07.299Z,102.71,22.1,0.01,0.01,0.02,276.61,227.45,None,2560760.0,Derwin James,33.0,S,1,away,2018121300,280,right,
5413,2018-12-14T01:30:07.299Z,99.81,24.71,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,280,right,
6240,2018-12-14T01:31:24.799Z,107.84,9.38,0.11,0.55,0.01,286.81,12.93,None,2532861.0,Casey Hayward,26.0,CB,1,away,2018121300,327,right,
6241,2018-12-14T01:31:24.799Z,102.81,10.29,0.0,0.0,0.0,86.13,57.74,None,2540258.0,Travis Kelce,87.0,TE,1,home,2018121300,327,right,HITCH
6242,2018-12-14T01:31:24.799Z,114.71,20.55,1.15,0.35,0.12,259.33,161.9,None,2541958.0,Jahleel Addae,37.0,SS,1,away,2018121300,327,right,
6243,2018-12-14T01:31:24.799Z,100.05,26.75,0.0,0.0,0.0,80.82,17.64,None,2550512.0,Damien Williams,26.0,RB,1,home,2018121300,327,right,
6244,2018-12-14T01:31:24.799Z,109.23,22.48,0.54,1.08,0.06,270.45,181.95,None,2550842.0,Adrian Phillips,31.0,SS,1,away,2018121300,327,right,
6245,2018-12-14T01:31:24.799Z,101.98,30.2,3.21,0.36,0.32,40.11,0.93,None,2552652.0,Chris Conley,17.0,WR,1,home,2018121300,327,right,FLAT
6246,2018-12-14T01:31:24.799Z,103.56,44.06,0.0,0.0,0.0,106.61,132.2,None,2555478.0,Demarcus Robinson,11.0,WR,1,home,2018121300,327,right,IN
6247,2018-12-14T01:31:24.799Z,109.95,30.19,0.11,1.2,0.02,262.69,169.83,None,2556148.0,Jatavis Brown,57.0,OLB,1,away,2018121300,327,right,
6248,2018-12-14T01:31:24.799Z,103.76,19.23,0.0,0.0,0.0,87.88,114.04,None,2556214.0,Tyreek Hill,10.0,WR,1,home,2018121300,327,right,OUT
6249,2018-12-14T01:31:24.799Z,108.69,33.94,0.29,0.28,0.02,250.53,238.3,None,2557927.0,Desmond King,20.0,CB,1,away,2018121300,327,right,
6250,2018-12-14T01:31:24.799Z,100.06,29.87,0.0,0.0,0.01,90.5,110.48,None,2558125.0,Patrick Mahomes,15.0,QB,1,home,2018121300,327,right,
6251,2018-12-14T01:31:24.799Z,110.47,45.1,0.02,0.03,0.01,240.31,172.68,None,2559164.0,Michael Davis,43.0,CB,1,away,2018121300,327,right,
6252,2018-12-14T01:31:24.799Z,112.69,37.97,0.98,0.3,0.1,258.24,34.86,None,2560760.0,Derwin James,33.0,S,1,away,2018121300,327,right,
6253,2018-12-14T01:31:24.799Z,104.29,29.68,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,327,right,
7430,2018-12-14T01:36:38.000Z,84.4,34.26,1.61,0.81,0.15,113.66,181.23,None,2307.0,Orlando Scandrick,22.0,CB,1,home,2018121300,390,left,
7432,2018-12-14T01:36:38.000Z,66.89,22.86,0.26,0.89,0.03,61.41,308.42,None,496723.0,Eric Berry,29.0,SS,1,home,2018121300,390,left,
7434,2018-12-14T01:36:38.000Z,87.76,31.94,1.92,3.94,0.21,264.1,202.53,None,2495288.0,Virgil Green,88.0,TE,1,away,2018121300,390,left,
7436,2018-12-14T01:36:38.000Z,84.55,32.62,0.14,0.08,0.02,124.98,148.5,None,2495493.0,Justin Houston,50.0,OLB,1,home,2018121300,390,left,
7438,2018-12-14T01:36:38.000Z,86.92,26.88,0.0,0.01,0.01,285.15,227.58,None,2506121.0,Philip Rivers,17.0,QB,1,away,2018121300,390,left,
7440,2018-12-14T01:36:38.000Z,81.39,33.59,3.17,2.68,0.33,121.27,179.95,None,2530794.0,Ron Parker,38.0,FS,1,home,2018121300,390,left,
7442,2018-12-14T01:36:38.000Z,85.99,33.09,0.0,0.0,0.0,245.3,125.55,None,2540154.0,Keenan Allen,13.0,WR,1,away,2018121300,390,left,
7444,2018-12-14T01:36:38.000Z,81.13,25.28,0.02,0.02,0.0,97.64,300.97,None,2543592.0,Anthony Hitchens,53.0,MLB,1,home,2018121300,390,left,
7446,2018-12-14T01:36:38.000Z,77.59,11.49,1.48,0.11,0.15,69.5,270.07,None,2552265.0,Steven Nelson,20.0,CB,1,home,2018121300,390,left,
7448,2018-12-14T01:36:38.000Z,86.93,34.61,0.0,0.0,0.0,277.05,174.25,None,2553913.0,Tyrell Williams,16.0,WR,1,away,2018121300,390,left,
7450,2018-12-14T01:36:38.000Z,80.99,28.88,0.03,0.02,0.01,84.29,65.75,None,2555169.0,Reggie Ragland,59.0,ILB,1,home,2018121300,390,left,
7452,2018-12-14T01:36:38.000Z,77.33,33.8,0.01,0.01,0.01,100.22,209.53,None,2555349.0,Kendall Fuller,23.0,CB,1,home,2018121300,390,left,
7454,2018-12-14T01:36:38.000Z,86.22,12.19,0.0,0.0,0.0,261.1,283.67,None,2558846.0,Mike Williams,81.0,WR,1,away,2018121300,390,left,
7456,2018-12-14T01:36:38.000Z,92.04,26.87,0.0,0.0,0.0,271.46,272.18,None,2560756.0,Justin Jackson,32.0,RB,1,away,2018121300,390,left,
7458,2018-12-14T01:36:38.000Z,85.3,26.86,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,390,left,
8615,2018-12-14T01:38:12.099Z,75.71,34.75,0.0,0.0,0.0,128.66,358.79,None,2307.0,Orlando Scandrick,22.0,CB,1,home,2018121300,445,left,
8616,2018-12-14T01:38:12.099Z,54.63,24.86,0.42,0.69,0.04,86.14,120.86,None,496723.0,Eric Berry,29.0,SS,1,home,2018121300,445,left,
8617,2018-12-14T01:38:12.099Z,78.98,19.46,0.0,0.0,0.0,271.67,349.65,None,2495288.0,Virgil Green,88.0,TE,1,away,2018121300,445,left,
8618,2018-12-14T01:38:12.099Z,76.31,29.28,0.07,0.04,0.01,112.58,283.4,None,2495493.0,Justin Houston,50.0,OLB,1,home,2018121300,445,left,
8619,2018-12-14T01:38:12.099Z,78.58,29.48,0.0,0.0,0.0,249.99,165.37,None,2505299.0,Antonio Gates,85.0,TE,1,away,2018121300,445,left,CORNER
8620,2018-12-14T01:38:12.099Z,78.44,24.06,0.0,0.0,0.0,243.38,295.5,None,2506121.0,Philip Rivers,17.0,QB,1,away,2018121300,445,left,
8621,2018-12-14T01:38:12.099Z,72.15,29.86,0.01,0.01,0.01,126.21,356.44,None,2530794.0,Ron Parker,38.0,FS,1,home,2018121300,445,left,
8622,2018-12-14T01:38:12.099Z,77.6,15.59,0.0,0.0,0.0,277.47,62.31,None,2540154.0,Keenan Allen,13.0,WR,1,away,2018121300,445,left,IN
8623,2018-12-14T01:38:12.099Z,72.71,22.86,0.0,0.0,0.0,111.56,210.45,None,2543592.0,Anthony Hitchens,53.0,MLB,1,home,2018121300,445,left,
8624,2018-12-14T01:38:12.099Z,75.44,15.2,0.0,0.0,0.0,61.09,79.76,None,2552265.0,Steven Nelson,20.0,CB,1,home,2018121300,445,left,
8625,2018-12-14T01:38:12.099Z,77.81,34.13,0.0,0.0,0.0,261.35,218.61,None,2553913.0,Tyrell Williams,16.0,WR,1,away,2018121300,445,left,CORNER
8626,2018-12-14T01:38:12.099Z,73.33,19.23,0.0,0.0,0.0,91.65,84.86,None,2555349.0,Kendall Fuller,23.0,CB,1,home,2018121300,445,left,
8627,2018-12-14T01:38:12.099Z,83.92,24.1,0.0,0.0,0.0,263.4,344.63,None,2560756.0,Justin Jackson,32.0,RB,1,away,2018121300,445,left,
8628,2018-12-14T01:38:12.099Z,72.84,25.15,0.0,0.0,0.0,89.79,20.49,None,2560827.0,Dorian O'Daniel,44.0,LB,1,home,2018121300,445,left,
8629,2018-12-14T01:38:12.099Z,76.97,24.07,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,445,left,
9950,2018-12-14T01:39:35.799Z,47.82,36.54,0.73,0.5,0.07,119.78,229.47,None,2307.0,Orlando Scandrick,22.0,CB,1,home,2018121300,492,left,
9951,2018-12-14T01:39:35.799Z,44.14,23.36,4.44,0.51,0.44,107.88,268.44,None,496723.0,Eric Berry,29.0,SS,1,home,2018121300,492,left,
9952,2018-12-14T01:39:35.799Z,56.37,33.21,0.0,0.0,0.0,245.26,246.85,None,2495288.0,Virgil Green,88.0,TE,1,away,2018121300,492,left,
9953,2018-12-14T01:39:35.799Z,54.67,34.94,0.08,0.03,0.02,118.19,103.9,None,2495493.0,Justin Houston,50.0,OLB,1,home,2018121300,492,left,
9954,2018-12-14T01:39:35.799Z,60.11,28.63,0.09,0.14,0.01,266.31,10.84,None,2506121.0,Philip Rivers,17.0,QB,1,away,2018121300,492,left,
9955,2018-12-14T01:39:35.799Z,45.03,31.88,1.19,0.69,0.12,103.78,267.03,None,2530794.0,Ron Parker,38.0,FS,1,home,2018121300,492,left,
9956,2018-12-14T01:39:35.799Z,56.77,17.43,0.0,0.0,0.0,266.79,182.39,None,2540154.0,Keenan Allen,13.0,WR,1,away,2018121300,492,left,
9957,2018-12-14T01:39:35.799Z,50.1,25.98,0.0,0.0,0.0,88.51,117.59,None,2543592.0,Anthony Hitchens,53.0,MLB,1,home,2018121300,492,left,
9958,2018-12-14T01:39:35.799Z,47.42,11.91,2.32,0.73,0.23,47.02,233.05,None,2552265.0,Steven Nelson,20.0,CB,1,home,2018121300,492,left,
9959,2018-12-14T01:39:35.799Z,55.91,21.29,0.0,0.0,0.0,284.93,122.35,None,2553913.0,Tyrell Williams,16.0,WR,1,away,2018121300,492,left,
9960,2018-12-14T01:39:35.799Z,53.35,17.94,0.16,0.4,0.02,88.81,246.59,None,2555349.0,Kendall Fuller,23.0,CB,1,home,2018121300,492,left,
9961,2018-12-14T01:39:35.799Z,56.8,11.15,0.0,0.0,0.0,281.55,308.68,None,2558846.0,Mike Williams,81.0,WR,1,away,2018121300,492,left,
9962,2018-12-14T01:39:35.799Z,60.27,30.51,0.04,0.02,0.01,273.24,186.76,None,2560756.0,Justin Jackson,32.0,RB,1,away,2018121300,492,left,
9963,2018-12-14T01:39:35.799Z,50.48,30.63,0.0,0.0,0.0,90.23,121.02,None,2560827.0,Dorian O'Daniel,44.0,LB,1,home,2018121300,492,left,
9964,2018-12-14T01:39:35.799Z,55.22,28.54,0.0,0.0,0.0,,,None,,Football,,,1,football,2018121300,492,left,
10940,2018-12-14T01:40:45.400Z,51.2,36.76,0.81,0.05,0.08,136.41,326.23,None,2307.0,Orlando Scandrick,22.0,CB,1,home,2018121300,523,left,
10941,2018-12-14T01:40:45.400Z,49.65,20.86,2.03,0.69,0.2,24.55,290.68,None,496723.0,Eric Berry,29.0,SS,1,home,2018121300,523,left,
10942,2018-12-14T01:40:45.400Z,61.35,30.92,0.0,0.0,0.0,87.99,52.88,None,2495493.0,Justin Houston,50.0,OLB,1,home,2018121300,523,left,
10943,2018-12-14T01:40:45.400Z,63.03,16.5,0.0,0.0,0.0,267.32,188.43,None,2505299.0,Antonio Gates,85.0,TE,1,away,2018121300,523,left,IN
10944,2018-12-14T01:40:45.400Z,67.24,24.86,0.07,0.08,0.0,267.34,346.98,None,2506121.0,Philip Rivers,17.0,QB,1,away,2018121300,523,left,
10945,2018-12-14T01:40:45.400Z,42.98,31.5,2.07,0.37,0.21,107.53,252.61,None,2530794.0,Ron Parker,38.0,FS,1,home,2018121300,523,left,
