,playerId,playId,meanDistance,meanDistanceAfterPass,numberPlayers5ydsAfterPass,areaDifference,numberPlayersDeep,numberPlayersDeepDifference,numberPlayersUnderneath,densityDifference,heightDifference,widthDifference,cluster,homeScore,visitorScore,down,quarter,yardsToGo,yardsToEndZone,gameClock
11,2560755.0,2018101500:3701:6,1.2752253312840727,2.1361677548654403,1.28,-22.825949999999978,0,0,4,-0.17523914667297544,0.44999999999999574,-11.650000000000013,1.0,30.0,30.0,3,4,3,46.0,01:13:00
12,2532875.0,2018122300:3525:16,6.795370223094281,3.337058839495972,1.875,47.6403999999998,3,3,5,0.16792470256337128,-1.3700000000000045,-26.010000000000005,1.0,21.0,27.0,3,4,5,69.0,07:19:00
13,2535687.0,2018122300:3525:16,9.055968215806576,4.3195240026964425,0.75,47.6403999999998,3,3,5,0.16792470256337128,-1.3700000000000045,-26.010000000000005,1.0,21.0,27.0,3,4,5,69.0,07:19:00
14,2539338.0,2018122300:3525:16,10.636062541065238,15.313955952591893,0.0,47.6403999999998,3,3,5,0.16792470256337128,-1.3700000000000045,-26.010000000000005,1.0,21.0,27.0,3,4,5,69.0,07:19:00
15,2543738.0,2018122300:3525:16,4.101037795606861,4.363728479404154,1.25,47.6403999999998,3,3,5,0.16792470256337128,-1.3700000000000045,-26.010000000000005,1.0,21.0,27.0,3,4,5,69.0,07:19:00
16,2553822.0,2018122300:3525:16,6.635395800377319,6.042365655627317,0.0,47.6403999999998,3,3,5,0.16792470256337128,-1.3700000000000045,-26.010000000000005,1.0,21.0,27.0,3,4,5,69.0,07:19:00
17,2555522.0,2018122300:3525:16,7.58639999398205,12.522241433378781,0.0,47.6403999999998,3,3,5,0.16792470256337128,-1.3700000000000045,-26.010000000000005,1.0,21.0,27.0,3,4,5,69.0,07:19:00
18,2561001.0,2018122300:3525:16,2.639355561358529,5.29259312385225,0.0,47.6403999999998,3,3,5,0.16792470256337128,-1.3700000000000045,-26.010000000000005,1.0,21.0,27.0,3,4,5,69.0,07:19:00
19,2561318.0,2018122300:3525:16,7.625426249671537,7.724086900586098,0.0,47.6403999999998,3,3,5,0.16792470256337128,-1.3700000000000045,-26.010000000000005,1.0,21.0,27.0,3,4,5,69.0,07:19:00
20,2539982.0,2018121700:852:15,5.28788638738586,7.091265228069531,0.0,56.88294999999988,1,0,5,0.10547976151025945,3.42,-26.880000000000003,1.0,7.0,3.0,3,1,1,76.0,00:57:00
21,2552484.0,2018121700:852:15,4.079455615275309,2.3062143585617747,1.0,56.88294999999988,1,0,5,0.10547976151025945,3.42,-26.880000000000003,1.0,7.0,3.0,3,1,1,76.0,00:57:00
22,2555277.0,2018121700:852:15,3.132493396191584,0.45462729289055054,1.0,56.88294999999988,1,0,5,0.10547976151025945,3.42,-26.880000000000003,1.0,7.0,3.0,3,1,1,76.0,00:57:00
23,2555530.0,2018121700:852:15,1.7169952188416595,0.7401929889266263,1.0,56.88294999999988,1,0,5,0.10547976151025945,3.42,-26.880000000000003,1.0,7.0,3.0,3,1,1,76.0,00:57:00
24,2558061.0,2018121700:852:15,1.252768189995958,1.2763314843224616,1.0,56.88294999999988,1,0,5,0.10547976151025945,3.42,-26.880000000000003,1.0,7.0,3.0,3,1,1,76.0,00:57:00
25,2558847.0,2018121700:852:15,16.011850042987945,10.669339002569997,0.0,56.88294999999988,1,0,5,0.10547976151025945,3.42,-26.880000000000003,1.0,7.0,3.0,3,1,1,76.0,00:57:00
26,496735.0,2018102500:273:8,6.488446794887398,4.497564030548587,0.6666666666666666,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
27,2495872.0,2018102500:273:8,7.246423833523068,8.94992705881346,0.0,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
28,2533049.0,2018102500:273:8,4.739869646028018,5.2253336197485565,0.16666666666666666,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
29,2540180.0,2018102500:273:8,3.7166550067619104,1.8552875172023988,2.8333333333333335,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
30,2552490.0,2018102500:273:8,9.172653712064049,9.886728412135488,0.0,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
31,2558094.0,2018102500:273:8,7.971668033637513,8.593481766872491,0.0,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
32,2558853.0,2018102500:273:8,19.383154392749006,22.240547173821685,0.0,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
33,2560714.0,2018102500:273:8,6.005744363593611,4.140514721162343,1.0,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
34,2560851.0,2018102500:273:8,15.515118234749597,15.186316053385477,0.0,79.64809999999991,2,1,7,0.112997045755015,2.6200000000000045,-28.25999999999999,1.0,0.0,0.0,3,1,11,48.0,11:35:00
35,71251.0,2018111108:1321:10,4.118413872433187,2.9625639108759874,1.2,51.71845000000033,1,1,4,0.09667729794686361,1.3200000000000074,-24.459999999999994,0.0,17.0,10.0,3,2,5,70.0,12:12:00
36,89756.0,2018111108:1321:10,3.8126003268085222,2.032232528717885,1.0,51.71845000000033,1,1,4,0.09667729794686361,1.3200000000000074,-24.459999999999994,0.0,17.0,10.0,3,2,5,70.0,12:12:00
37,494287.0,2018111108:1321:10,15.245701963087008,16.025456936648116,0.0,51.71845000000033,1,1,4,0.09667729794686361,1.3200000000000074,-24.459999999999994,0.0,17.0,10.0,3,2,5,70.0,12:12:00
38,2533062.0,2018111108:1321:10,1.6813380921859085,1.0686552479375844,1.0,51.71845000000033,1,1,4,0.09667729794686361,1.3200000000000074,-24.459999999999994,0.0,17.0,10.0,3,2,5,70.0,12:12:00
39,2560754.0,2018111108:1321:10,1.5331496538396339,1.1381379783926058,1.0,51.71845000000033,1,1,4,0.09667729794686361,1.3200000000000074,-24.459999999999994,0.0,17.0,10.0,3,2,5,70.0,12:12:00
51,2532875.0,2018091613:2893:2,5.143508718158616,1.3052164049915524,1.0,105.7121000000001,1,0,4,0.04729827522109574,2.1799999999999997,-29.360000000000007,0.0,13.0,3.0,3,4,4,49.0,09:59:00
52,2539338.0,2018091613:2893:2,1.4644386951785893,1.303126959026515,1.0,105.7121000000001,1,0,4,0.04729827522109574,2.1799999999999997,-29.360000000000007,0.0,13.0,3.0,3,4,4,49.0,09:59:00
53,2541792.0,2018091613:2893:2,3.887811116141719,2.304258582934932,0.0,105.7121000000001,1,0,4,0.04729827522109574,2.1799999999999997,-29.360000000000007,0.0,13.0,3.0,3,4,4,49.0,09:59:00
54,2552454.0,2018091613:2893:2,1.6114451144663418,1.6719539784196122,1.0,105.7121000000001,1,0,4,0.04729827522109574,2.1799999999999997,-29.360000000000007,0.0,13.0,3.0,3,4,4,49.0,09:59:00
55,2553822.0,2018091613:2893:2,16.964222449067087,16.043300133191785,0.0,105.7121000000001,1,0,4,0.04729827522109574,2.1799999999999997,-29.360000000000007,0.0,13.0,3.0,3,4,4,49.0,09:59:00
56,2556512.0,2018091613:2893:2,5.229793228218222,2.336978989979222,1.0,105.7121000000001,1,0,4,0.04729827522109574,2.1799999999999997,-29.360000000000007,0.0,13.0,3.0,3,4,4,49.0,09:59:00
57,2533059.0,2018102107:1007:7,3.744348711687088,4.213463918753751,0.7647058823529411,49.641199999999884,1,0,5,0.12086734406098189,2.8999999999999932,-26.660000000000004,2.0,7.0,7.0,3,2,3,60.0,15:00:00
58,2553353.0,2018102107:1007:7,3.4985139765622826,1.4587957331246135,1.0,49.641199999999884,1,0,5,0.12086734406098189,2.8999999999999932,-26.660000000000004,2.0,7.0,7.0,3,2,3,60.0,15:00:00
59,2555256.0,2018102107:1007:7,4.124936181066568,2.9200551713372214,0.7647058823529411,49.641199999999884,1,0,5,0.12086734406098189,2.8999999999999932,-26.660000000000004,2.0,7.0,7.0,3,2,3,60.0,15:00:00
60,2556617.0,2018102107:1007:7,16.336521121928453,11.762805614882502,0.0,49.641199999999884,1,0,5,0.12086734406098189,2.8999999999999932,-26.660000000000004,2.0,7.0,7.0,3,2,3,60.0,15:00:00
61,2557979.0,2018102107:1007:7,2.5464816024573556,2.147794697546836,1.2352941176470589,49.641199999999884,1,0,5,0.12086734406098189,2.8999999999999932,-26.660000000000004,2.0,7.0,7.0,3,2,3,60.0,15:00:00
62,2560822.0,2018102107:1007:7,1.3953520472444247,2.8973788269620124,1.1176470588235294,49.641199999999884,1,0,5,0.12086734406098189,2.8999999999999932,-26.660000000000004,2.0,7.0,7.0,3,2,3,60.0,15:00:00
70,2533060.0,2018092302:3078:3,3.8760736477042146,1.6508651283256024,1.0,-4.518299999999982,1,1,5,-1.3279330721731677,0.37999999999999545,-26.940000000000012,1.0,28.0,21.0,3,4,5,64.0,10:13:00
71,2539233.0,2018092302:3078:3,7.373396113918998,5.462055448409084,0.21428571428571427,-4.518299999999982,1,1,5,-1.3279330721731677,0.37999999999999545,-26.940000000000012,1.0,28.0,21.0,3,4,5,64.0,10:13:00
72,2543474.0,2018092302:3078:3,1.4540976271720853,1.0573160013724752,1.0,-4.518299999999982,1,1,5,-1.3279330721731677,0.37999999999999545,-26.940000000000012,1.0,28.0,21.0,3,4,5,64.0,10:13:00
73,2555528.0,2018092302:3078:3,1.3649969851827,1.3972251189574247,1.0,-4.518299999999982,1,1,5,-1.3279330721731677,0.37999999999999545,-26.940000000000012,1.0,28.0,21.0,3,4,5,64.0,10:13:00
74,2556367.0,2018092302:3078:3,5.274751426713192,2.52077264922688,1.0,-4.518299999999982,1,1,5,-1.3279330721731677,0.37999999999999545,-26.940000000000012,1.0,28.0,21.0,3,4,5,64.0,10:13:00
75,2560970.0,2018092302:3078:3,13.536727522754406,5.277476725214536,0.5,-4.518299999999982,1,1,5,-1.3279330721731677,0.37999999999999545,-26.940000000000012,1.0,28.0,21.0,3,4,5,64.0,10:13:00
83,80668.0,2018111803:3275:11,1.9436348759121331,2.0682518806034813,2.0,52.04860000000025,1,0,5,0.1152768758429616,2.8699999999999974,-29.050000000000004,0.0,13.0,13.0,3,4,2,77.0,08:08:00
84,2505708.0,2018111803:3275:11,21.22942068459992,19.164380167492578,0.0,52.04860000000025,1,0,5,0.1152768758429616,2.8699999999999974,-29.050000000000004,0.0,13.0,13.0,3,4,2,77.0,08:08:00
85,2506352.0,2018111803:3275:11,5.170451810432721,4.765278092626172,1.0,52.04860000000025,1,0,5,0.1152768758429616,2.8699999999999974,-29.050000000000004,0.0,13.0,13.0,3,4,2,77.0,08:08:00
86,2533056.0,2018111803:3275:11,6.0195074665252575,2.5505491244909098,2.0,52.04860000000025,1,0,5,0.1152768758429616,2.8699999999999974,-29.050000000000004,0.0,13.0,13.0,3,4,2,77.0,08:08:00
87,2540152.0,2018111803:3275:11,7.935593262930131,8.320885501926323,0.0,52.04860000000025,1,0,5,0.1152768758429616,2.8699999999999974,-29.050000000000004,0.0,13.0,13.0,3,4,2,77.0,08:08:00
88,2555175.0,2018111803:3275:11,7.914932051941841,6.531979654042304,0.0,52.04860000000025,1,0,5,0.1152768758429616,2.8699999999999974,-29.050000000000004,0.0,13.0,13.0,3,4,2,77.0,08:08:00
89,2560753.0,2018111803:3275:11,4.12096112986239,3.0899883185795836,1.0,52.04860000000025,1,0,5,0.1152768758429616,2.8699999999999974,-29.050000000000004,0.0,13.0,13.0,3,4,2,77.0,08:08:00
90,496739.0,2018101404:999:6,10.529506977116027,5.421951529031073,0.0,64.07874999999999,1,1,3,0.062423190215164945,5.530000000000001,-3.530000000000001,1.0,7.0,0.0,3,2,7,69.0,12:14:00
91,2539309.0,2018101404:999:6,4.9166257706321685,9.025127920503836,0.0,64.07874999999999,1,1,3,0.062423190215164945,5.530000000000001,-3.530000000000001,1.0,7.0,0.0,3,2,7,69.0,12:14:00
92,2539935.0,2018101404:999:6,6.451863876802055,11.03260057715494,0.0,64.07874999999999,1,1,3,0.062423190215164945,5.530000000000001,-3.530000000000001,1.0,7.0,0.0,3,2,7,69.0,12:14:00
93,2555539.0,2018101404:999:6,4.308605784108288,8.19267427334624,0.0,64.07874999999999,1,1,3,0.062423190215164945,5.530000000000001,-3.530000000000001,1.0,7.0,0.0,3,2,7,69.0,12:14:00
94,2559053.0,2018101404:999:6,2.5638927957432167,1.0927597929738293,0.0,64.07874999999999,1,1,3,0.062423190215164945,5.530000000000001,-3.530000000000001,1.0,7.0,0.0,3,2,7,69.0,12:14:00
95,79848.0,2018093007:2462:4,2.891321519865794,3.438656340894716,1.2857142857142858,60.419799999999896,2,2,4,0.09930519465473256,3.509999999999998,-21.249999999999993,1.0,3.0,17.0,3,3,1,66.0,06:38:00
96,2495613.0,2018093007:2462:4,14.134386506810243,10.53540621464846,0.0,60.419799999999896,2,2,4,0.09930519465473256,3.509999999999998,-21.249999999999993,1.0,3.0,17.0,3,3,1,66.0,06:38:00
97,2532800.0,2018093007:2462:4,3.992707301798258,3.506751832486444,1.0,60.419799999999896,2,2,4,0.09930519465473256,3.509999999999998,-21.249999999999993,1.0,3.0,17.0,3,3,1,66.0,06:38:00
98,2552689.0,2018093007:2462:4,2.897074359964371,0.8834165564944378,1.0,60.419799999999896,2,2,4,0.09930519465473256,3.509999999999998,-21.249999999999993,1.0,3.0,17.0,3,3,1,66.0,06:38:00
99,2555383.0,2018093007:2462:4,2.7072111712998654,1.758189915305285,1.0,60.419799999999896,2,2,4,0.09930519465473256,3.509999999999998,-21.249999999999993,1.0,3.0,17.0,3,3,1,66.0,06:38:00
100,2557958.0,2018093007:2462:4,1.3313363648239356,1.0720536313285127,1.0,60.419799999999896,2,2,4,0.09930519465473256,3.509999999999998,-21.249999999999993,1.0,3.0,17.0,3,3,1,66.0,06:38:00
108,2495108.0,2018101404:1249:6,7.064332303984013,2.0218549980444696,1.0,-87.30754999999988,2,1,5,-0.08017634213765029,1.4700000000000006,-30.050000000000004,0.0,7.0,0.0,3,2,5,78.0,07:16:00
109,2532961.0,2018101404:1249:6,6.546313407491079,2.044265971836212,1.0,-87.30754999999988,2,1,5,-0.08017634213765029,1.4700000000000006,-30.050000000000004,0.0,7.0,0.0,3,2,5,78.0,07:16:00
110,2543681.0,2018101404:1249:6,2.306198131054568,5.685908693691947,0.3,-87.30754999999988,2,1,5,-0.08017634213765029,1.4700000000000006,-30.050000000000004,0.0,7.0,0.0,3,2,5,78.0,07:16:00
111,2552385.0,2018101404:1249:6,15.233546017087322,5.505221716730832,0.4,-87.30754999999988,2,1,5,-0.08017634213765029,1.4700000000000006,-30.050000000000004,0.0,7.0,0.0,3,2,5,78.0,07:16:00
112,2553500.0,2018101404:1249:6,4.35989990290206,1.4364955729348043,1.0,-87.30754999999988,2,1,5,-0.08017634213765029,1.4700000000000006,-30.050000000000004,0.0,7.0,0.0,3,2,5,78.0,07:16:00
113,2558176.0,2018101404:1249:6,16.822336891292583,13.314721685334863,0.0,-87.30754999999988,2,1,5,-0.08017634213765029,1.4700000000000006,-30.050000000000004,0.0,7.0,0.0,3,2,5,78.0,07:16:00
114,2560877.0,2018101404:1249:6,3.8414564715077346,8.197097278842946,0.0,-87.30754999999988,2,1,5,-0.08017634213765029,1.4700000000000006,-30.050000000000004,0.0,7.0,0.0,3,2,5,78.0,07:16:00
115,2354.0,2018102100:2086:7,4.31946588089925,2.4414073312812867,0.6153846153846154,12.924950000000194,1,0,5,0.4642184302453711,1.1900000000000048,-35.87,0.0,17.0,13.0,3,3,12,75.0,06:45:00
116,494277.0,2018102100:2086:7,17.801612418281344,15.307999921431398,0.0,12.924950000000194,1,0,5,0.4642184302453711,1.1900000000000048,-35.87,0.0,17.0,13.0,3,3,12,75.0,06:45:00
117,2540162.0,2018102100:2086:7,1.8160103354395234,1.4622829731289404,1.0,12.924950000000194,1,0,5,0.4642184302453711,1.1900000000000048,-35.87,0.0,17.0,13.0,3,3,12,75.0,06:45:00
118,2550613.0,2018102100:2086:7,1.729000226279583,2.15775089978676,1.0,12.924950000000194,1,0,5,0.4642184302453711,1.1900000000000048,-35.87,0.0,17.0,13.0,3,3,12,75.0,06:45:00
119,2555158.0,2018102100:2086:7,6.620821799088185,7.153897076991187,0.07692307692307693,12.924950000000194,1,0,5,0.4642184302453711,1.1900000000000048,-35.87,0.0,17.0,13.0,3,3,12,75.0,06:45:00
120,2558005.0,2018102100:2086:7,5.910446082762819,2.2905489194929802,0.7692307692307693,12.924950000000194,1,0,5,0.4642184302453711,1.1900000000000048,-35.87,0.0,17.0,13.0,3,3,12,75.0,06:45:00
121,2558065.0,2018102100:2086:7,7.243015449114504,1.0254848377503085,1.0,12.924950000000194,1,0,5,0.4642184302453711,1.1900000000000048,-35.87,0.0,17.0,13.0,3,3,12,75.0,06:45:00
129,2532861.0,2018092310:1273:3,0.9947575970925056,1.6812648950283378,0.0,143.78755000000007,3,2,4,0.04868293534454128,6.920000000000002,-25.179999999999993,2.0,14.0,6.0,3,2,14,54.0,12:11:00
130,2541958.0,2018092310:1273:3,13.283635588164351,6.9008598578523905,0.0,143.78755000000007,3,2,4,0.04868293534454128,6.920000000000002,-25.179999999999993,2.0,14.0,6.0,3,2,14,54.0,12:11:00
131,2550842.0,2018092310:1273:3,3.8077441243734316,5.32799229939277,0.0,143.78755000000007,3,2,4,0.04868293534454128,6.920000000000002,-25.179999999999993,2.0,14.0,6.0,3,2,14,54.0,12:11:00
132,2556148.0,2018092310:1273:3,3.1737691805946557,7.977872798606835,0.0,143.78755000000007,3,2,4,0.04868293534454128,6.920000000000002,-25.179999999999993,2.0,14.0,6.0,3,2,14,54.0,12:11:00
133,2556828.0,2018092310:1273:3,7.273243986030901,3.1435680920817153,0.0,143.78755000000007,3,2,4,0.04868293534454128,6.920000000000002,-25.179999999999993,2.0,14.0,6.0,3,2,14,54.0,12:11:00
134,2557927.0,2018092310:1273:3,3.258925038528712,2.563698984249847,0.0,143.78755000000007,3,2,4,0.04868293534454128,6.920000000000002,-25.179999999999993,2.0,14.0,6.0,3,2,14,54.0,12:11:00
135,2560760.0,2018092310:1273:3,7.662851632991735,2.477405476354562,0.0,143.78755000000007,3,2,4,0.04868293534454128,6.920000000000002,-25.179999999999993,2.0,14.0,6.0,3,2,14,54.0,12:11:00
142,1302.0,2018091001:939:1,9.746684940047567,9.025016633734182,0.0,24.648500000000155,1,1,6,0.2839929407468996,-0.6900000000000048,-27.610000000000007,0.0,7.0,7.0,3,1,10,59.0,00:34:00
143,2540197.0,2018091001:939:1,6.262968463262321,2.3529042873371178,1.4285714285714286,24.648500000000155,1,1,6,0.2839929407468996,-0.6900000000000048,-27.610000000000007,0.0,7.0,7.0,3,1,10,59.0,00:34:00
144,2543492.0,2018091001:939:1,16.204533368481453,16.890749396239205,0.0,24.648500000000155,1,1,6,0.2839929407468996,-0.6900000000000048,-27.610000000000007,0.0,7.0,7.0,3,1,10,59.0,00:34:00
145,2552488.0,2018091001:939:1,12.514779069236374,9.645491367376096,0.0,24.648500000000155,1,1,6,0.2839929407468996,-0.6900000000000048,-27.610000000000007,0.0,7.0,7.0,3,1,10,59.0,00:34:00
146,2556277.0,2018091001:939:1,3.302789838347824,2.71080121188919,1.0,24.648500000000155,1,1,6,0.2839929407468996,-0.6900000000000048,-27.610000000000007,0.0,7.0,7.0,3,1,10,59.0,00:34:00
147,2556593.0,2018091001:939:1,6.734159826804872,9.045296492840963,0.0,24.648500000000155,1,1,6,0.2839929407468996,-0.6900000000000048,-27.610000000000007,0.0,7.0,7.0,3,1,10,59.0,00:34:00
148,2558183.0,2018091001:939:1,6.851514728007288,4.014153343236581,1.0,24.648500000000155,1,1,6,0.2839929407468996,-0.6900000000000048,-27.610000000000007,0.0,7.0,7.0,3,1,10,59.0,00:34:00
149,494277.0,2018100700:1392:5,15.226010318099044,10.230827561675394,0.0,-45.162899999999865,0,0,6,-0.13285240761775746,-1.5400000000000045,-25.56000000000001,0.0,7.0,3.0,3,2,11,48.0,08:27:00
150,2540162.0,2018100700:1392:5,7.244319884028236,6.233360106431296,0.0,-45.162899999999865,0,0,6,-0.13285240761775746,-1.5400000000000045,-25.56000000000001,0.0,7.0,3.0,3,2,11,48.0,08:27:00
151,2541539.0,2018100700:1392:5,7.953424280064483,10.148528073205403,0.0,-45.162899999999865,0,0,6,-0.13285240761775746,-1.5400000000000045,-25.56000000000001,0.0,7.0,3.0,3,2,11,48.0,08:27:00
152,2550613.0,2018100700:1392:5,9.530458765540073,8.83772204726723,0.0,-45.162899999999865,0,0,6,-0.13285240761775746,-1.5400000000000045,-25.56000000000001,0.0,7.0,3.0,3,2,11,48.0,08:27:00
153,2555158.0,2018100700:1392:5,13.46362056419934,17.659804907832743,0.0,-45.162899999999865,0,0,6,-0.13285240761775746,-1.5400000000000045,-25.56000000000001,0.0,7.0,3.0,3,2,11,48.0,08:27:00
154,2558005.0,2018100700:1392:5,5.216077712110335,5.1427372156086575,0.42857142857142855,-45.162899999999865,0,0,6,-0.13285240761775746,-1.5400000000000045,-25.56000000000001,0.0,7.0,3.0,3,2,11,48.0,08:27:00
155,2558065.0,2018100700:1392:5,8.867787935759107,6.117494755601028,0.0,-45.162899999999865,0,0,6,-0.13285240761775746,-1.5400000000000045,-25.56000000000001,0.0,7.0,3.0,3,2,11,48.0,08:27:00
156,2532875.0,2018090907:270:1,7.92230365530925,8.857001902818396,0.0,72.68419999999989,1,1,6,0.09630703784316276,2.9399999999999977,-20.020000000000003,1.0,0.0,0.0,3,1,8,21.0,10:22:00
157,2539338.0,2018090907:270:1,2.1049452610468853,1.6994454744327694,1.263157894736842,72.68419999999989,1,1,6,0.09630703784316276,2.9399999999999977,-20.020000000000003,1.0,0.0,0.0,3,1,8,21.0,10:22:00
158,2540143.0,2018090907:270:1,4.561631083775255,1.385148518824629,1.0,72.68419999999989,1,1,6,0.09630703784316276,2.9399999999999977,-20.020000000000003,1.0,0.0,0.0,3,1,8,21.0,10:22:00
159,2541792.0,2018090907:270:1,3.573386022854344,3.28332668573023,1.0526315789473684,72.68419999999989,1,1,6,0.09630703784316276,2.9399999999999977,-20.020000000000003,1.0,0.0,0.0,3,1,8,21.0,10:22:00
160,2552454.0,2018090907:270:1,9.307848428287485,3.5918534162764884,0.6842105263157895,72.68419999999989,1,1,6,0.09630703784316276,2.9399999999999977,-20.020000000000003,1.0,0.0,0.0,3,1,8,21.0,10:22:00
161,2553822.0,2018090907:270:1,11.889794320731246,10.241761973047723,0.0,72.68419999999989,1,1,6,0.09630703784316276,2.9399999999999977,-20.020000000000003,1.0,0.0,0.0,3,1,8,21.0,10:22:00
162,2555277.0,2018090907:270:1,3.07890173611934,1.3728345108283047,1.0,72.68419999999989,1,1,6,0.09630703784316276,2.9399999999999977,-20.020000000000003,1.0,0.0,0.0,3,1,8,21.0,10:22:00
163,2539311.0,2018123000:2480:17,4.683804572720254,6.274290247360002,0.0,266.6196,3,3,3,0.022503971951049362,10.04,-3.220000000000006,1.0,20.0,7.0,3,3,14,78.0,12:57:00
164,2543637.0,2018123000:2480:17,4.832233695038034,6.412282921473036,0.0,266.6196,3,3,3,0.022503971951049362,10.04,-3.220000000000006,1.0,20.0,7.0,3,3,14,78.0,12:57:00
165,2550164.0,2018123000:2480:17,4.08132930744373,1.536363671774982,1.0,266.6196,3,3,3,0.022503971951049362,10.04,-3.220000000000006,1.0,20.0,7.0,3,3,14,78.0,12:57:00
166,2552389.0,2018123000:2480:17,9.202241911351148,7.615340391320836,0.0,266.6196,3,3,3,0.022503971951049362,10.04,-3.220000000000006,1.0,20.0,7.0,3,3,14,78.0,12:57:00
167,2555166.0,2018123000:2480:17,3.942630607539846,2.15392754618844,1.0,266.6196,3,3,3,0.022503971951049362,10.04,-3.220000000000006,1.0,20.0,7.0,3,3,14,78.0,12:57:00
168,2556475.0,2018123000:2480:17,3.9042023854606414,6.552852753765259,0.0,266.6196,3,3,3,0.022503971951049362,10.04,-3.220000000000006,1.0,20.0,7.0,3,3,14,78.0,12:57:00
169,2541832.0,2018112201:670:12,13.06519876931061,15.108548893878442,0.0,210.8658000000001,4,3,3,0.033196469033859435,9.890000000000002,-17.849999999999987,0.0,7.0,0.0,3,1,11,68.0,05:06:00
170,2552568.0,2018112201:670:12,2.7390189783961065,2.1267562308359853,1.0,210.8658000000001,4,3,3,0.033196469033859435,9.890000000000002,-17.849999999999987,0.0,7.0,0.0,3,1,11,68.0,05:06:00
171,2555310.0,2018112201:670:12,5.012704950256832,6.932785562854936,0.0,210.8658000000001,4,3,3,0.033196469033859435,9.890000000000002,-17.849999999999987,0.0,7.0,0.0,3,1,11,68.0,05:06:00
172,2555531.0,2018112201:670:12,5.182142781471878,3.1131456761014484,0.875,210.8658000000001,4,3,3,0.033196469033859435,9.890000000000002,-17.849999999999987,0.0,7.0,0.0,3,1,11,68.0,05:06:00
