,time,x,y,s,a,dis,o,dir,event,nflId,displayName,jerseyNumber,position,frameId,team,gameId,playId,playDirection,route
803,2018-10-26T00:28:52.500Z,62.87,18.73,1.2,0.78,0.12,285.28,116.61,None,2540180.0,Tyrann Mathieu,32.0,FS,1,home,2018102500,174,right,
804,2018-10-26T00:28:52.500Z,56.46,24.79,0.0,0.0,0.0,108.18,204.27,None,2552403.0,Nick O'Leary,83.0,TE,1,away,2018102500,174,right,
805,2018-10-26T00:28:52.500Z,57.76,43.67,0.0,0.0,0.0,81.91,100.48,None,2552409.0,DeVante Parker,11.0,WR,1,away,2018102500,174,right,SLANT
806,2018-10-26T00:28:52.500Z,63.17,27.61,0.36,0.23,0.03,279.86,258.97,None,2552490.0,Benardrick McKinney,55.0,ILB,1,home,2018102500,174,right,
807,2018-10-26T00:28:52.500Z,57.86,11.64,0.0,0.0,0.0,65.55,3.84,None,2556190.0,Jakeem Grant,19.0,WR,1,away,2018102500,174,right,HITCH
808,2018-10-26T00:28:52.500Z,63.6,31.37,0.01,0.01,0.0,274.79,279.9,None,2558094.0,Zach Cunningham,41.0,ILB,1,home,2018102500,174,right,
809,2018-10-26T00:28:52.500Z,66.77,20.91,1.16,1.87,0.11,280.14,308.98,None,2558853.0,Mike Tyson,34.0,CB,1,home,2018102500,174,right,
810,2018-10-26T00:28:52.500Z,73.07,32.14,1.62,0.73,0.16,264.61,98.89,None,2560851.0,Justin Reid,20.0,DB,1,home,2018102500,174,right,
811,2018-10-26T00:28:52.500Z,58.8,29.78,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,174,right,
1694,2018-10-26T00:29:23.799Z,71.04,34.66,0.0,0.0,0.0,110.42,13.76,None,2649.0,Danny Amendola,80.0,WR,1,away,2018102500,198,right,SCREEN
1695,2018-10-26T00:29:23.799Z,80.63,43.67,0.33,0.69,0.03,245.56,79.37,None,496735.0,Kareem Jackson,25.0,CB,1,home,2018102500,198,right,
1696,2018-10-26T00:29:23.799Z,82.03,13.03,0.32,1.09,0.03,295.0,181.81,None,2495872.0,Johnathan Joseph,24.0,CB,1,home,2018102500,198,right,
1697,2018-10-26T00:29:23.799Z,67.51,26.38,0.04,0.03,0.01,91.71,139.23,None,2506404.0,Frank Gore,21.0,RB,1,away,2018102500,198,right,ANGLE
1698,2018-10-26T00:29:23.799Z,68.34,23.93,0.01,0.01,0.01,92.56,75.23,None,2533436.0,Brock Osweiler,8.0,QB,1,away,2018102500,198,right,
1699,2018-10-26T00:29:23.799Z,75.32,31.94,1.95,2.19,0.2,243.6,228.25,None,2540180.0,Tyrann Mathieu,32.0,FS,1,home,2018102500,198,right,
1700,2018-10-26T00:29:23.799Z,71.65,19.2,0.0,0.0,0.0,40.69,72.06,None,2552403.0,Nick O'Leary,83.0,TE,1,away,2018102500,198,right,
1701,2018-10-26T00:29:23.799Z,71.95,43.62,0.0,0.0,0.01,80.96,93.6,None,2552409.0,DeVante Parker,11.0,WR,1,away,2018102500,198,right,HITCH
1702,2018-10-26T00:29:23.799Z,77.46,25.21,0.05,0.03,0.01,294.28,230.13,None,2552490.0,Benardrick McKinney,55.0,ILB,1,home,2018102500,198,right,
1703,2018-10-26T00:29:23.799Z,70.9,15.79,0.0,0.0,0.0,249.77,141.77,None,2556190.0,Jakeem Grant,19.0,WR,1,away,2018102500,198,right,OUT
1704,2018-10-26T00:29:23.799Z,78.04,21.06,0.04,0.04,0.01,224.97,313.96,None,2558094.0,Zach Cunningham,41.0,ILB,1,home,2018102500,198,right,
1705,2018-10-26T00:29:23.799Z,86.49,19.69,0.02,0.02,0.01,286.65,82.28,None,2558853.0,Mike Tyson,34.0,CB,1,home,2018102500,198,right,
1706,2018-10-26T00:29:23.799Z,84.21,32.6,0.21,0.43,0.02,280.54,210.58,None,2560851.0,Justin Reid,20.0,DB,1,home,2018102500,198,right,
1707,2018-10-26T00:29:23.799Z,72.83,24.03,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,198,right,
2226,2018-10-26T00:30:07.099Z,70.71,29.79,2.55,4.07,0.28,68.74,10.53,None,2649.0,Danny Amendola,80.0,WR,1,away,2018102500,220,right,
2227,2018-10-26T00:30:07.099Z,79.92,35.24,0.06,0.06,0.01,221.24,65.25,None,496735.0,Kareem Jackson,25.0,CB,1,home,2018102500,220,right,
2228,2018-10-26T00:30:07.099Z,80.83,15.6,0.24,0.81,0.03,280.65,25.16,None,2495872.0,Johnathan Joseph,24.0,CB,1,home,2018102500,220,right,
2229,2018-10-26T00:30:07.099Z,66.68,23.98,0.0,0.0,0.0,86.11,130.6,None,2506404.0,Frank Gore,21.0,RB,1,away,2018102500,220,right,
2230,2018-10-26T00:30:07.099Z,71.51,23.89,0.01,0.01,0.0,77.99,92.85,None,2533436.0,Brock Osweiler,8.0,QB,1,away,2018102500,220,right,
2231,2018-10-26T00:30:07.099Z,79.75,28.95,3.22,2.14,0.34,283.1,350.65,None,2540180.0,Tyrann Mathieu,32.0,FS,1,home,2018102500,220,right,
2232,2018-10-26T00:30:07.099Z,71.93,28.55,0.04,0.04,0.0,114.51,145.0,None,2552403.0,Nick O'Leary,83.0,TE,1,away,2018102500,220,right,
2233,2018-10-26T00:30:07.099Z,71.84,15.94,0.0,0.0,0.0,104.0,274.64,None,2552409.0,DeVante Parker,11.0,WR,1,away,2018102500,220,right,
2234,2018-10-26T00:30:07.099Z,74.26,23.86,0.01,0.01,0.01,299.55,245.37,None,2552490.0,Benardrick McKinney,55.0,ILB,1,home,2018102500,220,right,
2235,2018-10-26T00:30:07.099Z,71.21,32.45,0.0,0.0,0.0,137.89,279.19,None,2556190.0,Jakeem Grant,19.0,WR,1,away,2018102500,220,right,
2236,2018-10-26T00:30:07.099Z,78.08,24.49,0.98,0.73,0.09,256.66,356.8,None,2558094.0,Zach Cunningham,41.0,ILB,1,home,2018102500,220,right,
2237,2018-10-26T00:30:07.099Z,86.82,23.63,1.6,0.8,0.16,250.11,49.69,None,2558853.0,Mike Tyson,34.0,CB,1,home,2018102500,220,right,
2238,2018-10-26T00:30:07.099Z,77.1,28.81,2.23,0.34,0.22,266.42,257.44,None,2560851.0,Justin Reid,20.0,DB,1,home,2018102500,220,right,
2239,2018-10-26T00:30:07.099Z,72.8,23.77,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,220,right,
2912,2018-10-26T00:31:53.400Z,69.68,36.58,0.32,2.02,0.04,91.22,55.17,None,2649.0,Danny Amendola,80.0,WR,1,away,2018102500,273,right,SCREEN
2913,2018-10-26T00:31:53.400Z,75.84,39.59,0.71,0.81,0.08,231.16,317.77,None,496735.0,Kareem Jackson,25.0,CB,1,home,2018102500,273,right,
2914,2018-10-26T00:31:53.400Z,77.51,18.6,0.24,0.42,0.03,308.68,245.46,None,2495872.0,Johnathan Joseph,24.0,CB,1,home,2018102500,273,right,
2915,2018-10-26T00:31:53.400Z,73.78,23.21,0.16,0.65,0.02,249.87,303.52,None,2533049.0,Whitney Mercilus,59.0,OLB,1,home,2018102500,273,right,
2916,2018-10-26T00:31:53.400Z,67.73,25.32,0.04,0.09,0.0,91.9,50.61,None,2533436.0,Brock Osweiler,8.0,QB,1,away,2018102500,273,right,
2917,2018-10-26T00:31:53.400Z,75.88,34.84,0.99,0.55,0.1,265.33,285.97,None,2540180.0,Tyrann Mathieu,32.0,FS,1,home,2018102500,273,right,
2918,2018-10-26T00:31:53.400Z,70.57,20.1,0.0,0.0,0.0,37.6,10.37,None,2552403.0,Nick O'Leary,83.0,TE,1,away,2018102500,273,right,
2919,2018-10-26T00:31:53.400Z,71.01,35.18,0.01,0.01,0.01,108.38,254.6,None,2552409.0,DeVante Parker,11.0,WR,1,away,2018102500,273,right,OUT
2920,2018-10-26T00:31:53.400Z,76.04,26.22,0.76,0.47,0.08,293.55,89.79,None,2552490.0,Benardrick McKinney,55.0,ILB,1,home,2018102500,273,right,
2921,2018-10-26T00:31:53.400Z,66.9,28.03,0.0,0.0,0.0,104.96,219.4,None,2555230.0,Kenyan Drake,32.0,RB,1,away,2018102500,273,right,FLAT
2922,2018-10-26T00:31:53.400Z,70.41,34.05,0.0,0.0,0.0,215.85,53.14,None,2556190.0,Jakeem Grant,19.0,WR,1,away,2018102500,273,right,SCREEN
2923,2018-10-26T00:31:53.400Z,77.27,24.21,0.25,0.05,0.04,261.26,241.51,None,2558094.0,Zach Cunningham,41.0,ILB,1,home,2018102500,273,right,
2924,2018-10-26T00:31:53.400Z,88.96,22.9,0.52,1.37,0.05,268.95,146.49,None,2558853.0,Mike Tyson,34.0,CB,1,home,2018102500,273,right,
2925,2018-10-26T00:31:53.400Z,73.52,27.98,0.22,0.14,0.02,269.1,247.13,None,2560714.0,Duke Ejiofor,53.0,LB,1,home,2018102500,273,right,
2926,2018-10-26T00:31:53.400Z,84.44,32.98,1.66,0.93,0.17,270.44,51.25,None,2560851.0,Justin Reid,20.0,DB,1,home,2018102500,273,right,
2927,2018-10-26T00:31:53.400Z,71.77,25.32,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,273,right,
3792,2018-10-26T00:32:34.200Z,80.74,36.52,0.11,0.07,0.01,85.58,104.41,line_set,2649.0,Danny Amendola,80.0,WR,1,away,2018102500,297,right,IN
3793,2018-10-26T00:32:34.200Z,86.86,39.06,0.72,0.6,0.07,235.7,53.16,line_set,496735.0,Kareem Jackson,25.0,CB,1,home,2018102500,297,right,
3794,2018-10-26T00:32:34.200Z,89.53,20.1,0.51,1.3,0.05,303.0,85.6,line_set,2495872.0,Johnathan Joseph,24.0,CB,1,home,2018102500,297,right,
3795,2018-10-26T00:32:34.200Z,76.55,29.83,0.06,0.48,0.01,85.88,44.07,line_set,2506404.0,Frank Gore,21.0,RB,1,away,2018102500,297,right,FLAT
3796,2018-10-26T00:32:34.200Z,81.23,29.9,0.07,0.49,0.01,81.79,81.37,line_set,2533436.0,Brock Osweiler,8.0,QB,1,away,2018102500,297,right,
3797,2018-10-26T00:32:34.200Z,87.42,35.0,1.25,0.91,0.13,301.97,354.29,line_set,2540180.0,Tyrann Mathieu,32.0,FS,1,home,2018102500,297,right,
3798,2018-10-26T00:32:34.200Z,80.31,25.13,0.07,0.06,0.0,152.16,151.13,line_set,2552403.0,Nick O'Leary,83.0,TE,1,away,2018102500,297,right,CROSS
3799,2018-10-26T00:32:34.200Z,81.59,38.7,0.44,0.49,0.04,71.89,352.26,line_set,2552409.0,DeVante Parker,11.0,WR,1,away,2018102500,297,right,CROSS
3800,2018-10-26T00:32:34.200Z,87.19,27.26,0.44,0.07,0.04,268.16,246.27,line_set,2552490.0,Benardrick McKinney,55.0,ILB,1,home,2018102500,297,right,
3801,2018-10-26T00:32:34.200Z,80.96,21.17,0.06,0.18,0.01,144.16,340.86,line_set,2556190.0,Jakeem Grant,19.0,WR,1,away,2018102500,297,right,GO
3802,2018-10-26T00:32:34.200Z,86.6,30.48,0.51,0.15,0.05,255.27,238.5,line_set,2558094.0,Zach Cunningham,41.0,ILB,1,home,2018102500,297,right,
3803,2018-10-26T00:32:34.200Z,88.76,23.89,2.86,0.83,0.29,271.32,270.36,line_set,2558853.0,Mike Tyson,34.0,CB,1,home,2018102500,297,right,
3804,2018-10-26T00:32:34.200Z,92.96,30.36,1.51,0.17,0.15,279.69,114.93,line_set,2560851.0,Justin Reid,20.0,DB,1,home,2018102500,297,right,
3805,2018-10-26T00:32:34.200Z,82.35,29.86,0.02,0.02,0.01,,,line_set,,Football,,,1,football,2018102500,297,right,
4436,2018-10-26T00:36:03.099Z,64.89,26.27,0.91,0.26,0.09,87.86,221.77,None,496739.0,Reshad Jones,20.0,SS,1,away,2018102500,340,left,
4437,2018-10-26T00:36:03.099Z,89.04,29.77,0.0,0.0,0.0,284.42,64.2,None,2533034.0,Lamar Miller,26.0,RB,1,home,2018102500,340,left,FLAT
4438,2018-10-26T00:36:03.099Z,69.52,36.27,0.36,0.27,0.04,121.25,248.46,None,2539309.0,T.J. McDonald,22.0,SS,1,away,2018102500,340,left,
4439,2018-10-26T00:36:03.099Z,75.86,25.45,0.68,0.83,0.07,75.25,176.19,None,2539935.0,Kiko Alonso,47.0,OLB,1,away,2018102500,340,left,
4440,2018-10-26T00:36:03.099Z,82.53,39.24,0.0,0.0,0.0,218.56,60.36,None,2540165.0,DeAndre Hopkins,10.0,WR,1,home,2018102500,340,left,CROSS
4441,2018-10-26T00:36:03.099Z,79.27,19.39,0.07,0.44,0.01,167.67,307.91,None,2552434.0,Bobby McCain,28.0,CB,1,away,2018102500,340,left,
4442,2018-10-26T00:36:03.099Z,81.5,20.05,0.0,0.0,0.0,271.22,278.12,None,2555346.0,Will Fuller,15.0,WR,1,home,2018102500,340,left,POST
4443,2018-10-26T00:36:03.099Z,79.99,39.6,0.15,0.49,0.02,115.44,157.92,None,2555539.0,Xavien Howard,25.0,CB,1,away,2018102500,340,left,
4444,2018-10-26T00:36:03.099Z,82.12,29.86,0.04,0.04,0.01,272.0,287.98,None,2558063.0,Deshaun Watson,4.0,QB,1,home,2018102500,340,left,
4445,2018-10-26T00:36:03.099Z,75.83,28.82,0.57,1.01,0.06,94.68,178.03,None,2558070.0,Raekwon McMillan,52.0,LB,1,away,2018102500,340,left,
4446,2018-10-26T00:36:03.099Z,81.77,34.55,0.01,0.01,0.01,223.92,146.8,None,2560896.0,Jordan Thomas,83.0,TE,1,home,2018102500,340,left,
4447,2018-10-26T00:36:03.099Z,83.54,27.14,2.97,3.3,0.31,227.49,177.4,None,2560951.0,Jordan Akins,88.0,TE,1,home,2018102500,340,left,
4448,2018-10-26T00:36:03.099Z,76.15,32.31,0.24,1.47,0.03,178.86,213.01,None,2560966.0,Jerome Baker,55.0,LB,1,away,2018102500,340,left,
4449,2018-10-26T00:36:03.099Z,80.85,29.79,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,340,left,
5388,2018-10-26T00:36:45.500Z,67.73,35.12,1.09,0.24,0.11,90.14,246.45,None,496739.0,Reshad Jones,20.0,SS,1,away,2018102500,362,left,
5389,2018-10-26T00:36:45.500Z,86.21,31.89,0.0,0.0,0.0,290.32,178.09,None,2533034.0,Lamar Miller,26.0,RB,1,home,2018102500,362,left,FLAT
5390,2018-10-26T00:36:45.500Z,64.62,18.91,0.26,0.89,0.03,53.29,272.98,None,2539309.0,T.J. McDonald,22.0,SS,1,away,2018102500,362,left,
5391,2018-10-26T00:36:45.500Z,75.34,27.1,0.0,0.0,0.0,88.38,327.94,None,2539935.0,Kiko Alonso,47.0,OLB,1,away,2018102500,362,left,
5392,2018-10-26T00:36:45.500Z,83.82,15.05,2.66,0.62,0.27,327.87,1.0,None,2540165.0,DeAndre Hopkins,10.0,WR,1,home,2018102500,362,left,CORNER
5393,2018-10-26T00:36:45.500Z,80.21,45.33,0.03,0.02,0.0,286.54,255.26,None,2552434.0,Bobby McCain,28.0,CB,1,away,2018102500,362,left,
5394,2018-10-26T00:36:45.500Z,82.3,20.28,0.0,0.0,0.0,269.38,324.02,None,2555234.0,Tyler Ervin,21.0,RB,1,home,2018102500,362,left,GO
5395,2018-10-26T00:36:45.500Z,81.77,45.0,0.0,0.0,0.0,265.04,119.69,None,2555346.0,Will Fuller,15.0,WR,1,home,2018102500,362,left,IN
5396,2018-10-26T00:36:45.500Z,74.5,10.86,1.54,0.28,0.15,7.03,0.02,None,2555539.0,Xavien Howard,25.0,CB,1,away,2018102500,362,left,
5397,2018-10-26T00:36:45.500Z,85.9,29.79,0.01,0.01,0.01,287.4,280.17,None,2558063.0,Deshaun Watson,4.0,QB,1,home,2018102500,362,left,
5398,2018-10-26T00:36:45.500Z,79.39,21.44,0.3,0.23,0.03,105.49,145.34,None,2560725.0,Minkah Fitzpatrick,29.0,S,1,away,2018102500,362,left,
5399,2018-10-26T00:36:45.500Z,83.57,24.91,0.0,0.0,0.0,268.5,291.89,None,2560896.0,Jordan Thomas,83.0,TE,1,home,2018102500,362,left,FLAT
5400,2018-10-26T00:36:45.500Z,76.2,32.03,0.11,0.05,0.01,76.47,107.96,None,2560966.0,Jerome Baker,55.0,LB,1,away,2018102500,362,left,
5401,2018-10-26T00:36:45.500Z,80.91,29.73,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,362,left,
6648,2018-10-26T00:40:48.400Z,37.5,35.3,0.0,0.0,0.0,99.4,67.46,None,2649.0,Danny Amendola,80.0,WR,1,away,2018102500,432,right,OUT
6649,2018-10-26T00:40:48.400Z,46.82,42.67,0.32,0.16,0.03,239.99,132.07,None,496735.0,Kareem Jackson,25.0,CB,1,home,2018102500,432,right,
6650,2018-10-26T00:40:48.400Z,46.03,31.6,0.94,1.85,0.08,274.6,315.74,None,2495872.0,Johnathan Joseph,24.0,CB,1,home,2018102500,432,right,
6651,2018-10-26T00:40:48.400Z,33.84,26.14,0.24,1.82,0.03,76.87,59.35,None,2506404.0,Frank Gore,21.0,RB,1,away,2018102500,432,right,
6652,2018-10-26T00:40:48.400Z,34.67,23.71,0.08,0.25,0.01,98.0,303.8,None,2533436.0,Brock Osweiler,8.0,QB,1,away,2018102500,432,right,
6653,2018-10-26T00:40:48.400Z,45.28,36.23,0.01,0.01,0.01,246.07,106.31,None,2540180.0,Tyrann Mathieu,32.0,FS,1,home,2018102500,432,right,
6654,2018-10-26T00:40:48.400Z,37.8,18.7,0.0,0.0,0.01,69.82,98.95,None,2552403.0,Nick O'Leary,83.0,TE,1,away,2018102500,432,right,
6655,2018-10-26T00:40:48.400Z,37.32,32.12,0.0,0.0,0.0,75.76,170.26,None,2552409.0,DeVante Parker,11.0,WR,1,away,2018102500,432,right,OUT
6656,2018-10-26T00:40:48.400Z,42.41,23.49,1.97,1.34,0.2,275.23,160.38,None,2552490.0,Benardrick McKinney,55.0,ILB,1,home,2018102500,432,right,
6657,2018-10-26T00:40:48.400Z,38.05,43.09,0.0,0.0,0.0,118.39,104.49,None,2556190.0,Jakeem Grant,19.0,WR,1,away,2018102500,432,right,SCREEN
6658,2018-10-26T00:40:48.400Z,43.47,24.36,2.79,1.38,0.29,288.74,352.51,None,2558094.0,Zach Cunningham,41.0,ILB,1,home,2018102500,432,right,
6659,2018-10-26T00:40:48.400Z,43.79,16.76,0.52,1.73,0.04,326.68,344.99,None,2558853.0,Mike Tyson,34.0,CB,1,home,2018102500,432,right,
6660,2018-10-26T00:40:48.400Z,57.32,26.76,0.04,0.03,0.0,264.69,120.7,None,2560851.0,Justin Reid,20.0,DB,1,home,2018102500,432,right,
6661,2018-10-26T00:40:48.400Z,38.85,23.68,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,432,right,
7558,2018-10-26T00:44:01.599Z,50.15,18.35,0.0,0.0,0.0,76.43,89.56,None,2649.0,Danny Amendola,80.0,WR,1,away,2018102500,456,right,OUT
7559,2018-10-26T00:44:01.599Z,56.68,42.42,1.45,0.33,0.15,233.5,81.61,None,496735.0,Kareem Jackson,25.0,CB,1,home,2018102500,456,right,
7560,2018-10-26T00:44:01.599Z,50.43,29.84,0.01,0.01,0.0,87.83,193.26,None,2533436.0,Brock Osweiler,8.0,QB,1,away,2018102500,456,right,
7561,2018-10-26T00:44:01.599Z,56.97,19.61,2.29,0.86,0.23,292.06,334.83,None,2540180.0,Tyrann Mathieu,32.0,FS,1,home,2018102500,456,right,
7562,2018-10-26T00:44:01.599Z,47.79,32.73,0.16,0.89,0.02,77.81,279.71,None,2552403.0,Nick O'Leary,83.0,TE,1,away,2018102500,456,right,
7563,2018-10-26T00:44:01.599Z,50.94,41.72,0.0,0.0,0.0,94.82,200.16,None,2552409.0,DeVante Parker,11.0,WR,1,away,2018102500,456,right,HITCH
7564,2018-10-26T00:44:01.599Z,55.66,28.7,1.34,1.5,0.13,282.62,161.51,None,2552490.0,Benardrick McKinney,55.0,ILB,1,home,2018102500,456,right,
7565,2018-10-26T00:44:01.599Z,44.9,29.8,0.0,0.0,0.0,104.75,216.09,None,2555230.0,Kenyan Drake,32.0,RB,1,away,2018102500,456,right,ANGLE
7566,2018-10-26T00:44:01.599Z,50.71,10.69,0.0,0.0,0.0,203.64,251.1,None,2556190.0,Jakeem Grant,19.0,WR,1,away,2018102500,456,right,GO
7567,2018-10-26T00:44:01.599Z,56.58,31.81,0.69,1.33,0.06,260.5,212.09,None,2558094.0,Zach Cunningham,41.0,ILB,1,home,2018102500,456,right,
7568,2018-10-26T00:44:01.599Z,64.03,19.68,0.94,1.47,0.1,274.99,181.69,None,2558853.0,Mike Tyson,34.0,CB,1,home,2018102500,456,right,
7569,2018-10-26T00:44:01.599Z,60.16,11.33,0.0,0.0,0.0,294.18,30.39,None,2560759.0,Natrell Jamerson,31.0,DB,1,home,2018102500,456,right,
7570,2018-10-26T00:44:01.599Z,61.94,34.68,0.8,0.76,0.08,282.05,327.19,None,2560851.0,Justin Reid,20.0,DB,1,home,2018102500,456,right,
7571,2018-10-26T00:44:01.599Z,51.8,29.78,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,456,right,
8748,2018-10-26T00:47:14.500Z,74.41,38.06,6.42,2.4,0.65,60.29,4.14,None,2649.0,Danny Amendola,80.0,WR,1,away,2018102500,551,right,GO
8749,2018-10-26T00:47:14.500Z,83.85,37.72,3.91,0.6,0.39,246.26,346.64,None,496735.0,Kareem Jackson,25.0,CB,1,home,2018102500,551,right,
8750,2018-10-26T00:47:14.500Z,70.62,23.88,0.0,0.0,0.0,91.82,84.01,None,2506404.0,Frank Gore,21.0,RB,1,away,2018102500,551,right,ANGLE
8751,2018-10-26T00:47:14.500Z,77.75,29.86,0.0,0.0,0.0,258.36,324.22,None,2533049.0,Whitney Mercilus,59.0,OLB,1,home,2018102500,551,right,
8752,2018-10-26T00:47:14.500Z,75.52,23.82,0.01,0.01,0.0,86.26,252.23,None,2533436.0,Brock Osweiler,8.0,QB,1,away,2018102500,551,right,
8753,2018-10-26T00:47:14.500Z,86.82,20.59,0.33,0.97,0.03,260.61,29.49,None,2540180.0,Tyrann Mathieu,32.0,FS,1,home,2018102500,551,right,
8754,2018-10-26T00:47:14.500Z,75.97,30.38,0.0,0.0,0.0,81.37,93.75,None,2552403.0,Nick O'Leary,83.0,TE,1,away,2018102500,551,right,FLAT
8755,2018-10-26T00:47:14.500Z,75.8,9.88,0.0,0.0,0.0,138.71,170.49,None,2552409.0,DeVante Parker,11.0,WR,1,away,2018102500,551,right,SLANT
8756,2018-10-26T00:47:14.500Z,81.55,26.36,0.08,0.15,0.01,273.61,271.38,None,2552490.0,Benardrick McKinney,55.0,ILB,1,home,2018102500,551,right,
8757,2018-10-26T00:47:14.500Z,81.3,22.93,0.11,0.18,0.01,256.86,188.04,None,2558094.0,Zach Cunningham,41.0,ILB,1,home,2018102500,551,right,
8758,2018-10-26T00:47:14.500Z,85.64,10.79,0.0,0.0,0.01,276.78,19.3,None,2560759.0,Natrell Jamerson,31.0,DB,1,home,2018102500,551,right,
8759,2018-10-26T00:47:14.500Z,86.58,30.36,1.12,1.28,0.11,269.45,47.38,None,2560851.0,Justin Reid,20.0,DB,1,home,2018102500,551,right,
8760,2018-10-26T00:47:14.500Z,75.3,28.64,0.0,0.0,0.0,149.07,100.59,None,2560880.0,Durham Smythe,81.0,TE,1,away,2018102500,551,right,OUT
8761,2018-10-26T00:47:14.500Z,76.79,23.93,0.0,0.0,0.0,,,None,,Football,,,1,football,2018102500,551,right,
9448,2018-10-26T00:55:18.500Z,70.4,26.81,1.52,0.36,0.15,92.95,274.01,None,496739.0,Reshad Jones,20.0,SS,1,away,2018102500,709,left,
9449,2018-10-26T00:55:18.500Z,90.0,27.82,0.0,0.0,0.0,282.81,40.14,None,2533034.0,Lamar Miller,26.0,RB,1,home,2018102500,709,left,
9450,2018-10-26T00:55:18.500Z,80.53,35.85,1.45,1.3,0.15,116.72,42.37,None,2539309.0,T.J. McDonald,22.0,SS,1,away,2018102500,709,left,
9451,2018-10-26T00:55:18.500Z,79.67,31.14,0.0,0.0,0.01,81.63,66.05,None,2539935.0,Kiko Alonso,47.0,OLB,1,away,2018102500,709,left,
9452,2018-10-26T00:55:18.500Z,87.56,37.28,3.21,2.06,0.33,306.91,354.0,None,2540165.0,DeAndre Hopkins,10.0,WR,1,home,2018102500,709,left,OUT
9453,2018-10-26T00:55:18.500Z,81.96,40.97,1.19,1.88,0.12,315.03,50.98,None,2552434.0,Bobby McCain,28.0,CB,1,away,2018102500,709,left,
