,playId,defenseTeam,areaDifference,numberPlayersDeep,numberPlayersDeepDifference,numberPlayersUnderneath,densityDifference,heightDifference,widthDifference,cluster,homeScore,visitorScore,down,quarter,yardsToGo,yardsToEndZone,gameClock,defenseValoration
80,2018090902:2955:1,CIN,147.57885000000013,3,3,4,0.0474322709521045,6.650000000000006,-3.259999999999991,0.0,23.0,17.0,3,3,4,69.0,03:35:00,0
81,2018090902:3113:1,CIN,29.718399999999747,1,1,6,0.2355443092494905,0.9899999999999984,-10.080000000000002,0.0,23.0,17.0,3,3,14,37.0,00:21:00,1
82,2018090902:3233:1,IND,41.643900000000144,2,2,5,0.1680918453843174,4.250000000000007,-10.019999999999987,0.0,23.0,17.0,3,4,15,47.0,14:37:00,1
83,2018090902:3525:1,CIN,5.510000000000105,0,0,6,1.0889292196007052,-1.4299999999999926,-14.18999999999999,0.0,23.0,24.0,3,4,2,77.0,10:07:00,1
84,2018090902:3698:1,IND,252.52494999999973,3,3,4,0.0277200332085998,7.840000000000005,-4.479999999999986,0.0,23.0,24.0,3,4,8,57.0,06:57:00,0
85,2018090902:3851:1,IND,190.8065,2,0,5,0.036686381229151,5.659999999999998,-6.510000000000002,0.0,23.0,24.0,3,4,10,21.0,04:08:00,1
86,2018090902:3962:1,CIN,134.74020000000024,2,1,4,0.0445301402254114,1.0600000000000025,-13.86,0.0,23.0,27.0,3,4,10,85.0,03:47:00,0
87,2018090902:4031:1,CIN,49.73319999999998,1,1,6,0.1407510475899399,3.370000000000012,-6.969999999999985,0.0,23.0,27.0,3,4,2,65.0,02:30:00,0
88,2018090902:4219:1,CIN,-76.76545000000024,1,0,5,-0.0781601618957484,-1.4299999999999926,-15.719999999999985,0.0,23.0,27.0,3,4,15,40.0,00:40:00,1
89,2018090903:149:1,MIA,96.95490000000012,1,0,6,0.0721985170424598,4.560000000000009,-10.669999999999987,0.0,0.0,0.0,3,1,6,61.0,12:22:00,0
90,2018090903:218:1,MIA,79.85140000000027,1,1,5,0.0751395717545338,4.719999999999999,-8.530000000000001,1.0,0.0,0.0,3,1,4,38.0,10:29:00,1
91,2018090903:382:1,TEN,30.72914999999982,0,0,7,0.2277967337202636,0.5799999999999983,-6.730000000000004,0.0,0.0,3.0,3,1,7,65.0,08:19:00,1
93,2018090903:813:1,TEN,48.31554999999955,1,1,6,0.1448808923835093,0.9299999999999926,-12.170000000000016,0.0,0.0,3.0,3,1,6,83.0,00:47:00,0
94,2018090903:1235:1,MIA,14.7345499999999,1,0,6,0.4750738909569717,3.3199999999999914,-11.930000000000016,0.0,7.0,3.0,3,2,3,55.0,08:22:00,1
95,2018090903:1515:1,TEN,-51.14705000000049,1,1,5,-0.1173088183971498,-1.6600000000000108,-15.240000000000023,0.0,7.0,3.0,3,2,9,33.0,02:21:00,1
96,2018090903:1971:1,TEN,194.88800000000012,1,1,6,0.0359180657608472,6.5,-7.859999999999999,1.0,7.0,3.0,3,3,3,68.0,13:51:00,1
97,2018090903:2064:1,MIA,106.0147499999999,1,0,6,0.0660285479143233,2.0700000000000056,-11.419999999999993,1.0,7.0,3.0,3,3,4,55.0,12:14:00,1
99,2018090903:3139:1,MIA,132.36190000000005,3,2,4,0.0528853091410745,2.330000000000004,-10.909999999999991,0.0,17.0,10.0,3,4,12,64.0,12:26:00,1
100,2018090903:3235:1,TEN,-13.958600000000018,1,0,5,-0.429842534351582,1.209999999999999,-13.66,2.0,17.0,10.0,3,4,6,95.0,11:04:00,0
101,2018090903:3438:1,TEN,-64.65009999999998,2,2,2,-0.0618715206937035,-1.859999999999996,-11.809999999999995,1.0,24.0,17.0,3,4,15,90.0,08:55:00,1
102,2018090903:3507:1,MIA,25.98314999999988,1,1,6,0.2694053646305406,4.559999999999995,-9.13000000000001,0.0,24.0,17.0,3,4,3,50.0,08:07:00,0
103,2018090903:3578:1,MIA,41.71384999999992,1,1,6,0.1678099719877214,0.9100000000000036,-12.569999999999991,0.0,24.0,17.0,3,4,4,41.0,06:20:00,1
104,2018090903:3661:1,TEN,2.436900000000179,0,0,8,3.2828593705114746,2.050000000000012,-7.149999999999977,0.0,24.0,17.0,3,4,21,33.0,04:35:00,1
105,2018090903:3801:1,MIA,160.06735000000015,2,1,5,0.0437315917331048,4.160000000000004,-11.86999999999999,0.0,27.0,17.0,3,4,7,57.0,03:15:00,1
106,2018090903:4072:1,MIA,152.43999999999988,1,1,6,0.0459197061138809,6.169999999999988,-7.210000000000022,2.0,27.0,17.0,3,4,10,62.0,00:50:00,0
107,2018090905:228:1,HOU,33.4760500000001,2,1,5,0.2091047181492434,3.090000000000005,-12.169999999999998,0.0,0.0,0.0,3,1,12,31.0,11:58:00,0
108,2018090905:337:1,NE,69.67199999999991,1,1,6,0.1004707773567575,1.780000000000003,-11.769999999999992,1.0,7.0,0.0,3,1,6,69.0,10:32:00,1
109,2018090905:475:1,HOU,111.31280000000038,1,1,6,0.0628858496057953,4.5800000000000125,-3.70999999999998,0.0,7.0,0.0,3,1,3,59.0,08:01:00,1
110,2018090905:628:1,NE,103.04099999999995,2,2,5,0.0679341233101387,6.220000000000008,-5.649999999999988,1.0,7.0,0.0,3,1,6,43.0,05:48:00,1
111,2018090905:757:1,HOU,33.34074999999996,2,2,5,0.2099532853940001,5.450000000000001,-7.699999999999999,0.0,7.0,0.0,3,1,6,100.0,04:12:00,1
112,2018090905:1047:1,HOU,37.0573000000002,1,1,7,0.2158818910174232,3.2600000000000016,-10.7,0.0,7.0,3.0,3,2,6,30.0,15:00:00,1
114,2018090905:1465:1,HOU,54.40155000000004,3,3,4,0.1286728043594345,-0.020000000000012,-12.970000000000017,0.0,14.0,6.0,3,2,5,77.0,08:13:00,0
115,2018090905:1533:1,HOU,101.50635,2,2,5,0.0689612029198173,-0.3399999999999892,-13.87999999999998,0.0,14.0,6.0,3,2,10,70.0,07:23:00,1
116,2018090905:1713:1,HOU,122.51935000000016,1,1,7,0.065295808376391,6.159999999999997,-2.8400000000000034,0.0,14.0,6.0,3,2,4,74.0,04:37:00,1
117,2018090905:1951:1,NE,68.0566000000004,6,4,1,0.1028555643390936,-0.0799999999999911,-16.219999999999985,0.0,14.0,6.0,3,2,19,74.0,01:47:00,1
118,2018090905:2369:1,NE,111.2284500000002,5,4,2,0.0629335390361008,4.939999999999998,-5.200000000000003,0.0,21.0,6.0,3,3,12,74.0,13:42:00,1
120,2018090905:2686:1,HOU,246.8352500000003,2,2,5,0.0283589965371639,7.890000000000008,-3.519999999999989,0.0,21.0,6.0,3,3,3,86.0,08:39:00,0
121,2018090905:2755:1,HOU,246.66820000000027,1,1,5,0.0243241731200049,9.429999999999993,-1.8800000000000097,1.0,21.0,6.0,3,3,5,51.0,08:15:00,1
123,2018090905:3645:1,NE,29.18925000000016,1,1,6,0.2398143152016568,1.320000000000002,-12.31999999999999,1.0,27.0,13.0,3,4,9,59.0,07:59:00,1
124,2018090905:3822:1,NE,139.92119999999989,5,5,2,0.0500281587064719,9.839999999999996,2.1299999999999955,0.0,27.0,13.0,3,4,8,74.0,04:46:00,1
126,2018090906:456:1,TB,113.5513499999995,1,0,5,0.0528395303094153,2.079999999999991,-15.63000000000001,0.0,7.0,7.0,3,1,2,67.0,08:33:00,0
128,2018090906:1113:1,NO,2.287900000000093,1,1,5,2.6224922417936782,2.6499999999999986,-9.43,0.0,17.0,14.0,3,2,4,53.0,13:02:00,0
130,2018090906:1441:1,NO,11.606999999999516,1,1,5,0.5169294391315801,0.5499999999999954,-12.170000000000003,0.0,17.0,17.0,3,2,2,70.0,08:57:00,0
134,2018090906:2648:1,TB,38.21340000000004,2,1,5,0.1831818158028333,-3.5799999999999983,-19.17,1.0,24.0,34.0,3,3,12,87.0,09:56:00,1
135,2018090906:2748:1,NO,183.0422999999999,2,2,4,0.0327793083893723,2.3200000000000003,-10.36,0.0,24.0,34.0,3,3,1,66.0,07:48:00,1
136,2018090906:2923:1,TB,32.126199999999926,2,2,5,0.2178906935772054,1.2000000000000028,-10.889999999999992,0.0,24.0,34.0,3,3,8,83.0,05:57:00,1
137,2018090906:3051:1,NO,21.66975000000005,1,1,4,0.2307363952052971,0.9699999999999972,-12.910000000000007,0.0,24.0,34.0,3,3,6,50.0,03:06:00,0
138,2018090906:3335:1,NO,-35.0295000000001,0,0,7,-0.199831570533407,-1.250000000000007,-11.240000000000007,0.0,24.0,41.0,3,4,4,69.0,14:18:00,0
139,2018090906:3433:1,NO,101.2283500000002,2,2,5,0.069150588743173,3.640000000000006,-8.739999999999998,0.0,24.0,41.0,3,4,9,61.0,13:39:00,1
141,2018090906:3967:1,NO,-3.331350000000157,0,0,6,-1.8010716376243017,0.2399999999999948,-3.500000000000007,0.0,32.0,48.0,3,4,3,78.0,07:22:00,0
142,2018090907:192:1,NYG,42.22030000000007,1,0,4,0.118426444151273,1.1000000000000014,-14.64,1.0,0.0,0.0,3,1,4,29.0,11:36:00,0
143,2018090907:270:1,NYG,72.68419999999989,1,1,6,0.0963070378431627,2.9399999999999977,-8.540000000000003,1.0,0.0,0.0,3,1,8,21.0,10:22:00,1
144,2018090907:498:1,JAX,98.47360000000018,2,2,4,0.0609300360705812,5.960000000000001,-7.18,0.0,0.0,3.0,3,1,23,109.0,07:55:00,1
145,2018090907:710:1,JAX,139.60159999999985,2,2,4,0.0429794500922626,7.299999999999999,-0.5700000000000038,1.0,0.0,3.0,3,1,2,31.0,03:15:00,0
146,2018090907:936:1,NYG,89.02274999999992,2,2,5,0.0786315857463401,2.969999999999999,-11.490000000000002,0.0,3.0,3.0,3,2,4,66.0,13:02:00,0
147,2018090907:1005:1,NYG,-0.0904999999999205,0,0,5,-55.2486187845789,3.0800000000000125,-4.639999999999986,1.0,3.0,3.0,3,2,1,50.0,11:11:00,0
148,2018090907:1177:1,NYG,116.68865000000042,1,1,6,0.0599886964156323,3.6100000000000136,-9.829999999999984,0.0,3.0,3.0,3,2,20,31.0,08:03:00,1
149,2018090907:1638:1,JAX,139.6655000000001,4,4,2,0.0429597860602653,8.780000000000008,-2.159999999999989,2.0,3.0,13.0,3,2,12,66.0,01:26:00,0
150,2018090907:1752:1,JAX,10.027699999999982,3,2,4,0.6980663561933457,-2.52,-17.85,0.0,3.0,13.0,3,2,16,26.0,00:50:00,1
151,2018090907:1988:1,JAX,-57.69474999999999,1,1,4,-0.0866629979330875,3.1500000000000004,-10.680000000000003,1.0,3.0,13.0,3,3,2,77.0,00:11:00,1
152,2018090907:2224:1,JAX,124.84720000000036,2,1,5,0.0560685381810723,2.6300000000000097,-14.859999999999983,2.0,6.0,13.0,3,3,16,49.0,10:02:00,1
153,2018090907:2324:1,NYG,4.534600000000097,2,2,4,1.3231597053764106,3.0900000000000123,-9.959999999999985,0.0,9.0,13.0,3,3,4,69.0,07:54:00,1
154,2018090907:2418:1,JAX,32.45134999999976,2,1,5,0.2157075129386004,-0.7100000000000062,-16.200000000000014,0.0,9.0,13.0,3,3,7,53.0,07:05:00,1
155,2018090907:2556:1,NYG,101.82864999999998,1,1,5,0.0589225134576565,11.149999999999991,0.0299999999999869,1.0,9.0,13.0,3,3,8,48.0,05:12:00,1
156,2018090907:2686:1,JAX,-84.02630000000016,1,1,3,-0.0476041429885642,-2.8200000000000074,-17.34000000000001,0.0,9.0,13.0,3,3,10,85.0,03:43:00,1
157,2018090907:2853:1,NYG,94.12184999999994,2,2,5,0.0743716788397168,0.9600000000000009,-12.579999999999998,0.0,9.0,13.0,3,3,13,54.0,01:39:00,1
158,2018090907:2957:1,JAX,149.35309999999993,1,1,5,0.0401732538527824,3.330000000000004,-11.109999999999996,0.0,9.0,13.0,3,3,5,90.0,00:27:00,0
159,2018090907:3077:1,JAX,208.6473500000001,2,1,5,0.0335494316127187,3.4499999999999997,-15.0,0.0,9.0,13.0,3,4,20,72.0,14:24:00,1
160,2018090907:3193:1,NYG,-31.9126500000001,1,0,3,-0.1253421448861184,1.2800000000000011,-15.43,1.0,9.0,13.0,3,4,7,73.0,12:26:00,1
161,2018090907:3475:1,NYG,147.6855500000001,1,0,6,0.0473980020387911,5.340000000000003,-10.139999999999992,1.0,15.0,20.0,3,4,6,81.0,09:24:00,1
162,2018090907:3567:1,JAX,4.470949999999817,2,2,5,1.5656627786041637,-0.6499999999999986,-13.309999999999995,1.0,15.0,20.0,3,4,5,69.0,08:06:00,1
163,2018090907:3692:1,NYG,-27.79710000000009,1,0,5,-0.2158498548409719,2.0899999999999963,-13.850000000000009,2.0,15.0,20.0,3,4,3,78.0,05:36:00,0
164,2018090907:3777:1,NYG,58.53679999999997,1,0,5,0.1024996241680447,3.579999999999991,-12.88000000000001,0.0,15.0,20.0,3,4,10,74.0,04:52:00,1
165,2018090907:3955:1,JAX,133.01554999999996,1,0,6,0.0526254261249906,1.1699999999999982,-14.410000000000004,0.0,15.0,20.0,3,4,6,36.0,02:00:00,1
166,2018090909:157:1,ARI,308.1892000000001,3,3,4,0.0227133202591135,9.32,0.1799999999999997,1.0,0.0,0.0,3,1,4,35.0,13:02:00,0
167,2018090909:249:1,ARI,-68.32675000000017,1,0,4,-0.0731777817619012,-4.860000000000001,-20.73,0.0,0.0,0.0,3,1,9,29.0,10:29:00,1
168,2018090909:477:1,WAS,-7.296800000000104,1,0,4,-0.6852318824690178,0.8700000000000117,-14.039999999999983,0.0,0.0,0.0,3,1,5,74.0,06:38:00,1
169,2018090909:896:1,WAS,-45.95490000000007,1,1,4,-0.1088023257585152,-1.9300000000000068,-16.580000000000013,0.0,0.0,7.0,3,2,7,72.0,13:32:00,1
170,2018090909:1005:1,ARI,-30.45585000000005,2,1,4,-0.1970064864385656,-2.469999999999999,-18.83,0.0,0.0,7.0,3,2,7,80.0,11:59:00,0
171,2018090909:1071:1,ARI,34.04714999999996,0,0,7,0.2055972379479635,-1.5400000000000134,-13.76000000000002,0.0,0.0,7.0,3,2,4,63.0,10:13:00,1
173,2018090909:1968:1,WAS,-26.16490000000005,1,1,6,-0.2675339863710539,1.9600000000000009,-9.769999999999996,2.0,0.0,21.0,3,3,3,41.0,13:03:00,1
174,2018090909:2084:1,ARI,7.585199999999929,1,0,5,0.7910140800506322,-0.2200000000000024,-13.800000000000004,0.0,0.0,21.0,3,3,14,106.0,12:25:00,1
175,2018090909:2225:1,WAS,45.35959999999992,3,3,3,0.1322762987327933,-0.680000000000005,-14.690000000000008,1.0,0.0,21.0,3,3,11,70.0,11:24:00,1
176,2018090909:2397:1,ARI,258.75830000000013,3,2,3,0.0231876619996343,1.8200000000000005,-15.259999999999998,1.0,0.0,21.0,3,3,9,87.0,09:24:00,1
177,2018090909:2996:1,ARI,4.634049999999945,1,1,5,1.294763759562385,0.1199999999999938,-13.870000000000008,0.0,0.0,21.0,3,4,12,34.0,14:09:00,0
180,2018090909:3916:1,ARI,39.07879999999989,1,1,5,0.1535359325260759,2.1999999999999886,-10.320000000000022,1.0,6.0,24.0,3,4,9,92.0,02:00:00,0
181,2018090909:4002:1,WAS,22.804099999999835,1,1,6,0.3069623444906859,2.489999999999995,-11.31000000000001,0.0,6.0,24.0,3,4,4,64.0,01:03:00,0
182,2018090910:236:1,DAL,69.41329999999982,1,0,5,0.0864387660578018,4.969999999999992,-11.490000000000016,0.0,0.0,0.0,3,1,10,68.0,12:20:00,1
183,2018090910:676:1,CAR,17.81129999999996,1,1,4,0.2807206660939971,1.9599999999999935,-9.960000000000008,1.0,0.0,0.0,3,1,12,73.0,03:01:00,1
184,2018090910:923:1,DAL,42.32880000000014,1,1,4,0.1181228856003473,2.5900000000000034,-11.349999999999994,0.0,0.0,0.0,3,2,10,57.0,14:13:00,1
185,2018090910:1025:1,CAR,86.41110000000029,1,1,6,0.0810081112264509,2.8300000000000125,-7.6699999999999875,0.0,0.0,0.0,3,2,10,86.0,12:38:00,1
186,2018090910:1131:1,DAL,73.54790000000023,1,1,5,0.0815794876536241,-0.0300000000000011,-14.340000000000003,0.0,0.0,0.0,3,2,2,37.0,10:52:00,0
