playId,playerId,areaDifference,numberPlayersDeep,numberPlayersDeepDifference,numberPlayersUnderneath,densityDifference,heightDifference,widthDifference,cluster,homeScore,visitorScore,down,quarter,yardsToGo,yardsToEndZone,gameClock,defenseValoration
2018090600:1801:1,2555543.0,126.9149999999999,1,0,6,0.0551550250167435,2.640000000000001,-12.519999999999996,0.0,3.0,6.0,3,2,3,64.0,01:35:00,1
2018090600:1801:1,2556445.0,126.9149999999999,1,0,6,0.0551550250167435,2.640000000000001,-12.519999999999996,0.0,3.0,6.0,3,2,3,64.0,01:35:00,1
2018090600:1940:1,79848.0,66.08339999999981,1,0,6,0.1059267531634271,5.159999999999997,-9.300000000000004,0.0,3.0,6.0,3,2,3,79.0,00:48:00,1
2018090600:1940:1,2495613.0,66.08339999999981,1,0,6,0.1059267531634271,5.159999999999997,-9.300000000000004,0.0,3.0,6.0,3,2,3,79.0,00:48:00,1
2018090600:1940:1,2534832.0,66.08339999999981,1,0,6,0.1059267531634271,5.159999999999997,-9.300000000000004,0.0,3.0,6.0,3,2,3,79.0,00:48:00,1
2018090600:1940:1,2552315.0,66.08339999999981,1,0,6,0.1059267531634271,5.159999999999997,-9.300000000000004,0.0,3.0,6.0,3,2,3,79.0,00:48:00,1
2018090600:1940:1,2552689.0,66.08339999999981,1,0,6,0.1059267531634271,5.159999999999997,-9.300000000000004,0.0,3.0,6.0,3,2,3,79.0,00:48:00,1
2018090600:1940:1,2555383.0,66.08339999999981,1,0,6,0.1059267531634271,5.159999999999997,-9.300000000000004,0.0,3.0,6.0,3,2,3,79.0,00:48:00,1
2018090600:1940:1,2557958.0,66.08339999999981,1,0,6,0.1059267531634271,5.159999999999997,-9.300000000000004,0.0,3.0,6.0,3,2,3,79.0,00:48:00,1
2018090600:2116:1,2539334.0,99.02915000000002,2,2,5,0.070686257531242,5.3500000000000085,-8.919999999999987,0.0,3.0,6.0,3,2,5,82.0,00:17:00,1
2018090600:2116:1,2539653.0,99.02915000000002,2,2,5,0.070686257531242,5.3500000000000085,-8.919999999999987,0.0,3.0,6.0,3,2,5,82.0,00:17:00,1
2018090600:2116:1,2543850.0,99.02915000000002,2,2,5,0.070686257531242,5.3500000000000085,-8.919999999999987,0.0,3.0,6.0,3,2,5,82.0,00:17:00,1
2018090600:2116:1,2555162.0,99.02915000000002,2,2,5,0.070686257531242,5.3500000000000085,-8.919999999999987,0.0,3.0,6.0,3,2,5,82.0,00:17:00,1
2018090600:2116:1,2555255.0,99.02915000000002,2,2,5,0.070686257531242,5.3500000000000085,-8.919999999999987,0.0,3.0,6.0,3,2,5,82.0,00:17:00,1
2018090600:2116:1,2555543.0,99.02915000000002,2,2,5,0.070686257531242,5.3500000000000085,-8.919999999999987,0.0,3.0,6.0,3,2,5,82.0,00:17:00,1
2018090600:2116:1,2556445.0,99.02915000000002,2,2,5,0.070686257531242,5.3500000000000085,-8.919999999999987,0.0,3.0,6.0,3,2,5,82.0,00:17:00,1
2018090600:2382:1,2539334.0,-6.272749999999718,0,0,6,-0.9565182734845594,-0.0299999999999922,-10.029999999999983,0.0,3.0,6.0,3,3,9,58.0,12:51:00,1
2018090600:2382:1,2539653.0,-6.272749999999718,0,0,6,-0.9565182734845594,-0.0299999999999922,-10.029999999999983,0.0,3.0,6.0,3,3,9,58.0,12:51:00,1
2018090600:2382:1,2543850.0,-6.272749999999718,0,0,6,-0.9565182734845594,-0.0299999999999922,-10.029999999999983,0.0,3.0,6.0,3,3,9,58.0,12:51:00,1
2018090600:2382:1,2555162.0,-6.272749999999718,0,0,6,-0.9565182734845594,-0.0299999999999922,-10.029999999999983,0.0,3.0,6.0,3,3,9,58.0,12:51:00,1
2018090600:2382:1,2555543.0,-6.272749999999718,0,0,6,-0.9565182734845594,-0.0299999999999922,-10.029999999999983,0.0,3.0,6.0,3,3,9,58.0,12:51:00,1
2018090600:2382:1,2556445.0,-6.272749999999718,0,0,6,-0.9565182734845594,-0.0299999999999922,-10.029999999999983,0.0,3.0,6.0,3,3,9,58.0,12:51:00,1
2018090600:2575:1,79848.0,159.69854999999995,3,0,4,0.0438325833265236,7.420000000000002,1.3600000000000063,0.0,3.0,6.0,3,3,22,90.0,10:57:00,1
2018090600:2575:1,2495613.0,159.69854999999995,3,0,4,0.0438325833265236,7.420000000000002,1.3600000000000063,0.0,3.0,6.0,3,3,22,90.0,10:57:00,1
2018090600:2575:1,2534832.0,159.69854999999995,3,0,4,0.0438325833265236,7.420000000000002,1.3600000000000063,0.0,3.0,6.0,3,3,22,90.0,10:57:00,1
2018090600:2575:1,2552315.0,159.69854999999995,3,0,4,0.0438325833265236,7.420000000000002,1.3600000000000063,0.0,3.0,6.0,3,3,22,90.0,10:57:00,1
2018090600:2575:1,2552689.0,159.69854999999995,3,0,4,0.0438325833265236,7.420000000000002,1.3600000000000063,0.0,3.0,6.0,3,3,22,90.0,10:57:00,1
2018090600:2575:1,2555383.0,159.69854999999995,3,0,4,0.0438325833265236,7.420000000000002,1.3600000000000063,0.0,3.0,6.0,3,3,22,90.0,10:57:00,1
2018090600:2575:1,2557958.0,159.69854999999995,3,0,4,0.0438325833265236,7.420000000000002,1.3600000000000063,0.0,3.0,6.0,3,3,22,90.0,10:57:00,1
2018090600:2736:1,2539334.0,-42.333000000000055,1,0,5,-0.1417333994755862,7.260000000000005,-7.949999999999989,0.0,3.0,6.0,3,3,5,41.0,07:41:00,0
2018090600:2736:1,2539653.0,-42.333000000000055,1,0,5,-0.1417333994755862,7.260000000000005,-7.949999999999989,0.0,3.0,6.0,3,3,5,41.0,07:41:00,0
2018090600:2736:1,2543850.0,-42.333000000000055,1,0,5,-0.1417333994755862,7.260000000000005,-7.949999999999989,0.0,3.0,6.0,3,3,5,41.0,07:41:00,0
2018090600:2736:1,2555162.0,-42.333000000000055,1,0,5,-0.1417333994755862,7.260000000000005,-7.949999999999989,0.0,3.0,6.0,3,3,5,41.0,07:41:00,0
2018090600:2736:1,2555255.0,-42.333000000000055,1,0,5,-0.1417333994755862,7.260000000000005,-7.949999999999989,0.0,3.0,6.0,3,3,5,41.0,07:41:00,0
2018090600:2736:1,2556445.0,-42.333000000000055,1,0,5,-0.1417333994755862,7.260000000000005,-7.949999999999989,0.0,3.0,6.0,3,3,5,41.0,07:41:00,0
2018090600:2736:1,2558184.0,-42.333000000000055,1,0,5,-0.1417333994755862,7.260000000000005,-7.949999999999989,0.0,3.0,6.0,3,3,5,41.0,07:41:00,0
2018090600:2811:1,2539653.0,63.09109999999996,2,2,3,0.0792504806541652,1.08,-12.98,1.0,3.0,6.0,3,3,8,24.0,06:00:00,0
2018090600:2811:1,2543850.0,63.09109999999996,2,2,3,0.0792504806541652,1.08,-12.98,1.0,3.0,6.0,3,3,8,24.0,06:00:00,0
2018090600:2811:1,2555255.0,63.09109999999996,2,2,3,0.0792504806541652,1.08,-12.98,1.0,3.0,6.0,3,3,8,24.0,06:00:00,0
2018090600:2811:1,2556445.0,63.09109999999996,2,2,3,0.0792504806541652,1.08,-12.98,1.0,3.0,6.0,3,3,8,24.0,06:00:00,0
2018090600:2811:1,2558184.0,63.09109999999996,2,2,3,0.0792504806541652,1.08,-12.98,1.0,3.0,6.0,3,3,8,24.0,06:00:00,0
2018090600:2811:1,2559109.0,63.09109999999996,2,2,3,0.0792504806541652,1.08,-12.98,1.0,3.0,6.0,3,3,8,24.0,06:00:00,0
2018090600:3004:1,79848.0,53.97979999999998,1,1,5,0.1111526904508724,1.730000000000004,-9.959999999999994,1.0,10.0,6.0,3,3,10,70.0,02:48:00,1
2018090600:3004:1,2495613.0,53.97979999999998,1,1,5,0.1111526904508724,1.730000000000004,-9.959999999999994,1.0,10.0,6.0,3,3,10,70.0,02:48:00,1
2018090600:3004:1,2534832.0,53.97979999999998,1,1,5,0.1111526904508724,1.730000000000004,-9.959999999999994,1.0,10.0,6.0,3,3,10,70.0,02:48:00,1
2018090600:3004:1,2552689.0,53.97979999999998,1,1,5,0.1111526904508724,1.730000000000004,-9.959999999999994,1.0,10.0,6.0,3,3,10,70.0,02:48:00,1
2018090600:3004:1,2555383.0,53.97979999999998,1,1,5,0.1111526904508724,1.730000000000004,-9.959999999999994,1.0,10.0,6.0,3,3,10,70.0,02:48:00,1
2018090600:3004:1,2557958.0,53.97979999999998,1,1,5,0.1111526904508724,1.730000000000004,-9.959999999999994,1.0,10.0,6.0,3,3,10,70.0,02:48:00,1
2018090600:3095:1,2539334.0,-20.1707499999996,1,1,4,-0.2478836929712628,-2.4599999999999795,-17.18999999999997,1.0,10.0,6.0,3,3,6,80.0,01:41:00,1
2018090600:3095:1,2539653.0,-20.1707499999996,1,1,4,-0.2478836929712628,-2.4599999999999795,-17.18999999999997,1.0,10.0,6.0,3,3,6,80.0,01:41:00,1
2018090600:3095:1,2543850.0,-20.1707499999996,1,1,4,-0.2478836929712628,-2.4599999999999795,-17.18999999999997,1.0,10.0,6.0,3,3,6,80.0,01:41:00,1
2018090600:3095:1,2555162.0,-20.1707499999996,1,1,4,-0.2478836929712628,-2.4599999999999795,-17.18999999999997,1.0,10.0,6.0,3,3,6,80.0,01:41:00,1
2018090600:3095:1,2558184.0,-20.1707499999996,1,1,4,-0.2478836929712628,-2.4599999999999795,-17.18999999999997,1.0,10.0,6.0,3,3,6,80.0,01:41:00,1
2018090600:3203:1,79848.0,13.535499999999928,0,0,7,0.5171585829854853,-0.7700000000000031,-10.260000000000003,0.0,10.0,6.0,3,3,6,80.0,00:40:00,1
2018090600:3203:1,2495613.0,13.535499999999928,0,0,7,0.5171585829854853,-0.7700000000000031,-10.260000000000003,0.0,10.0,6.0,3,3,6,80.0,00:40:00,1
2018090600:3203:1,2534832.0,13.535499999999928,0,0,7,0.5171585829854853,-0.7700000000000031,-10.260000000000003,0.0,10.0,6.0,3,3,6,80.0,00:40:00,1
2018090600:3203:1,2552315.0,13.535499999999928,0,0,7,0.5171585829854853,-0.7700000000000031,-10.260000000000003,0.0,10.0,6.0,3,3,6,80.0,00:40:00,1
2018090600:3203:1,2552689.0,13.535499999999928,0,0,7,0.5171585829854853,-0.7700000000000031,-10.260000000000003,0.0,10.0,6.0,3,3,6,80.0,00:40:00,1
2018090600:3203:1,2555383.0,13.535499999999928,0,0,7,0.5171585829854853,-0.7700000000000031,-10.260000000000003,0.0,10.0,6.0,3,3,6,80.0,00:40:00,1
2018090600:3203:1,2557958.0,13.535499999999928,0,0,7,0.5171585829854853,-0.7700000000000031,-10.260000000000003,0.0,10.0,6.0,3,3,6,80.0,00:40:00,1
2018090600:3626:1,2539334.0,127.64610000000002,2,2,5,0.0548391216026184,0.3099999999999951,-11.680000000000009,1.0,10.0,6.0,3,4,4,79.0,10:35:00,0
2018090600:3626:1,2539653.0,127.64610000000002,2,2,5,0.0548391216026184,0.3099999999999951,-11.680000000000009,1.0,10.0,6.0,3,4,4,79.0,10:35:00,0
2018090600:3626:1,2543850.0,127.64610000000002,2,2,5,0.0548391216026184,0.3099999999999951,-11.680000000000009,1.0,10.0,6.0,3,4,4,79.0,10:35:00,0
2018090600:3626:1,2555162.0,127.64610000000002,2,2,5,0.0548391216026184,0.3099999999999951,-11.680000000000009,1.0,10.0,6.0,3,4,4,79.0,10:35:00,0
2018090600:3626:1,2555255.0,127.64610000000002,2,2,5,0.0548391216026184,0.3099999999999951,-11.680000000000009,1.0,10.0,6.0,3,4,4,79.0,10:35:00,0
2018090600:3626:1,2556445.0,127.64610000000002,2,2,5,0.0548391216026184,0.3099999999999951,-11.680000000000009,1.0,10.0,6.0,3,4,4,79.0,10:35:00,0
2018090600:3626:1,2558184.0,127.64610000000002,2,2,5,0.0548391216026184,0.3099999999999951,-11.680000000000009,1.0,10.0,6.0,3,4,4,79.0,10:35:00,0
2018090600:3678:1,2539334.0,216.28965,3,3,4,0.0323640081714497,7.640000000000004,-6.579999999999991,1.0,10.0,12.0,3,4,14,89.0,07:59:00,1
2018090600:3678:1,2539653.0,216.28965,3,3,4,0.0323640081714497,7.640000000000004,-6.579999999999991,1.0,10.0,12.0,3,4,14,89.0,07:59:00,1
2018090600:3678:1,2543850.0,216.28965,3,3,4,0.0323640081714497,7.640000000000004,-6.579999999999991,1.0,10.0,12.0,3,4,14,89.0,07:59:00,1
2018090600:3678:1,2555162.0,216.28965,3,3,4,0.0323640081714497,7.640000000000004,-6.579999999999991,1.0,10.0,12.0,3,4,14,89.0,07:59:00,1
2018090600:3678:1,2555255.0,216.28965,3,3,4,0.0323640081714497,7.640000000000004,-6.579999999999991,1.0,10.0,12.0,3,4,14,89.0,07:59:00,1
2018090600:3678:1,2556445.0,216.28965,3,3,4,0.0323640081714497,7.640000000000004,-6.579999999999991,1.0,10.0,12.0,3,4,14,89.0,07:59:00,1
2018090600:3678:1,2558184.0,216.28965,3,3,4,0.0323640081714497,7.640000000000004,-6.579999999999991,1.0,10.0,12.0,3,4,14,89.0,07:59:00,1
2018090600:3844:1,79848.0,253.99375,5,1,2,0.027559733261153,8.500000000000014,2.0900000000000176,1.0,10.0,12.0,3,4,28,85.0,05:45:00,1
2018090600:3844:1,2495613.0,253.99375,5,1,2,0.027559733261153,8.500000000000014,2.0900000000000176,1.0,10.0,12.0,3,4,28,85.0,05:45:00,1
2018090600:3844:1,2534832.0,253.99375,5,1,2,0.027559733261153,8.500000000000014,2.0900000000000176,1.0,10.0,12.0,3,4,28,85.0,05:45:00,1
2018090600:3844:1,2552315.0,253.99375,5,1,2,0.027559733261153,8.500000000000014,2.0900000000000176,1.0,10.0,12.0,3,4,28,85.0,05:45:00,1
2018090600:3844:1,2552689.0,253.99375,5,1,2,0.027559733261153,8.500000000000014,2.0900000000000176,1.0,10.0,12.0,3,4,28,85.0,05:45:00,1
2018090600:3844:1,2555383.0,253.99375,5,1,2,0.027559733261153,8.500000000000014,2.0900000000000176,1.0,10.0,12.0,3,4,28,85.0,05:45:00,1
2018090600:3844:1,2557958.0,253.99375,5,1,2,0.027559733261153,8.500000000000014,2.0900000000000176,1.0,10.0,12.0,3,4,28,85.0,05:45:00,1
2018090600:3950:1,2539334.0,109.60225000000004,3,2,5,0.0729912022791502,3.1299999999999955,-11.450000000000005,1.0,10.0,12.0,3,4,8,62.0,04:41:00,0
2018090600:3950:1,2539653.0,109.60225000000004,3,2,5,0.0729912022791502,3.1299999999999955,-11.450000000000005,1.0,10.0,12.0,3,4,8,62.0,04:41:00,0
2018090600:3950:1,2543850.0,109.60225000000004,3,2,5,0.0729912022791502,3.1299999999999955,-11.450000000000005,1.0,10.0,12.0,3,4,8,62.0,04:41:00,0
2018090600:3950:1,2552301.0,109.60225000000004,3,2,5,0.0729912022791502,3.1299999999999955,-11.450000000000005,1.0,10.0,12.0,3,4,8,62.0,04:41:00,0
2018090600:3950:1,2555162.0,109.60225000000004,3,2,5,0.0729912022791502,3.1299999999999955,-11.450000000000005,1.0,10.0,12.0,3,4,8,62.0,04:41:00,0
2018090600:3950:1,2555255.0,109.60225000000004,3,2,5,0.0729912022791502,3.1299999999999955,-11.450000000000005,1.0,10.0,12.0,3,4,8,62.0,04:41:00,0
2018090600:3950:1,2556445.0,109.60225000000004,3,2,5,0.0729912022791502,3.1299999999999955,-11.450000000000005,1.0,10.0,12.0,3,4,8,62.0,04:41:00,0
2018090600:3950:1,2558184.0,109.60225000000004,3,2,5,0.0729912022791502,3.1299999999999955,-11.450000000000005,1.0,10.0,12.0,3,4,8,62.0,04:41:00,0
2018090600:4258:1,79848.0,229.0454,3,2,4,0.0305616266469442,6.399999999999992,-1.960000000000015,0.0,18.0,12.0,3,4,17,40.0,01:25:00,0
2018090600:4258:1,2495613.0,229.0454,3,2,4,0.0305616266469442,6.399999999999992,-1.960000000000015,0.0,18.0,12.0,3,4,17,40.0,01:25:00,0
2018090600:4258:1,2534832.0,229.0454,3,2,4,0.0305616266469442,6.399999999999992,-1.960000000000015,0.0,18.0,12.0,3,4,17,40.0,01:25:00,0
2018090600:4258:1,2552315.0,229.0454,3,2,4,0.0305616266469442,6.399999999999992,-1.960000000000015,0.0,18.0,12.0,3,4,17,40.0,01:25:00,0
2018090600:4258:1,2552689.0,229.0454,3,2,4,0.0305616266469442,6.399999999999992,-1.960000000000015,0.0,18.0,12.0,3,4,17,40.0,01:25:00,0
2018090600:4258:1,2555383.0,229.0454,3,2,4,0.0305616266469442,6.399999999999992,-1.960000000000015,0.0,18.0,12.0,3,4,17,40.0,01:25:00,0
2018090600:4258:1,2557958.0,229.0454,3,2,4,0.0305616266469442,6.399999999999992,-1.960000000000015,0.0,18.0,12.0,3,4,17,40.0,01:25:00,0
2018090900:553:1,2539240.0,-61.006350000000026,1,1,4,-0.0819586813503839,-2.549999999999997,-15.249999999999991,0.0,7.0,0.0,3,1,9,84.0,06:41:00,1
2018090900:553:1,2543851.0,-61.006350000000026,1,1,4,-0.0819586813503839,-2.549999999999997,-15.249999999999991,0.0,7.0,0.0,3,1,9,84.0,06:41:00,1
2018090900:553:1,2557867.0,-61.006350000000026,1,1,4,-0.0819586813503839,-2.549999999999997,-15.249999999999991,0.0,7.0,0.0,3,1,9,84.0,06:41:00,1
2018090900:553:1,2560713.0,-61.006350000000026,1,1,4,-0.0819586813503839,-2.549999999999997,-15.249999999999991,0.0,7.0,0.0,3,1,9,84.0,06:41:00,1
2018090900:553:1,2560766.0,-61.006350000000026,1,1,4,-0.0819586813503839,-2.549999999999997,-15.249999999999991,0.0,7.0,0.0,3,1,9,84.0,06:41:00,1
2018090900:646:1,4365.0,46.10270000000003,2,1,5,0.1518349250694644,1.019999999999996,-14.340000000000003,0.0,7.0,0.0,3,1,7,82.0,05:48:00,1
2018090900:646:1,2495775.0,46.10270000000003,2,1,5,0.1518349250694644,1.019999999999996,-14.340000000000003,0.0,7.0,0.0,3,1,7,82.0,05:48:00,1
2018090900:646:1,2508004.0,46.10270000000003,2,1,5,0.1518349250694644,1.019999999999996,-14.340000000000003,0.0,7.0,0.0,3,1,7,82.0,05:48:00,1
2018090900:646:1,2540164.0,46.10270000000003,2,1,5,0.1518349250694644,1.019999999999996,-14.340000000000003,0.0,7.0,0.0,3,1,7,82.0,05:48:00,1
2018090900:646:1,2543464.0,46.10270000000003,2,1,5,0.1518349250694644,1.019999999999996,-14.340000000000003,0.0,7.0,0.0,3,1,7,82.0,05:48:00,1
2018090900:646:1,2555378.0,46.10270000000003,2,1,5,0.1518349250694644,1.019999999999996,-14.340000000000003,0.0,7.0,0.0,3,1,7,82.0,05:48:00,1
2018090900:646:1,2558067.0,46.10270000000003,2,1,5,0.1518349250694644,1.019999999999996,-14.340000000000003,0.0,7.0,0.0,3,1,7,82.0,05:48:00,1
2018090900:742:1,2539240.0,184.19060000000027,4,4,3,0.0380041109589739,7.180000000000007,-5.579999999999991,0.0,7.0,0.0,3,1,7,73.0,04:56:00,1
2018090900:742:1,2539290.0,184.19060000000027,4,4,3,0.0380041109589739,7.180000000000007,-5.579999999999991,0.0,7.0,0.0,3,1,7,73.0,04:56:00,1
2018090900:742:1,2543851.0,184.19060000000027,4,4,3,0.0380041109589739,7.180000000000007,-5.579999999999991,0.0,7.0,0.0,3,1,7,73.0,04:56:00,1
2018090900:742:1,2557867.0,184.19060000000027,4,4,3,0.0380041109589739,7.180000000000007,-5.579999999999991,0.0,7.0,0.0,3,1,7,73.0,04:56:00,1
2018090900:742:1,2557969.0,184.19060000000027,4,4,3,0.0380041109589739,7.180000000000007,-5.579999999999991,0.0,7.0,0.0,3,1,7,73.0,04:56:00,1
2018090900:742:1,2560713.0,184.19060000000027,4,4,3,0.0380041109589739,7.180000000000007,-5.579999999999991,0.0,7.0,0.0,3,1,7,73.0,04:56:00,1
2018090900:742:1,2560766.0,184.19060000000027,4,4,3,0.0380041109589739,7.180000000000007,-5.579999999999991,0.0,7.0,0.0,3,1,7,73.0,04:56:00,1
2018090900:1204:1,2539240.0,79.27364999999998,3,2,3,0.0756871924025196,7.749999999999998,-7.470000000000002,0.0,14.0,0.0,3,2,13,23.0,13:28:00,1
2018090900:1204:1,2539290.0,79.27364999999998,3,2,3,0.0756871924025196,7.749999999999998,-7.470000000000002,0.0,14.0,0.0,3,2,13,23.0,13:28:00,1
2018090900:1204:1,2543851.0,79.27364999999998,3,2,3,0.0756871924025196,7.749999999999998,-7.470000000000002,0.0,14.0,0.0,3,2,13,23.0,13:28:00,1
2018090900:1204:1,2557867.0,79.27364999999998,3,2,3,0.0756871924025196,7.749999999999998,-7.470000000000002,0.0,14.0,0.0,3,2,13,23.0,13:28:00,1
2018090900:1204:1,2557969.0,79.27364999999998,3,2,3,0.0756871924025196,7.749999999999998,-7.470000000000002,0.0,14.0,0.0,3,2,13,23.0,13:28:00,1
2018090900:1204:1,2560713.0,79.27364999999998,3,2,3,0.0756871924025196,7.749999999999998,-7.470000000000002,0.0,14.0,0.0,3,2,13,23.0,13:28:00,1
2018090900:1204:1,2560766.0,79.27364999999998,3,2,3,0.0756871924025196,7.749999999999998,-7.470000000000002,0.0,14.0,0.0,3,2,13,23.0,13:28:00,1
2018090900:1338:1,4365.0,71.38139999999999,1,1,5,0.084055510258975,4.399999999999999,-7.359999999999999,1.0,17.0,0.0,3,2,14,89.0,12:13:00,1
2018090900:1338:1,2495775.0,71.38139999999999,1,1,5,0.084055510258975,4.399999999999999,-7.359999999999999,1.0,17.0,0.0,3,2,14,89.0,12:13:00,1
2018090900:1338:1,2508004.0,71.38139999999999,1,1,5,0.084055510258975,4.399999999999999,-7.359999999999999,1.0,17.0,0.0,3,2,14,89.0,12:13:00,1
2018090900:1338:1,2540164.0,71.38139999999999,1,1,5,0.084055510258975,4.399999999999999,-7.359999999999999,1.0,17.0,0.0,3,2,14,89.0,12:13:00,1
2018090900:1338:1,2555505.0,71.38139999999999,1,1,5,0.084055510258975,4.399999999999999,-7.359999999999999,1.0,17.0,0.0,3,2,14,89.0,12:13:00,1
2018090900:1338:1,2558067.0,71.38139999999999,1,1,5,0.084055510258975,4.399999999999999,-7.359999999999999,1.0,17.0,0.0,3,2,14,89.0,12:13:00,1
2018090900:1425:1,2539240.0,380.35274999999984,2,1,5,0.0184039684214193,5.75,-10.54,0.0,17.0,0.0,3,2,5,65.0,10:30:00,1
2018090900:1425:1,2539290.0,380.35274999999984,2,1,5,0.0184039684214193,5.75,-10.54,0.0,17.0,0.0,3,2,5,65.0,10:30:00,1
